,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
56,1.93,133,372,210.0,38.7
57,0.76,95,280,209.84,130.2
58,8.74,532,380,208.053,811.4
59,5.53,432,285,210.0,1447.7
60,5.69,558,332,199.968,1393.5
61,18.2,424,279,199.942,1541.7
62,0.76,161,352,210.0,1.6
63,7.98,144,271,210.0,77.5
64,8.11,436,358,200.933,968.3
65,8.19,379,310,210.0,671.6
66,9.26,541,358,200.368,885.5
67,9.88,610,358,200.029,910.6
68,8.32,447,313,199.277,1094.6
69,7.62,150,271,208.472,248.2
70,4.8,89,384,210.0,117.6
71,0.76,173,384,209.739,1.6
72,3.96,154,283,210.0,1.6
73,4.19,95,383,210.0,13.9
74,5.23,101,264,209.743,16.2
75,13.34,610,384,200.493,659.9
76,10.84,610,322,201.112,841.7
77,1.02,218,304,210.0,77.9
78,1.33,234,393,210.0,75.5
79,10.17,604,411,200.177,972.7
80,0.76,152,365,210.0,1.6
81,10.66,434,338,200.398,1111.8
82,12.1,516,327,200.192,1242.1
83,9.29,546,348,201.441,670.7
84,5.91,452,320,201.027,1157.2
85,5.41,203,372,209.688,113.8
86,2.88,196,372,210.0,1.6
87,13.23,610,365,200.534,1331.7
88,8.51,501,379,210.0,186.4
89,8.79,459,330,201.119,1089.6
90,8.8,566,361,200.52,921.5
91,5.62,203,309,209.956,169.1
92,3.19,94,273,210.0,149.8
93,26.6,514,322,199.993,1380.4
94,4.97,419,388,209.015,164.9
95,11.92,461,394,205.918,287.8
96,6.54,490,300,201.209,231.8
97,6.0,488,329,206.645,324.3
98,4.57,460,309,206.764,591.3
99,5.47,111,337,209.841,55.5
100,7.04,610,347,200.954,700.6
101,7.89,410,308,209.363,439.3
102,10.4,485,315,200.592,1012.0
103,1.48,142,354,209.927,31.5
104,12.54,610,424,201.782,605.4
105,24.77,484,322,199.806,1775.6
106,1.62,198,370,209.859,210.9
107,4.86,174,280,210.0,1.6
108,2.68,241,372,210.0,83.7
109,10.27,541,412,201.498,930.6
110,7.38,483,301,201.221,1042.6
111,12.75,610,434,201.434,1131.5
112,1.14,122,355,210.0,166.7
113,6.27,477,305,210.0,697.5
114,9.7,497,309,210.0,357.0
115,3.98,267,332,205.845,892.5
116,6.09,288,349,210.0,62.5
117,11.44,610,428,200.951,876.1
118,4.35,478,379,210.0,166.0
119,11.55,610,419,201.449,1048.2
120,11.33,561,345,200.978,1147.9
121,6.4,150,364,210.0,179.1
122,16.78,182,248,210.0,353.7
123,5.1,485,289,200.095,1042.1
124,5.76,179,395,210.0,152.0
125,14.86,538,355,200.526,1279.1
126,10.61,610,365,200.705,884.6
127,7.51,404,283,209.054,312.0
128,5.97,544,379,210.0,109.5
129,0.98,192,353,210.0,162.5
130,6.74,430,361,209.918,119.8
131,3.01,149,281,210.0,106.6
132,20.33,439,346,199.11,1060.5
133,1.26,177,348,209.722,272.2
134,4.92,426,364,209.843,261.1
135,9.99,610,431,200.91,931.9
136,0.76,228,377,210.0,1.6
137,3.77,121,374,210.0,102.3
138,14.24,610,376,200.074,778.4
139,16.7,442,315,205.617,546.4
140,15.78,151,360,209.526,150.8
141,6.28,461,323,201.032,1553.4
142,3.15,424,295,209.971,1406.7
143,1.95,344,354,209.316,132.4
144,10.34,610,340,201.584,947.1
145,0.76,89,336,209.729,298.5
146,0.76,169,367,210.0,1.6
147,4.98,422,374,201.499,935.7
148,10.1,522,342,199.897,815.7
149,12.86,363,272,199.497,922.7
150,3.57,89,338,209.311,159.7
151,17.1,430,295,210.0,293.8
152,8.36,499,393,199.059,1033.5
153,1.67,120,283,209.882,142.3
154,11.28,133,357,209.168,298.6
155,10.52,561,348,200.674,1320.6
156,12.32,433,372,209.993,321.2
157,8.56,436,297,199.481,327.9
158,7.88,422,392,200.257,1029.4
159,6.6,485,294,199.871,1112.4
160,7.7,525,322,199.821,1065.4
161,6.16,195,277,210.0,13.6
162,0.76,244,371,210.0,9.7
163,5.18,121,319,210.0,204.8
164,12.22,610,348,199.051,982.4
165,4.64,339,393,209.967,133.1
166,16.13,515,301,200.699,403.8
167,6.52,153,348,209.658,158.0
168,8.4,357,260,200.581,841.3
169,4.52,572,320,199.709,1581.9
170,10.72,89,332,210.0,256.1
171,12.75,375,407,205.743,655.1
172,9.78,413,323,200.576,686.8
173,10.91,551,420,201.506,759.9
174,10.97,571,396,200.193,989.0
175,10.03,610,381,201.735,953.0
176,6.53,432,277,209.515,330.7
177,6.3,476,312,209.743,1077.3
178,7.62,515,313,198.943,1495.5
179,11.61,531,387,206.938,1163.1
180,5.78,447,351,201.165,712.4
181,0.76,173,379,210.0,1.6
182,8.33,610,333,201.002,844.2
183,6.24,500,400,201.326,612.9
184,13.71,207,341,209.386,148.5
185,1.96,89,372,209.742,1.6
186,5.01,160,376,209.589,1.6
187,8.35,409,303,200.782,1257.3
188,13.94,610,357,200.779,979.4
189,2.55,210,297,210.0,261.8
190,8.75,421,295,199.9,734.0
191,10.06,610,324,199.976,722.9
192,0.76,248,402,210.0,11.4
193,5.48,249,297,210.0,151.3
194,7.89,438,381,202.281,852.0
195,4.87,208,379,210.0,1.6
196,0.76,122,393,210.0,1.6
197,6.03,534,345,200.939,1245.5
198,0.76,145,397,210.0,1.6
199,7.74,453,307,209.394,312.3
200,9.07,541,310,200.915,882.5
201,10.12,595,360,199.558,795.0
202,12.43,574,344,202.223,1468.1
203,10.34,576,308,201.823,727.5
204,0.76,106,392,209.83,1.6
205,8.66,488,330,198.943,660.5
206,8.0,192,345,209.447,121.0
207,12.83,610,355,200.747,1157.3
208,8.25,610,292,200.642,277.1
209,16.7,420,306,201.755,1041.1
210,5.97,496,326,200.704,1429.4
211,10.42,474,313,207.215,1059.2
212,11.32,610,328,199.56,1233.8
213,3.59,177,356,210.0,233.6
214,12.05,610,434,201.765,1105.3
215,13.58,610,369,200.529,1107.5
216,5.18,401,369,199.888,229.6
217,6.81,432,317,200.851,108.6
218,0.76,199,389,210.0,1.6
219,7.22,381,395,198.943,1.6
220,5.28,139,278,210.0,315.6
221,11.1,610,348,201.256,1080.0
222,9.65,117,289,210.0,213.6
223,0.76,202,383,210.0,1.6
224,0.76,240,412,210.0,1.6
225,6.09,101,372,210.0,235.5
226,2.0,134,388,210.0,93.7
227,0.76,101,345,209.747,171.7
228,6.8,444,318,199.42,1438.5
229,15.48,89,300,210.0,273.7
230,19.47,249,352,210.0,1008.2
231,5.94,443,322,201.829,646.0
232,0.76,140,340,210.0,90.4
233,2.89,110,364,209.399,1.6
234,0.76,185,335,209.641,1.6
235,13.24,604,319,200.504,1554.6
236,5.72,190,373,209.375,114.4
237,9.19,445,335,198.943,1360.8
238,0.76,120,371,210.0,37.6
239,6.95,472,403,203.188,978.5
240,8.58,451,392,199.982,1217.0
241,2.62,223,309,210.0,157.9
242,10.08,582,396,199.397,1327.5
243,0.76,195,363,209.816,1.6
244,2.01,125,285,210.0,217.6
245,11.94,610,328,200.309,1133.5
246,11.92,610,359,200.31,1354.5
247,18.94,436,298,199.353,301.7
248,9.38,435,410,210.0,816.9
249,5.37,174,310,210.0,67.9
250,9.85,509,399,201.446,805.5
251,15.29,94,346,210.0,246.8
252,7.26,538,303,200.877,1082.2
253,8.21,505,344,199.532,1475.3
254,9.99,610,327,200.189,1351.2
255,7.46,556,321,200.601,719.6
256,0.76,192,374,210.0,1.6
257,4.07,440,300,209.946,323.5
258,1.46,144,282,210.0,41.5
259,13.48,562,315,200.365,980.0
260,8.61,457,392,208.511,1.6
261,8.09,151,261,210.0,65.8
262,7.21,572,298,201.076,1536.7
263,9.76,578,327,199.361,1304.7
264,0.76,271,366,210.0,1.6
265,6.28,207,298,210.0,202.4
266,13.56,610,385,202.031,967.5
267,23.72,510,314,199.17,1435.9
268,5.52,450,415,200.381,1228.0
269,2.35,176,267,209.887,183.8
270,6.62,532,382,210.0,79.1
271,10.96,576,412,201.103,1076.8
272,1.56,201,387,210.0,200.0
273,11.52,201,275,210.0,208.6
274,10.04,160,389,209.958,184.2
275,10.18,131,365,209.568,1.6
276,2.36,103,252,209.612,188.4
277,9.9,547,347,200.65,910.3
278,3.1,116,293,210.0,273.8
279,1.13,93,293,210.0,170.5
280,10.51,590,320,200.816,1456.7
281,3.19,212,394,210.0,1.6
282,0.76,256,363,209.414,84.1
283,7.83,432,310,209.443,1192.9
284,3.58,199,367,209.581,141.1
285,12.26,610,373,200.361,1012.7
286,0.76,166,400,210.0,1.6
287,3.15,123,283,210.0,108.9
288,0.76,89,285,209.971,283.9
289,7.05,221,377,210.0,194.1
290,0.76,119,365,210.0,1.6
291,0.76,186,369,210.0,1.6
292,8.25,408,311,201.276,707.3
293,11.79,610,373,200.591,913.6
294,3.9,415,274,210.0,880.3
295,12.18,610,353,200.544,1368.9
296,2.44,159,388,209.611,10.0
297,5.51,371,303,201.284,26.7
298,13.57,610,363,200.484,1085.6
299,5.99,461,306,209.584,74.1
300,10.02,580,341,199.964,1220.5
301,8.16,498,299,209.399,414.6
302,0.76,226,351,210.0,1.6
303,5.52,117,390,210.0,1.6
304,7.69,457,370,209.719,407.4
305,3.65,448,357,200.25,932.9
306,0.76,248,384,210.0,1.6
307,0.76,124,299,210.0,1.6
308,13.93,610,367,200.485,1177.4
309,11.66,610,434,201.33,807.4
310,4.74,502,372,200.862,345.3
311,1.52,186,376,210.0,1.6
312,1.67,183,365,210.0,1.6
313,6.25,163,296,209.506,2.8
314,5.98,133,304,210.0,126.0
315,2.15,98,350,210.0,57.5
316,0.76,181,264,209.224,149.8
317,12.31,554,319,200.581,937.8
318,7.48,500,414,201.374,43.2
319,6.52,448,312,209.857,265.1
320,0.76,150,371,209.917,1.6
321,5.16,137,265,209.917,277.0
322,11.62,544,417,200.956,1020.9
323,5.31,226,275,210.0,8.5
324,4.25,212,300,209.875,130.0
325,5.75,148,403,210.0,1.6
326,20.28,580,324,199.877,1262.6
327,11.72,578,314,199.533,1270.2
328,9.7,587,417,200.189,1212.6
329,6.12,204,354,209.024,159.8
330,0.76,209,253,210.0,91.4
331,11.46,524,315,200.686,1362.5
332,4.25,141,379,210.0,1.6
333,10.42,480,319,207.212,829.7
334,8.51,125,374,209.629,42.9
335,10.99,610,345,201.256,951.7
336,10.79,223,356,209.339,163.3
337,7.57,197,369,210.0,191.1
338,0.76,238,359,210.0,1.6
339,10.53,557,347,200.884,1019.3
340,22.34,531,321,200.13,1065.8
341,10.19,610,416,200.896,705.7
342,2.86,386,301,209.975,83.7
343,8.04,167,375,210.0,1.6
344,6.7,178,353,209.704,355.7
345,7.73,535,429,199.056,1399.7
346,10.02,599,338,200.782,641.7
347,0.94,102,380,210.0,1.6
348,13.76,610,353,200.331,1122.0
349,8.89,217,365,210.0,225.7
350,8.17,610,346,200.813,815.5
351,12.91,606,431,200.405,1108.1
352,5.3,291,384,210.0,1.6
353,3.0,186,278,209.762,95.9
354,0.94,115,358,210.0,1.6
355,12.74,610,359,200.763,729.6
356,9.02,518,401,200.36,718.9
357,5.99,457,389,200.559,1482.9
358,6.65,488,316,210.0,241.3
359,0.76,97,264,210.0,1.6
360,8.15,561,341,200.059,1203.6
361,0.76,189,362,210.0,88.1
362,5.82,271,392,200.226,941.2
363,1.79,126,369,209.715,132.9
364,1.64,89,370,209.411,1.6
365,7.9,488,317,204.74,101.3
366,9.4,522,310,200.451,803.4
367,9.36,524,389,201.158,338.4
368,6.51,181,373,210.0,194.7
369,5.9,416,344,210.0,153.3
370,12.9,122,279,209.775,93.9
371,6.16,245,415,201.335,121.3
372,0.8,260,302,210.0,1.6
373,1.37,163,355,209.92,198.8
374,4.6,112,269,209.594,180.8
375,7.9,465,326,198.943,1301.2
376,10.9,600,335,200.494,1200.2
377,11.74,556,312,201.528,858.1
378,5.23,530,400,209.312,322.5
379,11.95,526,334,201.059,847.1
380,11.21,595,321,199.988,1199.9
381,3.91,207,386,209.591,1.6
382,18.76,89,298,210.0,306.8
383,12.37,428,300,200.392,1454.4
384,0.76,246,298,210.0,1.6
385,11.59,114,282,209.831,238.6
386,24.68,553,338,200.5,1183.4
387,3.34,153,286,209.661,73.3
388,1.44,124,334,210.0,1.6
389,9.59,89,287,209.862,148.7
390,4.4,116,347,209.88,35.0
391,11.01,500,339,200.604,916.9
392,6.74,492,413,210.0,224.4
393,8.39,545,326,200.301,1309.7
394,0.76,179,351,209.76,1.6
395,4.08,108,297,204.257,87.8
396,5.28,457,272,210.0,48.5
397,0.76,120,361,210.0,1.6
398,12.35,610,366,201.453,972.5
399,8.39,479,327,200.318,1374.4
400,10.79,531,394,200.685,922.5
401,8.23,507,371,200.039,1275.8
402,8.86,389,299,209.822,391.3
403,1.17,200,280,210.0,222.1
404,13.39,610,377,202.434,650.1
405,8.56,561,390,200.355,1341.0
406,8.24,522,389,205.117,537.0
407,4.74,89,334,210.0,123.8
408,5.75,516,359,200.993,812.2
409,0.76,146,352,210.0,38.8
410,3.24,208,290,210.0,297.8
411,7.26,546,318,200.509,1289.0
412,7.85,588,430,204.404,1585.8
413,11.68,381,297,209.169,167.8
414,21.16,439,300,200.376,310.4
415,4.87,502,315,201.379,787.0
416,11.14,610,326,202.258,1365.7
417,15.94,443,293,200.474,219.2
418,18.63,456,273,201.375,1385.9
419,11.88,460,289,199.708,341.6
420,6.26,159,356,210.0,147.2
421,11.23,610,348,200.4,1041.3
422,0.76,119,384,210.0,1.6
423,1.47,220,383,210.0,251.9
424,12.14,406,370,208.717,1523.6
425,0.93,232,367,210.0,84.6
426,6.95,476,304,200.101,208.5
427,7.37,417,269,209.797,321.2
428,6.98,114,362,209.953,1.6
429,10.07,610,354,201.066,996.3
430,12.89,610,366,200.691,775.7
431,3.47,200,302,209.5,112.9
432,1.13,218,347,210.0,1.6
433,0.76,141,289,210.0,1.6
434,0.76,108,381,210.0,1.6
435,5.14,89,300,209.873,78.9
436,7.39,473,302,200.443,1281.6
437,6.65,217,411,210.0,61.6
438,14.04,610,397,200.776,995.5
439,15.47,364,288,199.646,910.9
440,13.27,394,300,209.178,980.4
441,12.48,174,376,210.0,114.4
442,12.04,610,354,200.687,1149.2
443,1.79,104,369,210.0,1.6
444,1.7,117,362,210.0,96.9
445,1.02,151,344,210.0,1.6
446,6.08,458,302,210.0,160.8
447,3.49,465,317,210.0,233.0
448,11.09,605,421,200.21,1232.3
449,6.48,148,373,210.0,79.5
450,11.16,610,355,200.268,1085.5
451,6.01,441,377,199.825,1398.6
452,0.95,190,384,210.0,1.6
453,12.25,99,346,209.683,374.7
454,0.76,140,301,209.899,211.9
455,0.76,199,373,210.0,79.3
456,10.71,552,417,200.397,953.5
457,0.76,134,291,210.0,48.4
458,10.88,610,372,201.664,711.0
459,5.74,89,274,210.0,1.6
460,0.76,153,348,210.0,63.8
461,7.12,471,329,200.533,1681.3
462,3.75,127,349,210.0,219.7
463,4.72,200,350,209.975,1.6
464,3.53,431,395,210.0,240.5
465,8.45,548,328,202.014,1565.9
466,6.14,213,341,210.0,1.6
467,6.53,150,342,209.833,116.9
468,8.98,379,304,208.836,1045.9
469,13.49,400,394,206.183,195.0
470,1.86,188,373,209.742,160.8
471,12.23,605,367,199.214,1262.6
472,12.21,610,362,199.474,1148.1
473,0.76,187,373,210.0,1.6
474,4.65,257,342,209.759,194.4
475,10.35,610,351,199.5,1076.7
476,7.62,544,418,201.085,1475.6
477,0.76,107,387,210.0,209.6
478,4.03,428,386,209.673,164.5
479,0.88,234,392,209.769,1.6
480,2.23,159,290,209.641,53.9
481,0.76,89,257,210.0,1.6
482,7.22,449,338,199.453,778.0
483,6.25,502,367,200.328,963.2
484,3.03,138,377,210.0,70.6
485,1.58,144,396,210.0,1.6
486,6.8,364,293,201.308,493.1
487,0.76,142,390,210.0,1.6
488,5.18,174,306,210.0,51.5
489,4.69,407,396,209.832,127.1
490,7.45,609,421,200.651,860.7
491,9.97,542,419,200.028,1071.2
492,0.76,89,362,210.0,1.6
493,10.43,533,293,200.111,1369.7
494,1.99,135,304,209.6,3.8
495,5.69,526,378,199.16,263.3
496,0.76,188,349,210.0,1.6
497,3.15,131,410,209.841,217.5
498,11.15,610,368,200.22,1061.0
499,3.49,120,289,210.0,1.6
500,6.96,411,295,199.532,1391.0
501,1.14,115,336,209.725,1.6
502,8.9,566,362,200.178,1227.7
503,0.76,120,378,210.0,1.6
504,14.17,610,378,201.135,825.1
505,0.76,144,384,209.827,24.3
506,7.1,572,342,199.953,1504.6
507,3.02,496,314,201.276,317.4
508,10.67,184,305,209.369,90.0
509,9.7,549,319,201.053,739.9
510,1.24,104,378,209.951,1.6
511,18.55,447,271,209.232,165.9
512,11.33,163,312,210.0,1.6
513,9.88,544,401,199.357,1341.5
514,12.19,334,293,200.609,988.8
515,19.91,405,383,200.121,1168.8
516,10.75,160,382,209.426,77.7
517,2.3,224,281,210.0,161.9
518,8.3,454,375,210.0,921.0
519,1.98,89,327,210.0,180.3
520,14.12,610,374,201.095,1074.7
521,9.72,538,342,201.181,1193.6
522,3.48,89,301,210.0,223.7
523,14.33,498,373,199.938,1411.5
524,8.74,515,328,200.128,1352.7
525,6.22,95,290,210.0,2.1
526,4.26,516,417,209.602,182.3
527,6.73,190,404,209.903,83.7
528,9.46,474,275,199.609,1019.9
529,5.92,453,404,210.0,1.6
530,2.92,144,336,210.0,102.7
531,0.76,180,359,210.0,1.6
532,7.74,543,336,199.467,1084.0
533,6.4,266,310,210.0,98.9
534,7.45,594,310,199.121,1616.7
535,4.9,360,289,210.0,234.2
536,1.62,195,386,209.936,1.6
537,0.76,176,275,210.0,1.6
538,3.13,186,372,209.87,81.6
539,12.94,610,354,200.988,1041.9
540,10.22,602,327,201.022,1298.0
541,11.0,586,400,200.782,894.8
542,16.71,418,340,199.703,1582.0
543,10.66,600,352,200.777,1258.5
544,7.61,504,379,210.0,1.6
545,8.6,565,340,199.995,1268.7
546,5.88,211,376,210.0,34.4
547,5.06,151,282,210.0,107.3
548,3.34,365,412,210.0,140.2
549,0.76,179,360,209.889,1.6
550,4.72,403,324,209.138,1355.7
551,4.74,131,273,209.699,256.2
552,2.02,227,379,209.744,56.3
553,6.84,117,377,210.0,237.4
554,12.21,610,360,200.499,979.0
555,4.12,159,338,210.0,163.7
556,13.26,610,373,200.825,1081.7
557,2.61,253,353,210.0,1.6
558,1.65,191,392,209.639,16.9
559,10.27,606,434,200.569,1109.4
560,9.74,192,346,210.0,1.6
561,2.49,132,306,210.0,311.0
562,11.36,561,374,200.936,1239.6
563,4.66,400,394,210.0,811.1
564,1.46,210,378,210.0,1.6
565,3.1,89,354,209.474,19.0
566,5.18,226,385,209.216,272.9
567,6.94,508,393,210.0,971.7
568,5.52,189,372,210.0,1.6
569,11.08,538,325,200.377,809.6
570,13.0,413,290,200.645,858.7
571,2.39,117,283,209.972,20.6
572,11.92,610,376,201.386,1259.0
573,0.76,125,262,209.402,163.6
574,6.8,471,373,210.0,1119.3
575,6.35,193,362,209.981,1.6
576,5.85,89,299,210.0,191.2
577,4.31,196,380,210.0,62.5
578,11.55,105,260,209.426,767.9
579,1.53,89,262,209.384,1.6
580,10.4,569,344,200.463,1376.3
581,10.17,580,314,200.33,1161.7
582,1.81,354,304,209.92,8.5
583,2.1,137,370,210.0,35.4
584,12.56,158,300,210.0,164.4
585,15.5,133,266,209.514,281.2
586,9.28,161,288,209.205,161.9
587,9.59,538,313,200.277,1583.8
588,11.82,555,330,200.073,1039.2
589,4.38,135,372,209.934,1.6
590,17.42,501,328,200.75,725.2
591,5.7,503,329,200.937,383.0
592,0.76,120,336,210.0,1.6
593,9.51,487,282,199.065,1480.4
594,12.56,444,368,205.663,1035.3
595,9.9,586,322,200.352,1388.2
596,11.95,143,286,209.921,408.5
597,8.1,435,290,199.901,1251.7
598,2.99,367,282,209.629,116.8
599,4.66,161,382,210.0,1.6
600,13.78,610,434,201.924,1056.4
601,6.36,505,274,200.538,1112.9
602,0.76,141,380,209.505,1.6
603,13.14,610,368,200.528,645.3
604,14.19,110,353,209.425,1.6
605,0.76,166,391,210.0,1.6
606,9.55,440,417,200.717,954.7
607,0.76,98,320,209.762,103.2
608,9.88,580,318,200.497,1226.4
609,8.2,174,285,209.442,204.4
610,5.15,234,429,210.0,202.4
611,12.29,610,357,200.198,1192.2
612,12.15,610,341,200.002,1408.3
613,4.86,455,322,199.447,295.2
614,0.76,116,272,210.0,1.6
615,11.83,604,412,200.195,736.4
616,8.3,518,313,201.316,567.2
617,6.5,411,298,199.686,1003.4
618,11.31,155,367,210.0,1.6
619,6.9,406,315,210.0,1.6
620,2.97,177,374,210.0,1.6
621,10.44,610,400,200.173,197.9
622,13.09,339,375,210.0,191.6
623,11.46,580,310,200.685,916.8
624,10.73,453,275,203.538,333.4
625,10.71,114,365,209.962,203.0
626,1.75,116,374,210.0,1.6
627,11.07,530,434,199.884,1389.9
628,11.23,610,418,199.783,1285.1
629,6.5,472,376,210.0,1.6
630,9.04,419,364,200.427,322.6
631,6.54,462,395,206.456,689.3
632,4.46,452,381,209.849,34.3
633,7.76,89,266,209.899,111.2
634,1.23,147,360,209.998,243.2
635,8.97,243,373,200.028,177.0
636,10.22,553,417,200.752,864.7
637,3.96,229,388,210.0,1.6
638,9.47,516,378,200.578,944.3
639,15.93,316,377,200.619,1112.8
640,0.76,167,351,210.0,1.6
641,2.9,268,381,210.0,224.1
642,10.71,309,285,210.0,197.3
643,5.11,139,367,209.747,188.2
644,8.44,599,416,200.26,1043.6
645,9.38,531,320,201.518,1193.1
646,8.4,155,349,209.105,51.1
647,0.76,197,373,209.871,1.6
648,5.51,330,298,200.249,895.7
649,0.76,205,376,210.0,1.6
650,5.82,313,377,210.0,102.0
651,5.74,392,355,209.49,1134.3
652,9.84,610,314,200.382,1475.1
653,3.49,208,378,210.0,52.2
654,6.73,208,398,210.0,175.2
655,0.76,96,377,210.0,1.6
656,6.09,292,371,209.585,118.1
657,2.43,230,406,210.0,21.4
658,3.43,89,354,209.79,1.6
659,0.97,260,344,210.0,1.6
660,7.86,512,337,199.369,1497.7
661,12.87,504,293,208.411,127.3
662,12.54,610,365,200.184,1011.9
663,22.23,419,410,200.634,901.0
664,8.83,445,398,199.627,1201.9
665,11.48,534,330,200.395,1236.4
666,4.57,130,291,210.0,174.6
667,6.26,328,296,200.927,1205.0
668,7.72,506,326,200.491,937.9
669,5.23,133,296,209.458,123.3
670,2.86,509,386,210.0,925.7
671,0.76,111,362,209.79,168.5
672,0.76,216,285,209.89,1.6
673,5.87,420,280,209.139,322.8
674,22.08,533,329,201.139,1097.8
675,9.48,473,402,209.388,995.5
676,16.96,486,309,199.908,1190.6
677,0.76,150,392,210.0,1.6
678,6.0,114,358,210.0,112.7
679,11.56,610,334,199.673,939.7
680,9.29,466,359,200.547,882.0
681,0.76,233,350,210.0,102.4
682,9.33,531,434,200.459,886.2
683,0.76,103,360,209.656,171.8
684,11.32,610,320,199.646,889.7
685,9.23,507,338,200.047,1358.1
686,9.17,385,403,200.728,1074.7
687,5.1,131,353,209.913,299.7
688,5.84,200,368,210.0,114.4
689,3.19,497,400,210.0,70.1
690,0.76,207,362,209.964,104.2
691,4.99,219,350,209.984,71.5
692,0.76,193,377,209.656,1.6
693,6.79,132,318,200.217,1180.0
694,7.76,528,343,200.426,1081.3
695,15.11,164,302,210.0,638.1
696,8.03,540,409,200.302,1246.4
697,4.34,208,392,210.0,179.0
698,3.45,204,274,208.562,75.4
699,7.05,413,311,210.0,112.0
700,8.3,181,364,209.492,1.6
701,13.99,383,289,209.787,302.7
702,5.44,114,343,208.695,113.5
703,1.04,128,379,209.893,35.1
704,5.34,481,305,199.485,249.0
705,0.76,173,349,209.676,1.6
706,23.59,518,321,198.943,1470.2
707,0.76,222,360,210.0,1.6
708,9.62,508,419,199.645,778.9
709,9.29,610,354,199.869,1307.2
710,4.92,297,345,210.0,100.8
711,8.24,459,307,200.176,1198.9
712,10.98,558,396,199.792,1324.3
713,6.64,533,428,200.883,607.9
714,6.55,140,363,209.807,1.8
715,2.76,413,388,207.243,1.6
716,11.85,508,361,200.601,807.2
717,0.76,154,262,209.434,64.6
718,0.76,197,360,210.0,1.6
719,12.32,610,362,199.943,1130.9
720,9.87,563,353,201.238,1459.0
721,2.34,258,351,210.0,1.6
722,10.47,610,360,200.69,1445.8
723,12.47,610,353,200.446,790.0
724,0.76,222,359,210.0,1.6
725,5.91,522,309,200.474,1182.2
726,1.18,109,384,210.0,1.6
727,10.96,610,357,200.181,937.7
728,13.29,610,345,201.675,702.1
729,13.81,381,405,209.29,62.9
730,6.48,458,374,210.0,825.0
731,0.76,96,378,209.285,42.4
732,0.76,151,368,210.0,1.6
733,8.76,475,327,200.724,877.3
734,13.72,416,266,208.677,307.1
735,5.96,496,396,209.957,255.5
736,4.47,143,276,209.711,146.4
737,12.28,153,314,209.657,184.8
738,3.87,199,289,210.0,1.6
739,8.68,586,330,199.673,1211.9
740,2.55,162,292,210.0,70.6
741,11.21,610,369,201.91,928.3
742,7.12,409,299,200.53,726.4
743,12.47,130,301,210.0,317.7
744,9.38,471,326,199.586,1789.1
745,5.85,124,284,209.863,391.4
746,10.93,610,433,199.603,1000.8
747,8.58,586,332,201.253,588.7
748,8.95,552,372,199.845,600.8
749,1.2,147,345,209.437,80.7
750,3.9,132,350,209.898,22.6
751,9.18,138,301,209.667,96.0
752,4.86,110,366,210.0,169.9
753,11.39,600,362,201.022,386.5
754,11.42,554,301,201.895,1343.7
755,0.76,285,392,209.267,200.2
756,4.69,338,395,209.927,1.6
757,10.11,577,340,201.338,1462.6
758,6.62,481,310,201.612,301.8
759,5.24,536,316,209.79,379.5
760,9.17,490,355,210.0,45.7
761,6.32,291,375,204.442,919.2
762,0.76,207,272,210.0,25.4
