,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
242,0.76,197,302,210.0,1.6
243,11.23,372,326,198.943,919.5
244,11.38,591,260,198.943,1206.0
245,4.97,233,409,208.773,366.1
246,5.02,150,254,210.0,1.6
247,11.54,465,368,201.31,676.8
248,11.71,219,427,208.945,840.1
249,16.79,610,391,198.943,1505.8
250,3.61,369,357,202.434,535.0
251,8.17,266,335,206.835,509.8
252,12.12,368,397,203.878,787.0
253,13.29,470,311,202.546,816.3
254,0.76,385,310,209.676,181.9
255,6.56,401,295,207.148,222.8
256,0.84,232,393,210.0,1.6
257,10.06,405,394,204.88,766.9
258,14.69,521,367,198.943,986.4
259,5.61,346,334,204.596,418.4
260,9.92,426,337,206.619,829.8
261,12.36,514,355,200.927,998.9
262,5.11,414,367,205.6,501.1
263,9.6,305,344,208.098,262.1
264,16.51,485,348,198.943,1249.8
265,3.42,234,309,203.088,544.4
266,12.32,355,318,204.088,714.7
267,12.5,227,251,204.627,344.8
268,11.36,154,300,206.84,736.5
269,8.56,443,354,203.755,638.8
270,10.18,412,373,205.54,707.8
271,10.93,391,302,204.139,682.2
272,5.48,150,265,205.32,133.9
273,18.98,519,350,198.943,1447.2
274,10.49,190,266,210.0,1.6
275,0.76,224,280,210.0,1.6
276,0.76,89,330,210.0,1.6
277,19.28,610,434,198.943,1491.0
278,0.77,216,245,208.066,1.6
279,5.48,289,403,199.581,592.1
280,9.48,242,316,210.0,420.2
281,9.46,549,329,202.351,789.3
282,13.86,270,316,210.0,647.5
283,13.01,455,418,205.229,1442.3
284,8.52,232,282,207.719,399.1
285,5.36,475,292,202.831,395.5
286,0.76,104,316,210.0,1.6
287,7.42,170,372,210.0,254.2
288,14.39,545,401,198.943,1312.4
289,0.76,109,434,210.0,1.6
290,7.83,452,359,205.409,582.7
291,5.48,132,374,210.0,22.8
292,8.2,474,259,207.183,727.3
293,0.92,89,312,210.0,1.6
294,13.34,272,245,200.867,764.7
295,14.06,424,290,201.418,796.3
296,9.3,610,349,203.532,578.8
297,8.96,610,399,200.317,922.2
298,5.99,116,369,207.316,221.9
299,0.76,279,345,210.0,1.6
300,0.76,233,314,206.328,228.8
301,12.08,387,245,203.674,963.4
302,0.76,268,366,210.0,1.6
303,9.52,126,290,205.407,489.6
304,7.04,433,386,208.047,890.8
305,1.61,89,317,210.0,1.6
306,11.78,438,351,202.681,1038.0
307,1.34,201,328,209.153,1.6
308,8.01,436,281,205.019,549.9
309,6.66,123,268,208.174,65.6
310,16.94,610,363,200.913,1310.8
311,6.73,398,366,210.0,138.5
312,0.76,89,342,210.0,1.6
313,1.93,265,322,210.0,1.6
314,5.26,107,299,210.0,1.6
315,11.86,177,395,209.544,803.9
316,0.76,296,340,210.0,1.6
317,2.4,246,281,204.451,1.6
318,0.76,91,377,207.375,1.6
319,8.2,260,316,210.0,195.5
320,0.76,130,361,210.0,1.6
321,5.47,449,313,199.909,739.7
322,14.15,367,306,207.854,769.9
323,15.4,533,332,199.259,1217.2
324,7.25,478,325,205.055,734.0
325,5.51,463,328,210.0,172.7
326,15.8,430,322,202.927,907.5
327,8.41,230,245,210.0,245.2
328,6.83,216,383,208.49,422.0
329,10.19,437,322,204.499,477.6
330,7.76,165,365,207.061,474.5
331,13.02,236,307,205.128,750.4
332,14.52,89,245,210.0,209.2
333,15.08,499,362,202.594,1012.9
334,22.15,610,415,198.943,1892.7
335,13.83,548,398,200.486,1238.1
336,5.84,354,319,210.0,220.3
337,18.94,610,404,198.943,1747.8
338,17.7,327,342,207.361,633.5
339,3.31,307,352,205.525,356.0
340,3.32,103,356,210.0,89.7
341,11.5,195,367,207.236,330.1
342,0.76,151,293,209.701,1.6
343,5.41,266,377,210.0,204.7
344,2.63,307,425,206.474,505.2
345,12.2,223,373,203.712,460.1
346,8.18,485,312,200.183,833.3
347,3.86,180,270,210.0,1.6
348,0.76,220,320,210.0,1.6
349,6.05,89,270,210.0,122.4
350,12.04,215,413,204.87,540.0
351,16.55,610,339,198.943,1653.6
352,3.21,270,295,206.304,175.8
353,7.24,275,390,207.662,448.0
354,18.54,523,329,202.001,1338.3
355,7.39,266,286,206.054,1.6
356,0.76,144,311,210.0,1.6
357,6.41,323,329,206.162,284.5
358,4.65,378,323,208.568,851.8
359,8.63,552,404,208.156,442.2
360,11.55,316,427,208.716,836.5
361,12.58,610,434,198.943,1339.9
362,8.61,309,359,206.812,530.1
363,9.11,455,370,203.039,416.2
364,12.87,463,381,204.607,956.0
365,5.82,213,324,208.383,39.1
366,0.76,380,356,210.0,61.8
367,9.38,268,309,210.0,355.6
368,0.81,325,395,203.197,247.7
369,12.64,421,359,199.146,734.8
370,13.43,236,357,207.132,604.7
371,15.98,551,366,203.72,1033.3
372,11.72,554,344,205.096,852.6
373,3.58,263,329,210.0,1.6
374,2.24,89,330,210.0,3.0
375,13.61,316,275,202.942,588.5
376,6.06,89,276,205.145,1.6
377,15.21,605,400,199.091,1091.7
378,10.47,283,295,203.546,641.8
379,0.76,89,316,210.0,1.6
380,3.27,236,368,210.0,233.6
381,7.67,395,319,208.481,176.9
382,3.25,220,345,204.634,99.4
383,9.8,431,312,205.445,509.9
384,3.86,264,380,204.436,317.3
385,7.21,339,366,208.227,897.8
386,19.58,548,335,198.943,1628.5
387,0.76,190,355,210.0,1.6
388,8.53,89,356,210.0,257.5
389,10.7,394,322,205.993,704.9
390,1.58,405,303,202.246,201.2
391,12.25,560,352,204.554,1125.1
392,5.95,271,382,210.0,515.9
393,10.78,428,323,200.254,719.9
394,12.51,449,421,203.254,1029.9
395,0.76,89,305,210.0,1.6
396,6.36,355,362,203.558,240.2
397,11.97,219,254,203.79,634.4
398,5.73,379,434,210.0,273.0
399,15.65,541,363,201.709,1319.6
400,5.89,191,283,210.0,1.6
401,15.75,559,364,198.943,1268.5
402,14.76,506,410,198.943,1443.6
403,8.93,288,356,208.948,521.1
404,16.57,610,393,200.896,1454.9
405,5.87,145,431,208.516,180.8
406,2.47,301,283,210.0,1.6
407,5.92,359,307,207.681,151.1
408,2.77,89,356,210.0,1.6
409,4.47,100,287,210.0,220.4
410,8.11,455,338,203.956,713.8
411,5.25,321,354,210.0,2.2
412,14.76,453,296,202.344,1128.0
413,14.72,461,365,198.943,1275.6
414,13.71,527,432,201.252,1480.6
415,0.76,89,300,210.0,1.6
416,6.02,374,339,207.189,435.6
417,1.64,252,245,206.305,201.7
418,9.37,386,262,206.894,515.0
419,5.58,194,275,205.76,321.4
420,4.15,89,245,210.0,1.6
421,2.43,197,360,210.0,29.4
422,22.76,610,434,198.943,1892.7
423,18.72,549,350,200.093,1438.2
424,14.18,572,407,200.272,1424.2
425,11.09,592,402,202.606,859.5
426,13.59,511,372,205.051,905.3
427,0.76,89,278,210.0,1.6
428,7.46,202,359,210.0,32.1
429,15.08,610,434,201.926,1243.2
430,14.72,593,384,201.051,1162.2
431,3.77,286,270,208.976,1.6
432,8.39,390,314,201.833,718.7
433,5.44,138,257,209.031,1.6
434,9.69,384,363,207.412,600.2
435,5.23,237,419,210.0,58.3
436,1.91,376,427,209.248,40.2
437,0.76,191,335,210.0,1.6
438,8.06,300,347,205.636,392.9
439,8.82,293,300,209.107,485.9
440,8.99,356,246,207.377,200.1
441,8.74,449,361,198.943,948.9
442,14.64,203,434,205.989,954.6
443,4.93,103,325,209.829,116.2
444,19.55,384,373,198.943,1441.4
445,6.27,464,370,204.25,785.9
446,23.8,576,390,201.925,1655.2
447,21.97,610,349,198.943,1805.4
448,10.35,219,311,208.226,516.3
449,16.51,394,276,202.852,1140.7
450,3.76,302,407,205.166,466.5
451,3.95,365,324,205.409,384.9
452,11.99,386,325,205.222,920.7
453,8.85,334,363,208.895,817.7
454,12.78,610,434,198.943,1422.6
455,0.76,90,331,209.477,1.6
456,0.76,190,312,210.0,1.6
457,0.76,89,245,210.0,1.6
458,14.31,389,361,202.294,711.6
459,16.79,344,306,207.485,1025.7
460,0.76,378,298,208.111,1.6
461,12.17,522,397,198.943,1445.7
462,10.14,250,342,205.741,800.6
463,13.24,587,431,205.801,1245.1
464,10.75,362,316,205.235,620.4
465,2.68,126,333,209.797,1.6
466,5.88,156,383,204.223,359.9
467,19.34,312,334,203.906,1184.9
468,10.8,610,392,198.943,1214.9
469,19.54,343,308,201.362,1086.0
470,13.75,493,411,203.939,1188.6
471,13.87,340,371,206.283,827.2
472,11.51,301,434,205.631,835.2
473,7.81,411,270,204.964,570.6
474,7.03,179,340,210.0,399.8
475,5.74,494,366,205.659,671.1
476,10.31,329,345,206.733,542.6
477,11.34,536,340,203.597,985.8
478,0.76,319,364,206.075,70.2
479,10.93,541,434,200.035,942.1
480,4.56,327,256,208.5,256.0
481,2.47,233,328,207.73,92.7
482,17.51,610,330,198.943,1376.7
483,16.02,232,334,207.149,476.1
484,17.97,378,387,202.869,1164.8
485,21.04,610,423,198.943,1691.5
486,17.29,366,339,200.227,1065.9
487,6.81,411,357,204.309,634.4
488,0.76,186,347,210.0,1.6
489,16.94,610,370,198.943,1705.3
490,7.28,495,302,202.305,675.3
491,0.76,153,347,210.0,1.6
492,0.76,393,407,210.0,11.5
493,11.32,254,344,208.268,259.9
494,7.77,291,380,206.59,454.8
495,12.18,414,278,202.349,620.3
496,7.61,157,328,207.344,714.0
497,0.76,253,310,210.0,1.6
498,1.88,182,347,209.964,1.6
499,10.78,170,334,210.0,290.0
500,6.09,301,363,205.393,496.8
501,0.76,343,350,205.227,1.6
502,3.4,311,398,208.154,282.0
503,9.51,198,334,206.984,566.2
504,8.59,412,334,204.446,1010.3
505,4.33,342,344,206.212,397.4
506,13.27,440,358,201.145,614.9
507,0.76,303,369,205.535,1.6
508,6.5,341,347,208.059,508.2
509,7.47,284,369,209.391,225.9
510,11.96,359,338,203.746,605.0
511,0.76,334,347,208.224,1.6
512,17.51,428,370,205.115,827.9
513,8.1,431,315,207.248,630.3
514,0.76,221,341,209.681,1.6
515,12.37,239,421,206.64,563.9
516,5.12,216,348,209.319,1.6
517,15.03,146,404,204.905,713.2
518,11.42,280,334,200.668,744.0
519,7.75,286,359,210.0,121.8
520,0.76,98,292,208.475,1.6
521,6.65,331,279,203.864,816.8
522,9.94,409,421,203.877,953.4
523,8.49,181,245,210.0,91.4
524,9.28,523,334,208.302,658.1
525,15.01,552,403,201.065,1019.7
526,6.62,226,314,207.211,235.0
527,0.76,89,245,210.0,1.6
528,5.35,234,245,210.0,83.6
529,5.88,378,314,201.765,326.2
530,3.95,388,341,205.26,181.1
531,9.02,316,330,210.0,653.4
532,0.76,347,368,205.964,104.3
533,9.15,226,335,207.855,784.2
534,7.92,322,353,205.698,651.4
535,2.73,156,271,210.0,23.9
536,5.8,359,360,208.329,376.8
537,4.47,240,347,208.477,1.6
538,0.76,271,344,207.927,37.1
539,9.17,382,361,205.488,895.4
540,12.43,490,323,203.745,1091.3
541,0.76,443,391,208.208,378.7
542,10.92,333,366,203.807,824.6
543,4.26,431,306,204.888,328.2
544,13.03,428,273,199.408,1163.9
545,5.04,368,369,209.952,235.0
546,0.79,245,259,206.81,1.6
547,11.62,286,276,204.168,856.6
548,4.98,198,374,210.0,1.6
549,7.31,412,329,203.787,818.2
550,14.05,544,294,198.943,1051.0
551,9.38,410,434,206.804,592.3
552,3.79,356,358,210.0,297.8
553,3.48,159,307,210.0,1.6
554,11.68,369,280,201.85,856.8
555,1.59,345,344,207.39,396.9
556,8.27,318,261,207.166,559.6
557,6.77,475,371,206.557,592.0
558,21.47,594,295,198.943,1644.7
559,14.95,503,389,204.579,983.4
560,10.57,293,345,208.969,525.3
561,4.62,145,388,210.0,358.8
562,8.57,512,309,206.638,85.9
563,0.76,212,352,207.967,188.5
564,12.53,494,434,198.943,1456.3
565,14.01,375,399,200.554,1223.2
566,6.25,394,415,203.714,275.7
567,17.73,502,371,198.943,1438.0
568,10.49,317,352,205.997,383.0
569,20.75,351,326,200.737,1249.1
570,2.62,168,324,210.0,336.8
571,17.83,473,393,202.662,1357.4
572,3.27,408,342,201.229,660.9
573,0.76,89,247,210.0,1.6
574,21.06,477,366,199.972,1442.5
575,15.95,408,392,198.943,1278.8
576,0.76,100,340,208.981,1.6
577,4.53,306,341,206.441,4.3
578,5.07,349,427,207.715,191.2
579,4.58,266,338,207.898,28.1
580,23.61,523,319,200.351,1873.0
581,15.43,416,245,203.918,932.6
582,19.52,493,331,200.138,1307.7
583,7.1,349,333,203.653,303.0
584,8.79,159,291,209.266,457.5
585,5.51,360,343,207.41,261.4
586,26.6,610,363,198.943,1892.7
587,0.86,89,367,210.0,99.4
588,6.91,322,434,205.818,579.8
589,3.68,231,380,209.177,1.6
590,11.82,318,338,206.978,516.6
591,2.52,112,307,210.0,1.6
592,7.7,201,278,208.104,111.9
593,2.78,168,283,210.0,1.6
594,13.8,610,369,198.943,1747.6
595,4.11,411,370,203.234,395.7
596,19.33,363,299,200.12,1085.5
597,9.86,457,320,202.269,779.5
598,0.76,196,413,210.0,1.6
599,1.53,90,297,206.958,1.6
600,9.66,474,291,201.302,498.1
601,8.45,477,307,202.569,612.4
602,19.2,610,417,198.943,1892.7
603,3.87,332,331,210.0,276.0
604,10.77,472,434,200.787,1213.7
605,1.99,330,341,206.891,278.1
606,17.25,610,431,198.943,1892.7
607,0.76,454,395,203.074,446.2
608,5.27,279,377,204.248,307.2
609,9.45,484,360,204.898,629.0
610,10.46,321,368,206.595,971.8
611,2.84,297,310,205.308,125.7
612,9.14,610,367,199.018,1079.0
613,0.76,89,345,210.0,1.6
614,0.76,273,333,209.55,1.6
615,10.52,533,330,199.987,1035.2
616,22.39,610,389,198.943,1760.1
617,19.5,610,377,198.943,1892.7
618,2.22,380,311,208.024,169.5
619,9.0,521,258,200.123,704.1
620,7.61,483,375,207.573,610.0
621,14.98,533,398,200.587,1361.4
622,1.48,89,282,210.0,1.6
623,13.78,347,368,203.501,888.9
624,0.76,344,345,206.98,1.6
625,24.75,610,382,198.943,1892.7
626,8.74,383,397,204.216,877.9
627,10.34,391,275,203.23,1118.6
628,7.85,332,321,208.224,346.2
629,11.13,406,340,201.73,786.6
630,17.07,382,419,198.943,1266.0
631,0.76,167,286,210.0,1.6
632,13.19,610,348,202.736,1274.9
633,5.07,89,361,210.0,1.6
634,2.29,120,245,210.0,1.6
635,21.65,555,330,198.943,1389.5
636,11.23,549,321,206.269,962.1
637,12.3,346,325,202.635,814.7
638,9.8,442,302,208.234,374.1
639,4.65,94,291,210.0,1.6
640,14.75,525,352,202.735,1087.0
641,7.25,316,304,205.895,680.5
642,3.61,489,347,201.943,370.7
643,9.33,298,268,200.007,504.3
644,2.48,261,381,205.419,146.0
645,8.74,516,329,198.943,713.0
646,3.12,351,375,207.615,373.0
647,9.32,385,397,204.633,671.0
648,4.94,229,424,204.927,730.0
649,1.93,259,245,206.191,142.9
650,0.76,148,335,210.0,1.6
651,6.0,376,352,208.075,352.0
652,6.53,288,320,204.364,251.7
653,1.3,270,385,208.255,87.1
654,11.32,409,386,203.871,782.5
655,10.44,232,345,209.775,619.2
656,19.8,606,415,199.637,1418.6
657,4.63,224,273,210.0,1.6
658,0.76,169,284,210.0,1.6
659,12.25,550,317,205.843,1367.3
660,4.24,358,394,202.843,766.2
661,7.07,338,379,205.687,777.5
662,10.57,610,416,205.543,1170.3
663,10.58,525,396,198.943,997.6
664,16.07,537,357,202.471,1232.5
665,9.8,343,327,205.664,108.6
666,6.55,610,384,200.904,505.4
667,1.89,226,328,206.826,1.6
668,20.77,610,389,198.943,1892.7
669,7.18,520,245,204.795,410.9
670,15.05,419,387,204.073,1300.3
671,11.0,481,370,203.988,755.5
672,5.03,409,388,202.41,780.3
673,11.71,334,343,204.279,560.5
674,7.73,435,377,205.212,737.9
675,3.44,232,383,209.989,1.6
676,14.29,456,401,201.966,1016.8
677,1.03,332,434,207.327,364.5
678,15.14,407,413,200.875,1022.0
679,10.79,236,355,206.085,410.9
680,16.61,610,418,200.77,1620.3
681,7.87,165,268,210.0,128.3
682,9.43,373,421,208.669,586.4
683,5.89,196,300,209.316,266.8
684,0.76,89,301,210.0,1.6
685,12.57,554,387,198.943,1355.9
686,11.66,502,331,205.867,693.5
687,4.07,183,410,203.131,502.8
688,14.48,555,434,200.231,1374.3
689,0.76,157,286,208.756,1.6
690,0.76,233,383,209.45,1.6
691,4.29,185,341,207.681,185.2
692,18.69,364,345,206.769,1303.2
693,3.43,415,332,205.135,560.4
694,14.73,327,280,203.806,976.0
695,9.19,307,389,204.523,195.0
696,5.12,481,372,198.996,832.1
697,0.76,101,347,209.528,1.6
698,14.94,513,365,202.381,969.3
699,12.83,562,321,199.959,990.4
700,6.98,284,319,210.0,102.5
701,9.33,434,279,204.992,646.2
702,18.65,610,390,198.943,1892.7
703,6.71,278,357,209.4,355.1
704,13.91,292,403,208.525,981.6
705,8.01,387,269,203.978,523.0
706,9.11,605,412,199.735,1433.3
707,7.08,230,392,210.0,68.3
708,5.67,289,415,204.107,546.4
709,11.08,610,283,200.252,1002.8
710,5.99,224,347,206.004,304.1
711,1.27,289,258,208.402,1.6
712,5.01,226,261,208.223,466.7
713,4.28,429,358,204.513,395.9
714,1.96,315,379,205.017,212.0
715,25.15,610,359,199.217,1892.7
716,9.94,481,312,202.238,751.5
717,15.45,289,288,204.428,833.5
718,10.17,302,298,203.491,639.4
719,0.76,309,277,210.0,1.6
720,10.47,495,376,198.943,1299.7
721,7.81,478,298,201.319,805.7
722,6.32,436,304,203.789,597.5
723,12.69,479,392,200.808,1254.3
724,13.56,576,352,198.943,1528.4
725,9.76,480,416,200.0,747.6
726,0.76,394,337,207.995,1.6
727,7.97,380,369,204.637,794.4
728,0.76,90,282,209.675,1.6
729,0.76,253,324,208.113,1.6
730,6.69,212,377,210.0,309.7
731,6.54,209,285,206.14,185.1
732,9.45,172,326,210.0,484.9
733,13.19,579,325,199.059,939.2
734,4.51,180,347,210.0,1.6
735,5.75,388,316,205.474,370.7
736,0.76,224,331,208.382,1.6
737,17.73,495,353,201.756,1136.9
738,14.93,463,323,202.257,1202.1
739,13.69,511,340,198.943,1240.3
740,1.91,89,298,210.0,1.6
741,13.22,293,289,210.0,164.7
742,4.0,152,312,210.0,1.6
743,10.57,337,410,207.007,503.7
744,11.96,547,365,202.117,1056.6
745,5.68,153,320,210.0,88.4
746,6.34,185,346,210.0,313.3
747,13.39,456,352,201.972,1008.9
748,6.79,89,345,210.0,1.6
749,6.05,252,331,206.582,18.8
750,19.01,610,395,201.648,1567.1
751,0.76,245,391,210.0,1.6
752,9.95,412,306,208.067,336.1
753,6.99,247,267,206.763,146.6
754,12.98,470,374,204.082,802.2
755,5.25,184,333,210.0,249.6
756,1.57,216,245,210.0,1.6
757,4.47,450,337,202.702,624.3
758,0.76,326,345,206.899,1.6
759,9.27,224,434,204.683,644.7
760,4.65,129,395,210.0,84.2
761,0.76,89,281,210.0,1.6
762,8.61,353,314,206.126,654.4
763,8.88,266,382,204.499,468.3
