,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
170,7.18,437,387,200.186,1495.6
171,5.3,355,386,209.91,178.9
172,8.83,168,404,209.975,48.8
173,6.18,372,391,209.769,174.6
174,6.51,505,392,209.924,829.0
175,22.91,443,351,199.581,1635.9
176,6.35,281,405,209.967,155.1
177,4.01,141,284,209.959,11.8
178,6.54,420,307,200.671,264.5
179,14.77,525,364,200.319,926.4
180,5.83,467,322,200.136,158.1
181,2.26,110,363,209.967,1.6
182,6.36,402,294,210.0,333.0
183,5.94,251,295,210.0,83.7
184,6.52,380,365,209.985,292.4
185,6.26,307,381,210.0,797.5
186,3.55,147,285,209.909,11.7
187,6.24,418,306,200.706,303.0
188,4.13,282,419,210.0,116.3
189,6.22,368,356,210.0,187.5
190,3.08,158,291,209.972,1.6
191,5.96,592,412,200.599,843.6
192,5.53,545,422,200.314,980.8
193,4.91,220,311,210.0,77.0
194,3.61,274,282,210.0,56.2
195,4.77,157,325,210.0,367.2
196,5.99,454,326,200.141,766.0
197,14.57,535,282,209.809,1288.0
198,12.72,463,310,200.411,883.5
199,1.74,110,256,210.0,14.6
200,5.98,463,309,201.133,363.5
201,6.16,400,395,209.693,176.3
202,4.12,110,306,209.986,11.8
203,3.92,110,314,209.929,1.6
204,14.22,537,285,200.382,1133.9
205,5.15,279,323,210.0,130.2
206,11.21,280,365,209.939,925.3
207,4.12,89,342,210.0,60.5
208,3.0,89,392,209.999,42.3
209,11.02,469,294,200.395,681.8
210,4.16,173,318,210.0,38.7
211,16.46,471,345,200.294,1264.8
212,1.25,96,333,210.0,25.9
213,13.25,298,390,209.737,355.1
214,3.53,303,291,209.963,52.5
215,15.7,520,360,209.815,286.3
216,18.0,573,395,199.656,1609.7
217,25.41,451,351,199.841,1871.8
218,4.18,123,304,209.992,19.8
219,10.19,567,405,200.17,1196.4
220,9.41,442,365,200.613,664.5
221,4.71,263,424,209.858,132.7
222,8.86,452,287,200.732,520.3
223,11.81,456,408,200.277,937.1
224,4.59,448,434,209.425,521.7
225,10.77,470,354,200.501,640.5
226,7.19,456,307,200.926,302.0
227,15.88,452,291,199.928,1115.3
228,4.08,268,317,209.973,82.1
229,6.33,420,323,209.989,513.5
230,10.31,236,347,210.0,399.8
231,11.63,562,399,200.088,1212.2
232,17.99,545,419,200.085,1436.0
233,6.52,569,379,210.0,947.8
234,3.85,422,434,209.565,1.6
235,6.03,436,305,200.873,314.9
236,5.37,189,311,209.965,464.1
237,5.83,610,412,200.399,1129.3
238,2.51,100,311,209.929,1.6
239,2.67,105,333,209.958,15.5
240,20.83,463,294,199.906,1394.2
241,3.96,421,424,209.888,665.1
242,1.81,105,369,209.982,8.2
243,3.91,239,367,209.963,145.1
244,23.62,470,290,200.034,1579.8
245,7.39,451,353,200.197,390.0
246,2.23,121,356,210.0,20.2
247,5.88,400,327,210.0,236.9
248,15.25,536,393,199.286,1488.6
249,4.96,266,299,210.0,50.0
250,20.8,538,373,199.57,1892.7
251,20.75,463,273,199.812,1340.2
252,12.37,279,405,209.876,258.1
253,5.83,535,413,200.512,776.8
254,3.92,117,307,209.931,8.1
255,10.3,320,308,209.992,974.2
256,15.79,563,385,199.428,1577.6
257,4.84,171,379,209.941,63.1
258,18.25,459,305,199.951,1213.8
259,16.04,452,420,200.103,1115.0
260,6.79,467,422,200.118,946.9
261,5.88,479,315,200.827,359.9
262,5.98,406,311,209.784,126.5
263,16.81,450,375,199.786,1288.6
264,2.92,283,310,210.0,111.0
265,3.17,154,293,209.995,21.8
266,6.72,458,328,199.515,366.5
267,1.52,112,364,210.0,17.0
268,19.01,438,299,199.986,1461.1
269,5.54,419,345,209.728,428.2
270,2.06,123,279,209.926,10.1
271,5.54,513,386,210.0,407.2
272,3.5,192,409,209.843,57.9
273,7.05,450,328,199.312,377.0
274,4.16,458,414,200.092,775.2
275,9.75,494,407,200.574,840.1
276,6.84,470,390,200.726,382.8
277,2.81,277,311,209.995,50.1
278,12.71,610,401,199.648,1558.2
279,22.72,471,280,199.937,1408.5
280,6.34,390,335,209.939,235.0
281,12.97,491,405,200.059,1232.2
282,3.28,131,398,209.903,79.3
283,6.6,408,396,200.097,262.8
284,1.05,129,397,210.0,1.6
285,6.43,489,394,200.532,406.8
286,12.04,489,407,200.424,777.8
287,2.29,156,313,210.0,38.2
288,7.11,445,384,200.372,1261.3
289,5.33,355,341,210.0,103.1
290,14.23,599,374,199.084,1892.7
291,17.68,460,401,200.179,1025.4
292,12.19,462,293,200.627,563.0
293,13.4,578,377,200.087,1615.2
294,14.51,466,375,200.169,1110.0
295,4.87,228,411,209.802,168.6
296,1.79,113,357,209.992,6.1
297,9.8,607,400,200.263,1317.0
298,16.52,474,342,200.201,1365.4
299,7.54,552,405,200.259,1011.4
300,3.5,120,308,210.0,23.7
301,6.98,464,301,200.758,454.4
302,11.02,610,399,200.201,1295.4
303,13.28,469,370,200.379,940.2
304,16.66,527,378,209.699,1524.1
305,23.84,461,385,199.685,1696.9
306,18.2,469,372,199.503,1329.7
307,11.66,267,417,209.931,218.3
308,1.93,120,274,210.0,1.6
309,12.14,504,391,200.305,1072.7
310,5.45,280,408,209.954,150.4
311,4.95,177,368,209.977,24.5
312,2.22,114,281,209.978,1.6
313,5.68,94,373,209.942,177.6
314,13.17,600,381,199.853,1703.1
315,3.39,474,278,209.991,558.8
316,6.9,435,366,199.538,1519.4
317,6.4,278,405,210.0,170.2
318,3.13,147,345,210.0,31.0
319,6.1,404,340,209.989,422.8
320,4.25,257,412,209.987,104.7
321,6.02,428,311,200.583,216.9
322,13.2,483,399,200.217,926.8
323,5.37,283,330,209.915,171.7
324,4.91,243,418,209.854,130.5
325,15.63,461,300,200.24,964.2
326,1.39,112,274,210.0,6.4
327,13.4,582,296,200.133,1411.1
328,17.35,491,388,200.144,378.4
329,5.88,297,414,209.998,159.9
330,5.9,583,411,200.523,1227.9
331,1.46,123,272,210.0,1.6
332,6.24,275,290,210.0,253.6
333,14.82,279,289,209.913,356.6
334,6.61,425,337,200.245,575.1
335,6.31,236,310,210.0,322.2
336,6.46,486,330,200.661,884.4
337,7.91,277,305,210.0,38.3
338,20.03,466,388,200.098,1183.0
339,5.48,108,301,209.968,140.3
340,2.83,138,362,209.929,28.3
341,13.99,275,291,210.0,284.5
342,16.37,480,305,199.734,1155.4
343,11.49,455,382,200.386,661.0
344,15.79,472,284,200.249,1049.1
345,14.61,268,286,209.977,271.1
346,14.78,472,351,209.904,138.2
347,2.87,143,278,209.941,12.5
348,13.6,604,305,200.289,1324.4
349,3.0,135,372,209.959,21.7
350,6.56,520,415,200.315,746.4
351,5.96,424,294,210.0,233.5
352,6.38,467,312,200.99,353.2
353,1.47,94,354,209.934,1.6
354,13.8,584,294,200.224,1459.3
355,6.55,404,351,200.279,243.0
356,6.42,397,303,200.547,277.3
357,0.91,95,343,209.969,35.1
358,6.44,437,321,210.0,421.4
359,6.43,488,391,200.713,366.4
360,1.09,106,303,209.946,16.5
361,12.74,566,297,200.223,1128.7
362,0.8,107,270,209.926,1.6
363,7.45,261,407,209.969,73.9
364,16.38,455,282,200.329,1117.8
365,12.19,258,291,210.0,142.7
366,5.83,471,331,210.0,512.0
367,6.73,447,302,200.827,394.6
368,13.19,468,393,200.191,1025.7
369,3.84,254,287,210.0,52.1
370,9.74,469,404,200.652,619.4
371,2.01,111,274,210.0,13.1
372,2.9,100,340,210.0,17.0
373,0.76,110,267,209.995,1.6
374,1.85,112,323,210.0,1.6
375,2.98,117,301,209.857,10.8
376,18.05,472,408,199.996,1364.1
377,20.09,474,387,199.842,1411.1
378,16.5,450,360,199.901,1267.5
379,6.06,445,337,209.825,234.1
380,4.16,157,290,209.954,32.6
381,17.34,565,309,199.955,1386.0
382,7.39,167,358,210.0,1.6
383,12.18,418,373,200.204,851.3
384,18.83,552,409,200.061,1329.7
385,20.68,469,382,199.449,1530.3
386,5.61,413,307,210.0,190.2
387,6.53,409,364,209.825,330.7
388,6.59,420,364,210.0,334.6
389,6.6,463,309,200.87,435.6
390,3.18,153,354,209.999,29.1
391,6.63,415,299,209.992,355.4
392,5.67,224,404,210.0,409.7
393,4.83,352,333,210.0,110.0
394,7.47,574,375,200.692,1103.3
395,6.53,405,384,200.089,1270.5
396,11.28,562,403,200.009,301.5
397,4.14,121,315,209.986,12.3
398,5.81,248,287,210.0,360.0
399,4.6,281,417,209.956,132.3
400,15.42,583,399,200.078,1415.3
401,3.13,98,359,209.971,1.6
402,11.38,473,287,200.508,592.5
403,9.36,296,406,209.814,238.2
404,2.74,193,285,210.0,45.6
405,5.05,174,315,209.98,1.6
406,12.85,412,353,200.32,810.5
407,14.28,588,295,200.251,1346.4
408,13.7,578,312,199.914,1454.7
409,5.2,426,317,210.0,632.6
410,5.6,195,396,209.95,200.0
411,2.67,89,357,210.0,29.7
412,12.59,500,370,210.0,487.0
413,6.96,582,387,200.783,840.1
414,0.76,93,392,209.925,11.8
415,16.9,501,361,199.877,1443.9
416,13.84,588,375,200.024,1574.7
417,5.96,274,314,209.893,797.0
418,14.69,590,373,199.967,1729.9
419,5.33,475,406,200.462,200.4
420,14.55,512,291,200.379,933.4
421,17.15,462,402,199.99,1141.1
422,21.57,509,303,200.151,1196.0
423,10.61,607,402,200.188,1366.6
424,5.83,434,425,199.993,676.1
425,6.41,362,293,210.0,247.1
426,5.85,478,306,210.0,383.7
427,5.36,513,379,210.0,456.7
428,2.95,94,359,210.0,3.8
429,19.28,525,392,200.105,1447.9
430,7.29,408,380,200.164,334.8
431,1.41,103,274,209.955,26.9
432,1.71,139,295,209.925,16.0
433,2.52,110,388,209.994,9.4
434,7.0,550,434,200.403,623.3
435,2.35,130,279,209.941,9.5
436,9.51,608,400,200.247,1310.4
437,15.96,582,290,210.0,1219.3
438,11.69,430,346,200.418,94.5
439,15.47,204,359,209.92,197.9
440,7.31,415,384,200.239,325.6
441,5.57,214,296,210.0,2.6
442,4.56,189,415,209.884,51.6
443,16.88,457,407,199.912,1220.6
444,14.96,585,416,200.279,1324.9
445,15.64,480,375,199.885,1307.4
446,5.96,127,388,209.999,19.0
447,5.04,178,401,209.913,105.8
448,2.61,138,360,209.924,32.2
449,2.68,133,357,209.886,8.5
450,2.48,104,362,210.0,20.9
451,17.96,457,345,199.615,1293.2
452,10.42,465,297,200.563,563.1
453,13.6,431,377,199.851,979.6
454,20.46,463,389,200.134,1416.0
455,2.87,108,362,209.936,1.6
456,3.85,424,410,209.903,768.5
457,10.19,468,293,200.556,594.9
458,15.2,507,377,199.39,1416.6
459,23.1,451,268,199.64,1335.7
460,17.09,462,348,200.432,1096.2
461,6.97,516,299,210.0,288.7
462,4.97,89,346,210.0,100.5
463,6.59,410,317,209.918,318.2
464,15.83,477,348,199.741,345.9
465,13.45,484,292,200.376,842.9
466,2.82,132,363,209.974,45.1
467,10.38,458,407,200.31,803.6
468,3.11,125,362,209.949,22.6
469,6.26,482,305,200.79,424.4
470,3.4,131,360,209.995,23.9
471,2.63,110,383,209.988,22.0
472,6.01,335,358,210.0,218.1
473,1.98,184,280,210.0,1.6
474,15.86,443,408,199.857,1321.4
475,6.56,598,427,200.508,972.0
476,20.5,463,370,199.227,1401.0
477,19.4,535,366,200.128,1640.7
478,8.62,156,273,209.998,1.6
479,6.41,437,434,199.912,470.8
480,5.0,106,328,209.985,1.6
481,16.05,522,292,200.163,1203.9
482,7.11,578,432,200.445,879.4
483,13.65,603,378,199.562,1765.1
484,16.22,460,302,200.147,1028.1
485,1.51,116,263,210.0,8.9
486,4.91,89,366,210.0,237.1
487,14.47,595,413,200.307,1233.0
488,13.27,606,408,199.604,1570.1
489,3.63,129,365,209.927,31.5
490,13.25,592,390,199.453,1673.7
491,13.2,445,379,200.056,1039.9
492,1.96,120,359,209.977,3.4
493,11.12,525,409,200.056,1214.3
494,6.95,602,383,200.928,816.6
495,9.99,610,401,200.04,1396.0
496,1.75,163,258,209.941,1.6
497,2.28,113,273,209.952,14.9
498,13.98,533,402,199.971,1440.9
499,3.86,156,286,209.922,37.5
500,5.32,544,377,210.0,728.1
501,5.56,214,365,209.977,191.9
502,6.93,505,416,200.297,909.6
503,3.79,245,297,210.0,65.1
504,17.44,462,286,200.298,1146.8
505,3.81,150,377,210.0,8.9
506,7.94,514,398,200.488,999.5
507,9.91,185,399,209.928,81.7
508,6.13,423,389,209.836,185.9
509,4.59,272,414,209.966,75.2
510,6.81,492,322,200.671,1015.9
511,10.01,253,344,210.0,439.8
512,6.15,383,384,209.841,240.2
513,2.31,121,277,210.0,23.2
514,8.99,589,398,200.344,1196.6
515,3.19,134,295,210.0,536.0
516,15.15,560,373,200.115,478.9
517,21.28,473,384,199.868,1512.6
518,1.39,108,294,209.954,1.6
519,5.02,275,416,209.915,200.9
520,6.48,325,315,210.0,188.7
521,6.12,204,311,210.0,65.3
522,9.11,159,359,210.0,41.9
523,3.24,130,362,209.96,12.9
524,5.11,376,325,209.906,150.3
525,5.82,443,316,200.182,878.2
526,2.83,154,366,210.0,13.9
527,6.89,478,315,200.959,1144.9
528,13.49,433,348,200.539,878.4
529,3.56,186,305,209.976,35.1
530,7.74,528,395,200.517,1405.8
531,1.43,112,275,209.974,1.6
532,9.66,588,405,200.224,1263.7
533,15.76,568,406,199.875,1450.8
534,6.75,482,294,210.0,344.8
535,14.67,592,399,199.763,1719.8
536,12.24,459,394,200.155,1044.9
537,2.29,118,355,210.0,3.5
538,3.85,411,378,209.705,490.3
539,3.25,214,290,210.0,71.5
540,3.67,145,367,209.959,1.6
541,4.9,239,380,209.965,321.1
542,15.24,540,301,200.43,1029.0
543,6.37,350,297,210.0,242.5
544,6.65,220,300,210.0,144.2
545,5.99,363,296,210.0,184.8
546,15.48,471,322,200.266,876.8
547,6.27,488,353,210.0,409.1
548,13.97,571,374,209.721,1616.9
549,15.68,590,398,199.887,1632.1
550,4.89,185,398,209.928,116.5
551,22.08,494,377,199.726,1712.0
552,12.51,459,376,200.432,782.2
553,7.89,438,392,200.322,1439.1
554,3.29,108,361,210.0,30.2
555,4.15,162,302,209.891,37.6
556,15.5,461,352,200.445,1183.3
557,1.77,152,275,210.0,495.1
558,16.36,490,291,200.19,945.3
559,6.21,518,311,210.0,330.5
560,11.98,417,372,209.983,749.0
561,10.56,440,378,209.982,598.7
562,16.1,569,395,199.893,1600.8
563,17.78,546,384,199.694,1551.2
564,6.78,599,382,200.934,868.9
565,2.87,131,275,209.901,18.1
566,11.42,554,410,200.28,1139.8
567,4.45,408,390,209.753,144.4
568,18.59,460,396,199.829,1327.0
569,16.96,557,392,199.767,1671.4
570,19.38,540,387,199.836,1715.3
571,13.63,246,376,210.0,298.7
572,6.57,172,304,210.0,1.6
573,2.28,123,354,209.901,4.0
574,6.36,472,309,200.9,232.8
575,11.89,591,401,199.638,1466.5
576,3.28,163,300,209.948,4.5
577,3.25,443,296,210.0,488.6
578,25.73,467,279,199.71,1488.8
579,8.77,174,369,209.902,13.9
580,15.97,458,337,200.483,1093.5
581,6.55,387,365,209.882,310.1
582,18.4,501,384,199.982,1411.6
583,7.04,400,300,200.42,259.4
584,14.23,597,399,199.569,1759.2
585,4.61,272,416,209.907,114.8
586,13.48,569,309,200.078,1344.1
587,1.96,121,255,210.0,12.3
588,16.77,461,358,200.122,1267.4
589,6.41,451,308,201.081,376.0
590,6.1,372,362,209.792,283.1
591,0.76,105,400,209.964,13.1
592,13.2,266,286,210.0,211.1
593,3.6,456,399,209.938,638.3
594,2.2,140,292,210.0,17.6
595,13.66,553,376,200.097,376.0
596,10.63,459,406,200.398,791.0
597,5.57,367,392,209.939,166.5
598,3.52,309,280,210.0,62.3
599,3.11,93,384,209.881,30.7
600,4.83,276,301,210.0,96.3
601,22.37,457,291,199.793,1300.3
602,5.23,266,364,210.0,795.2
603,4.01,291,406,209.924,229.7
604,6.44,235,400,210.0,560.8
605,5.11,180,374,209.941,1.6
606,10.38,260,347,210.0,425.9
607,6.15,435,308,200.743,333.1
608,3.17,136,364,210.0,15.5
609,0.98,107,262,209.886,15.2
610,3.66,118,364,209.899,2.3
611,6.53,506,376,200.439,667.9
612,13.32,490,385,200.442,791.5
613,4.36,147,367,210.0,45.6
614,15.28,483,364,200.329,921.8
615,18.4,261,291,209.984,244.3
616,6.07,299,313,209.99,131.1
617,14.89,602,403,199.929,1533.9
618,2.82,172,292,210.0,2.6
619,12.91,605,311,200.098,1491.7
620,7.29,457,356,200.124,389.9
621,14.03,250,378,209.882,325.7
622,5.15,192,404,209.889,107.6
623,4.5,165,306,209.915,35.5
624,3.69,118,307,209.939,8.7
625,7.55,257,302,210.0,254.7
626,3.88,115,364,210.0,1.6
627,14.74,583,374,199.945,1716.9
628,4.75,278,407,210.0,222.2
629,13.5,452,400,200.033,1019.1
630,4.1,372,369,209.999,30.4
631,9.22,462,290,200.623,490.7
632,4.62,239,294,210.0,96.1
633,4.29,152,282,209.928,38.2
634,4.8,89,306,209.958,60.0
635,5.26,299,401,210.0,111.5
636,1.64,110,257,209.94,1.6
637,7.24,557,407,200.422,1183.0
638,7.04,555,376,200.779,733.6
639,15.95,456,353,200.375,1063.8
640,7.23,585,382,200.821,798.4
641,13.78,520,410,199.684,1297.1
642,10.81,553,400,200.278,1088.5
643,18.75,463,299,199.964,1288.0
644,5.49,229,396,209.942,256.7
645,6.97,492,375,209.881,818.5
646,4.21,168,390,209.996,31.1
647,14.52,428,353,200.306,168.8
648,3.02,111,361,209.998,8.3
649,2.76,136,288,209.944,30.5
650,11.16,513,359,209.988,527.8
651,6.04,423,317,200.496,223.1
652,6.99,279,319,210.0,114.1
653,3.29,109,395,210.0,4.9
654,12.67,558,387,200.206,1526.2
655,7.44,462,311,201.082,343.4
656,6.18,603,409,200.459,1140.2
657,7.63,272,402,210.0,1092.2
658,16.26,461,292,200.039,1065.1
659,11.29,471,361,210.0,607.3
660,6.64,461,306,201.054,386.2
661,6.72,428,378,209.78,337.5
662,19.73,511,385,199.975,1524.2
663,6.15,148,293,209.991,14.3
664,15.57,579,400,200.005,1617.1
665,17.7,445,391,200.193,1430.1
666,1.73,260,283,210.0,53.8
667,10.54,610,401,200.319,1235.8
668,2.46,135,272,210.0,1.6
669,2.8,119,357,210.0,24.1
670,4.69,104,310,210.0,59.6
671,18.16,558,297,199.8,1447.5
672,11.43,266,387,209.882,208.3
673,5.12,274,366,209.974,617.9
674,8.41,200,359,210.0,719.0
675,7.13,496,406,200.335,1001.2
676,6.34,361,360,209.801,300.9
677,4.07,142,350,210.0,107.8
678,4.3,176,296,210.0,12.0
679,13.75,610,406,198.943,1874.5
680,1.59,118,391,210.0,25.3
681,15.8,251,349,210.0,335.1
682,7.08,506,421,200.298,1027.4
683,7.21,416,293,200.274,320.0
684,4.69,170,383,209.95,39.7
685,1.64,104,354,209.99,16.8
686,16.29,446,321,200.117,803.1
687,13.21,456,375,200.421,846.6
688,5.35,474,382,200.341,696.7
689,4.53,422,434,209.888,504.1
690,4.01,238,376,210.0,109.7
691,19.16,460,377,199.331,1436.4
692,3.01,138,362,210.0,27.7
693,13.88,439,410,200.179,959.5
694,17.3,570,393,199.43,1692.4
695,2.19,118,289,209.882,19.5
696,2.71,92,355,210.0,10.8
697,2.6,109,357,210.0,10.5
698,3.0,126,357,209.983,53.5
699,4.14,167,303,209.938,43.8
700,5.75,448,308,200.634,244.6
701,20.67,476,388,199.872,1579.8
702,8.29,571,403,200.359,1160.2
703,6.56,362,333,210.0,228.9
704,14.71,252,282,209.926,207.1
705,5.11,197,301,209.887,33.8
706,2.37,274,280,209.981,16.2
707,1.14,109,373,209.965,8.8
708,12.88,603,401,199.555,1577.5
709,20.06,449,298,200.103,1436.2
710,8.86,131,398,209.925,53.3
711,3.28,110,371,210.0,4.5
712,5.5,434,319,209.968,517.2
713,6.29,482,378,209.884,405.4
714,6.09,510,362,210.0,515.7
715,4.68,107,305,209.993,56.0
716,6.53,404,315,210.0,298.1
717,14.08,554,363,200.466,1049.0
718,6.25,460,311,200.927,364.5
719,7.46,429,386,200.126,384.7
720,7.13,605,396,200.935,802.4
721,4.02,89,347,210.0,63.6
722,4.13,160,363,210.0,47.4
723,6.37,453,319,200.697,187.3
724,15.64,280,290,209.958,297.8
725,1.35,101,267,209.998,7.9
726,5.13,177,365,210.0,71.9
727,10.08,259,343,210.0,263.5
728,7.76,273,304,210.0,151.3
729,19.71,462,390,199.919,1399.0
730,6.92,567,376,200.543,1195.9
731,3.73,164,299,210.0,20.1
732,2.83,131,399,209.982,38.9
733,6.62,468,395,200.155,906.8
734,25.94,455,279,199.625,1382.4
735,13.54,405,378,199.888,995.4
736,2.04,113,360,209.954,9.0
737,14.47,457,410,199.844,1167.0
738,0.76,110,370,210.0,27.9
739,16.95,437,399,200.1,1161.2
740,4.08,137,307,209.907,39.4
741,17.84,460,424,199.931,1409.7
742,18.45,495,343,200.018,1491.5
743,24.24,463,355,199.726,1538.1
744,1.37,108,270,209.955,9.6
745,6.59,397,294,210.0,326.9
746,4.19,142,304,209.932,7.6
747,4.57,274,411,209.844,223.3
748,7.06,260,303,210.0,63.5
749,7.88,274,304,209.914,157.7
750,6.5,594,286,200.728,1130.0
751,10.87,268,345,209.989,359.7
752,3.07,106,360,209.963,33.1
753,4.86,270,404,209.99,135.7
754,3.82,121,391,210.0,7.7
755,13.27,588,365,209.986,1001.3
756,14.39,441,379,200.04,1131.9
757,3.18,145,364,209.98,19.0
758,4.84,218,323,209.955,104.6
759,6.91,464,306,201.115,366.5
760,3.17,152,283,209.952,1.6
761,3.73,151,289,209.942,10.0
