,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
25768,0.76,195,274,209.353,1.6
470128,8.72,395,294,209.385,248.0
931864,0.76,89,252,209.575,1.6
488469,22.36,440,377,209.283,907.1
200614,3.22,89,293,209.93,57.8
694206,4.56,89,296,210.0,1.6
969439,17.15,408,337,199.805,1077.0
802841,0.76,185,274,208.115,88.2
98605,13.1,358,288,209.23,303.4
303097,21.82,525,381,209.617,1221.5
765403,0.76,256,275,209.936,103.7
727932,7.05,459,284,209.765,235.4
519048,6.55,166,296,210.0,261.8
538356,26.05,527,405,210.0,197.6
442079,8.19,455,388,199.642,811.0
421033,21.22,428,329,209.481,147.7
185498,15.5,569,364,199.634,1786.3
62036,10.47,220,338,210.0,352.0
26706,3.04,97,294,209.422,156.7
178228,4.06,586,410,198.943,20.9
265704,15.85,480,374,209.444,1273.3
198493,0.76,179,275,210.0,74.0
373298,8.09,452,391,210.0,178.6
836405,24.43,610,375,199.769,1764.3
160613,7.73,89,253,209.731,137.6
71972,5.2,124,299,209.348,76.7
803048,1.3,89,245,209.552,61.3
45678,24.86,610,434,200.148,972.7
599914,0.76,188,247,209.779,51.2
352277,3.44,163,301,210.0,278.6
458903,2.81,167,305,209.688,1.6
777379,4.06,89,266,208.793,179.1
841962,0.76,155,248,208.17,89.7
488708,16.77,594,379,199.034,753.1
360635,15.29,430,303,199.615,247.4
384368,11.75,400,270,209.934,1.6
194702,3.11,420,325,199.284,787.1
186262,5.21,161,300,209.632,64.3
743971,0.76,100,250,208.789,1.6
768294,5.77,150,282,209.197,38.9
394960,21.76,487,361,199.377,1892.7
573357,3.67,360,253,209.928,302.1
928829,0.76,272,347,209.403,1.6
852651,15.19,505,347,199.251,1755.3
736362,10.32,280,246,209.124,216.0
723092,7.18,372,344,199.669,1316.9
496375,7.59,424,417,199.596,231.2
189080,3.05,183,272,209.298,166.7
829338,19.65,608,414,199.754,972.2
414038,14.07,285,282,209.006,170.9
773849,7.33,384,279,210.0,145.1
199527,18.77,610,369,198.943,1080.5
532186,1.97,272,314,209.609,146.7
920813,2.66,454,334,209.085,314.6
935025,3.24,177,260,210.0,244.5
514449,15.09,442,334,200.631,1352.6
941565,4.36,89,267,209.889,66.2
158992,11.73,539,359,199.504,811.6
995278,0.76,353,297,209.302,1.6
607356,15.34,398,377,200.183,1357.1
567223,15.01,579,390,200.142,738.5
924644,12.97,393,256,198.943,48.3
120646,13.3,455,260,210.0,321.7
98150,7.67,610,365,199.265,444.8
740315,5.79,169,306,210.0,158.8
795486,0.76,200,364,210.0,1.6
638308,19.02,427,420,210.0,1208.2
859618,9.81,440,264,200.501,693.1
30320,4.93,345,372,200.53,982.2
622549,20.52,504,411,199.064,1008.7
27963,17.48,548,363,199.694,702.1
896187,2.49,187,303,210.0,181.2
528532,0.76,207,283,210.0,276.8
91197,4.6,239,359,209.904,213.8
644427,21.03,472,382,199.427,650.5
361512,7.73,229,359,210.0,289.9
705985,22.11,610,380,199.95,1072.5
735052,4.95,205,274,209.13,75.0
15920,0.76,150,263,209.066,81.5
871823,15.75,589,391,199.127,1548.8
346148,13.44,451,368,209.362,477.8
597098,4.37,259,269,209.756,163.7
306873,0.76,261,365,210.0,55.1
909952,4.33,171,267,208.59,140.7
950086,12.78,89,245,208.983,84.4
759040,19.07,610,396,201.085,860.3
462525,14.02,610,324,200.288,1528.0
662244,5.9,146,267,209.997,170.6
696212,9.16,454,361,199.87,979.7
141887,4.87,543,362,198.943,1101.3
604824,8.16,136,296,210.0,161.7
584242,13.31,610,400,199.606,1544.9
143248,9.35,448,394,208.889,170.1
455701,18.92,351,400,199.354,1108.0
122338,10.96,468,338,199.273,1539.6
716008,6.87,544,303,199.152,1403.2
653636,2.9,110,294,209.668,75.9
358747,10.64,502,320,200.33,1487.7
974038,17.88,429,310,209.306,278.4
321779,8.87,402,434,200.025,310.6
540478,8.82,410,338,200.269,390.7
751996,9.22,410,295,200.189,856.5
183568,10.89,395,245,201.033,832.5
749753,14.17,209,338,210.0,161.9
568228,6.61,582,384,199.772,287.8
119619,14.51,498,309,209.697,449.3
861634,4.95,231,271,210.0,411.3
780381,16.65,408,308,199.058,1191.5
252026,3.62,126,248,209.077,141.5
394957,7.87,610,371,198.943,977.4
542972,22.13,452,381,199.704,328.3
648861,11.09,497,426,199.729,1722.5
298012,14.84,388,267,199.995,850.8
285675,14.17,610,388,198.943,829.0
961338,12.25,591,310,198.943,625.3
432371,3.67,421,285,199.653,1071.6
307798,0.76,89,302,210.0,1.6
373280,12.74,347,263,209.334,213.6
648368,0.76,232,325,209.961,1.6
49623,7.26,578,410,210.0,364.1
330566,5.27,89,329,209.804,1.6
580403,5.35,200,317,209.863,193.8
148484,2.06,89,258,209.975,101.5
696239,14.18,89,282,208.205,130.2
489113,3.65,173,285,210.0,200.6
964938,17.43,426,342,209.906,1101.7
352951,12.76,565,322,198.943,1033.5
214217,11.51,510,369,199.286,781.0
43274,10.05,409,395,199.65,1232.3
762639,18.97,475,362,198.969,1013.2
480989,26.11,610,434,198.943,1512.3
125145,3.03,102,278,210.0,35.4
655616,11.88,610,406,199.896,1596.6
522840,6.25,506,323,199.062,1659.4
696590,13.73,576,306,199.804,1145.1
113387,12.49,564,347,198.943,1304.6
590299,13.19,396,272,199.241,804.9
696607,5.96,444,325,200.054,800.9
592287,5.34,419,358,209.068,9.5
340741,6.36,330,315,209.592,1.6
184780,6.36,238,267,209.405,259.9
723570,5.6,188,312,209.721,74.4
698252,5.95,395,342,199.628,454.7
948560,6.29,89,258,209.412,88.1
487424,6.73,562,416,200.092,843.8
326075,0.76,295,335,209.93,102.7
778659,6.31,417,303,209.669,212.2
661039,6.75,610,388,198.943,1032.2
684660,16.53,610,321,199.774,1282.0
13373,6.7,89,250,209.624,174.0
995315,16.16,524,405,200.114,817.3
259361,26.6,603,434,199.241,1586.5
737970,6.34,142,266,209.273,159.5
708091,16.44,463,416,201.208,1600.0
490877,14.25,546,309,201.108,1844.2
466439,10.92,516,339,198.943,1892.7
944951,6.16,156,261,208.887,255.3
719756,3.3,235,354,209.954,107.4
134216,7.18,227,300,209.458,232.1
145154,6.81,603,310,198.943,1154.7
527356,18.02,419,370,198.943,1403.7
652555,12.06,277,255,200.834,85.9
792577,9.02,169,246,209.505,65.8
965854,5.16,362,266,210.0,12.3
304682,8.2,610,415,198.943,1358.6
902072,6.47,284,275,209.206,243.1
602844,0.76,89,270,209.114,1.6
813896,7.72,465,343,208.591,101.0
728235,9.79,517,366,200.978,827.5
630161,6.38,481,327,209.455,259.8
789555,13.02,106,278,208.447,440.2
762141,6.47,89,283,209.59,123.8
602327,9.51,435,387,198.943,1174.3
858787,0.76,190,322,209.367,1.6
385483,8.69,512,400,209.821,351.7
474811,10.02,471,309,199.5,386.6
550033,15.46,419,308,199.828,1217.2
573558,18.51,502,377,209.382,261.3
329038,5.23,306,310,209.086,196.4
642788,0.76,89,263,209.381,46.4
576649,6.69,161,358,210.0,122.3
578365,23.68,555,376,210.0,1409.8
857348,19.07,457,316,200.549,1075.8
284921,7.32,451,260,210.0,160.5
13996,12.99,448,345,210.0,268.2
501169,17.76,351,301,209.325,342.5
18042,7.38,89,246,209.196,101.2
292258,4.18,429,272,210.0,134.9
3918,7.47,145,302,209.773,28.4
14062,10.06,212,262,209.989,214.3
817044,21.34,472,369,208.608,327.5
809181,19.11,544,285,200.318,217.0
403044,1.29,144,307,210.0,1.6
627980,7.88,496,413,210.0,374.4
384262,2.98,203,285,209.479,1.6
249054,8.05,603,341,198.943,1082.4
67298,5.48,118,322,209.214,381.9
339778,3.29,234,280,209.843,229.7
853198,10.66,482,295,200.504,1149.3
171973,6.95,457,368,200.358,581.6
330756,2.75,238,252,209.325,85.2
313679,6.63,292,334,209.587,1.6
81095,3.75,183,280,210.0,191.2
82748,17.23,581,398,199.168,711.4
139686,7.61,406,361,199.586,1324.7
489619,6.59,550,339,198.943,1518.4
506531,6.15,610,393,198.943,1185.4
358723,14.95,366,294,209.793,315.6
779454,20.82,496,247,199.68,1563.8
633777,18.54,378,309,209.436,323.3
183513,3.08,89,245,209.952,177.2
33224,19.14,600,343,198.943,1019.1
567095,1.83,270,301,209.455,46.4
819653,26.05,435,367,200.272,1433.4
653119,7.7,460,316,198.943,1088.4
182395,7.72,482,361,201.35,317.6
52402,0.76,174,280,208.917,1.6
605877,3.71,211,261,210.0,173.3
505602,4.86,89,277,210.0,143.0
127888,3.29,512,276,200.636,935.3
84894,7.91,190,404,209.702,534.8
58835,6.37,177,363,209.419,405.0
510616,7.72,428,306,209.478,267.7
217160,7.24,414,301,210.0,1.6
751171,2.82,210,313,209.834,233.3
793421,10.29,610,354,198.943,1119.7
742364,10.24,518,369,198.943,601.4
423383,14.55,267,417,200.139,87.2
408080,0.76,115,331,209.479,1.6
151111,4.89,139,295,210.0,57.6
337357,5.36,169,282,210.0,204.2
512476,10.84,154,270,210.0,161.3
273907,6.09,401,280,200.708,877.1
173546,10.23,148,292,208.717,92.5
763198,21.28,510,428,199.428,1260.8
474533,17.64,365,351,199.135,518.3
96436,6.13,379,269,209.8,201.3
456078,2.34,169,262,210.0,18.5
547703,5.27,440,279,209.265,157.9
138801,9.68,489,337,198.943,1094.8
198505,2.65,130,306,209.249,1.6
387672,9.03,514,365,200.096,1363.1
939605,16.21,608,378,200.636,1288.2
234036,16.95,445,351,209.338,1393.4
785555,4.28,117,304,209.833,335.6
254292,17.84,499,352,199.175,969.4
780364,15.67,610,425,199.441,1361.4
363263,2.51,218,338,209.023,1.6
136059,0.76,149,281,209.559,1.6
51564,8.09,367,346,200.402,1109.1
8717,22.87,548,434,199.238,1410.5
835419,5.38,459,278,209.701,303.8
771749,0.76,541,336,198.943,1637.9
778958,23.35,395,373,199.436,1163.2
864372,6.24,104,325,209.612,201.3
86459,22.3,565,380,199.073,1378.6
257326,3.78,310,299,209.63,233.6
130277,9.47,128,272,209.154,503.6
947556,14.52,529,353,199.896,610.4
182431,4.25,120,304,209.695,1.6
92376,16.71,585,341,198.992,1353.3
971065,5.87,91,245,209.248,94.9
393608,8.75,457,350,200.767,1537.1
105758,9.74,422,303,201.397,1309.1
494034,8.79,411,411,200.318,410.8
287574,5.4,486,398,209.385,93.7
920623,0.76,122,283,210.0,8.8
116592,21.41,564,389,200.177,1225.8
924238,2.95,335,268,210.0,571.2
305340,7.39,270,386,209.592,301.6
57393,13.27,134,354,209.883,174.8
467427,9.39,102,299,209.389,202.8
752403,5.93,89,287,209.174,224.6
999560,17.88,494,246,199.62,1314.8
340825,23.16,493,372,199.905,1235.1
37915,7.52,406,320,199.991,884.7
681605,26.6,610,420,198.943,1364.2
585984,7.21,443,297,199.253,955.1
918230,19.84,536,360,209.548,1325.8
806084,11.1,510,434,200.175,471.3
717036,4.91,447,298,200.419,1323.3
649112,8.11,476,289,198.943,340.5
455034,6.54,539,416,199.899,943.2
166473,9.51,490,315,198.943,859.9
646512,3.02,182,298,209.665,231.2
337830,15.25,610,359,199.906,1022.2
30375,16.07,592,393,199.35,1090.6
64290,9.95,475,269,209.471,1366.9
405715,7.73,610,429,198.943,1266.0
139427,11.05,444,417,199.577,1010.7
507442,10.82,192,305,209.612,215.9
132693,0.84,170,266,209.814,63.5
936791,5.08,540,301,209.856,368.8
513268,14.3,338,245,209.309,157.3
742336,2.58,106,267,209.405,269.4
721135,15.69,554,278,200.078,1592.4
751313,14.14,466,369,199.028,1046.5
166877,6.11,136,314,209.307,471.7
23285,7.54,610,381,199.586,832.5
510044,13.8,586,345,198.943,1166.6
253943,13.94,302,282,209.342,229.8
903553,9.19,566,382,198.943,595.4
166604,5.12,118,293,209.871,24.8
158683,14.36,220,255,210.0,237.5
395978,12.56,514,267,200.49,1010.6
9954,10.12,557,356,199.568,816.2
855214,6.53,459,301,209.899,222.0
630091,1.01,89,260,210.0,1.6
761263,20.55,534,398,199.819,75.7
108149,14.73,476,327,199.166,1332.3
349138,19.38,610,271,199.381,1752.0
987780,8.75,403,342,209.976,1.6
804754,0.76,129,321,209.577,1.6
332468,1.44,151,296,209.808,1.6
629264,17.95,474,386,199.829,592.7
566363,16.31,549,383,198.943,400.7
577929,7.61,432,327,200.364,1364.0
1710,6.95,431,304,200.216,854.8
499234,4.28,610,376,200.069,1168.0
43754,9.63,493,323,199.471,1338.6
738690,15.3,475,374,200.542,957.1
521180,6.87,555,357,200.301,1481.0
906538,5.06,180,379,209.186,177.0
988204,1.55,158,299,209.666,82.4
671354,3.56,154,316,210.0,121.5
964597,21.29,412,304,209.733,219.6
917988,13.45,481,326,208.531,1390.2
370958,8.56,543,401,201.119,939.8
277800,4.07,112,294,210.0,39.3
775108,14.57,551,396,198.943,1399.2
133717,5.56,320,391,208.733,140.4
3726,0.76,223,302,208.869,1.6
107756,15.52,520,401,200.695,795.3
804834,22.22,516,434,199.928,748.8
329181,0.76,99,288,209.542,201.0
934074,5.92,134,269,209.305,117.1
510676,5.37,378,246,199.831,1194.5
949428,3.77,400,280,209.564,959.1
204139,11.38,369,289,209.598,309.7
185913,8.32,159,349,209.782,39.3
942741,6.46,222,290,210.0,145.4
892518,24.12,473,392,200.379,1504.3
324914,17.68,610,367,198.943,1359.2
840745,20.88,610,390,199.134,1661.6
583340,22.65,426,326,201.585,732.6
245761,6.69,610,386,209.213,1337.6
863830,0.76,133,328,209.903,1.6
241721,5.52,491,316,209.849,210.7
590347,16.27,416,342,199.36,1178.2
542038,11.45,457,349,198.943,789.9
980219,8.6,460,270,200.426,908.2
200078,2.44,131,310,209.547,19.7
67079,12.0,89,245,208.916,1.6
630214,8.32,397,316,209.988,360.3
651872,1.56,128,271,210.0,1.6
171562,22.4,524,374,200.09,1790.6
606023,6.36,394,245,199.934,1207.4
446193,7.93,474,404,209.213,59.4
31480,14.36,489,375,199.012,1344.8
14930,7.15,567,339,209.718,112.6
913465,13.11,457,349,198.943,1242.6
940968,10.87,552,434,198.943,1138.3
337637,11.75,499,407,199.497,1370.6
23673,7.33,483,279,210.0,1.6
720397,8.02,459,383,209.598,349.1
60540,16.22,451,312,210.0,257.8
422425,5.26,89,402,209.296,263.4
178034,21.06,549,425,199.125,1610.0
318064,8.21,447,314,210.0,581.7
960456,11.29,570,366,199.011,1516.9
597279,8.84,454,295,209.542,198.1
240651,0.76,226,255,209.172,1.6
860508,15.11,610,401,200.092,1150.0
10464,1.07,100,253,209.292,1.6
880164,12.29,392,269,199.852,398.1
250556,0.76,143,296,210.0,180.9
324043,16.35,522,420,198.994,1211.0
399196,8.56,585,381,201.547,666.6
196807,10.62,472,381,199.866,970.8
221876,22.42,610,433,199.817,1332.4
660823,2.8,451,303,199.582,639.2
452447,1.21,233,310,210.0,1.6
90151,10.66,610,370,200.012,1213.5
144138,9.55,225,301,209.809,289.0
979592,0.76,89,275,209.138,70.7
870289,2.22,134,322,210.0,324.0
842882,13.17,552,375,200.146,1130.4
114135,1.44,92,298,210.0,137.0
52413,1.54,94,257,209.802,140.7
904743,3.28,163,300,209.061,355.0
407527,15.14,420,364,199.411,964.2
782231,3.81,249,346,208.935,318.5
622142,0.76,360,298,210.0,98.8
12973,14.31,206,245,209.127,161.4
877530,4.8,161,319,208.907,115.1
272355,0.76,150,308,209.939,66.9
113372,0.76,89,301,209.541,1.6
122581,16.87,303,428,200.268,1128.6
812444,17.48,516,392,200.215,1491.0
860002,11.4,610,354,198.965,1249.9
943202,9.45,383,261,209.736,208.6
167489,0.76,89,263,208.752,1.6
961314,11.24,539,406,198.943,1407.0
647359,6.95,488,285,209.435,274.4
931204,6.19,396,309,208.933,41.9
23682,3.83,237,290,209.797,1.6
848533,2.11,387,316,210.0,150.7
751501,3.87,247,296,209.561,43.7
481859,17.42,400,345,199.441,1147.7
23951,8.9,502,406,201.136,307.6
378208,4.54,161,245,209.684,187.8
868697,22.66,453,420,200.603,1108.1
546941,5.1,89,320,209.031,1.6
901728,6.49,434,271,199.501,321.2
321778,18.21,492,307,198.943,1376.5
971148,4.39,96,251,209.471,72.8
61676,13.28,280,314,209.461,234.0
169482,8.57,89,320,209.526,1.6
674942,3.68,134,334,209.16,121.2
416508,8.74,589,343,198.943,1214.3
712238,8.8,427,294,209.793,1.6
92083,18.2,502,414,199.606,1742.3
113067,18.51,607,434,200.391,1672.0
960560,1.98,89,297,209.67,175.7
168063,14.45,457,379,199.142,1203.6
18092,8.44,246,301,210.0,140.4
868205,17.34,493,377,209.9,257.8
980294,11.03,95,290,199.555,119.6
865260,2.1,257,290,210.0,174.7
396638,4.78,442,372,204.936,906.1
293540,9.63,149,292,209.404,166.8
96511,8.8,477,400,209.861,392.6
131552,8.06,112,322,210.0,218.2
678826,4.53,324,311,209.716,61.9
313599,9.56,435,308,209.439,1236.9
853784,10.82,228,254,210.0,89.4
155552,17.18,505,358,199.388,1028.7
672358,1.8,89,265,209.681,22.3
661482,0.76,154,247,209.365,1.6
173511,16.79,471,303,208.828,1.6
993152,1.34,142,294,209.249,1.6
817322,16.66,515,391,199.654,1492.8
74396,9.31,477,358,207.767,115.0
33380,15.49,490,354,210.0,260.8
131914,22.53,528,368,199.7,1181.7
921165,24.98,532,348,200.275,1454.9
191115,15.17,477,393,199.924,66.2
169122,4.31,89,250,209.225,33.3
58470,12.88,421,283,209.67,1343.7
164671,0.76,172,264,208.349,1.6
407891,15.32,157,321,210.0,344.4
224870,21.33,527,378,210.0,42.7
715676,5.49,508,283,209.472,1176.7
179129,9.25,195,269,210.0,165.1
390433,1.46,89,279,209.478,1.6
4416,1.7,264,283,209.94,168.6
250209,2.92,122,313,209.114,68.6
332270,4.51,89,303,209.181,101.6
476290,10.13,515,434,200.188,1572.5
863784,5.01,89,302,209.332,1.6
982815,22.7,470,379,200.843,1096.1
590887,4.97,126,298,210.0,7.5
532310,11.72,147,314,210.0,854.2
160877,0.76,311,285,209.782,208.3
203286,18.34,552,434,199.853,1337.1
489240,7.42,523,401,200.511,1113.4
186089,0.76,198,248,208.372,172.9
807088,16.26,514,383,200.108,903.2
977288,8.75,432,356,199.338,1248.7
16247,10.7,89,248,210.0,296.7
947797,4.0,89,304,209.649,1.6
799217,11.61,422,366,200.012,1433.7
12284,11.98,610,286,198.943,1590.1
148417,13.57,600,324,200.086,446.9
547779,0.76,97,298,210.0,257.1
740546,10.11,559,359,199.39,1215.2
977552,0.81,89,245,209.853,1.6
507950,23.84,468,306,198.996,1551.3
689411,9.94,407,309,200.123,1193.2
311167,12.55,444,306,209.4,577.0
615315,1.04,112,330,209.394,1.6
625492,17.75,471,357,208.9,1069.9
913275,15.59,415,253,199.524,83.2
575894,22.14,544,346,198.943,1073.6
194276,17.8,462,300,200.308,937.2
173032,16.48,452,434,199.939,803.3
398057,5.31,578,379,198.943,606.8
804524,3.12,296,245,209.855,174.9
512405,6.25,439,348,199.699,986.4
765524,2.53,250,281,208.844,163.6
334865,3.52,270,272,209.472,76.2
381823,6.94,427,352,210.0,1112.4
311453,12.15,437,365,199.535,900.0
340736,2.49,120,297,208.631,16.7
259312,23.45,457,383,209.524,228.1
386318,4.85,188,281,209.489,213.7
21425,3.15,469,331,209.301,132.2
328673,1.77,178,255,210.0,85.2
931747,14.73,449,308,209.149,264.9
964906,2.98,145,343,210.0,1.6
631381,0.76,181,259,209.507,54.1
460437,18.6,388,362,199.921,978.8
181146,13.2,452,348,198.943,1356.2
73340,23.37,599,434,200.301,1218.5
379911,15.55,415,245,200.118,174.6
311892,12.79,518,364,199.126,1581.9
300348,3.33,89,297,210.0,1.6
695224,7.95,487,288,201.385,801.7
999029,16.88,516,352,200.043,672.6
202051,10.96,332,245,198.943,1268.0
686065,7.19,243,261,210.0,205.9
757598,11.32,256,286,209.315,271.2
802210,6.98,190,311,209.279,386.3
852974,8.05,100,268,209.522,237.5
416777,8.35,552,399,201.246,944.3
821316,1.31,149,293,210.0,199.0
144345,12.61,436,245,209.649,134.5
875799,4.65,187,301,209.687,1.6
509245,20.71,474,365,199.754,1066.4
602959,8.14,202,360,210.0,294.0
125999,16.88,585,430,199.674,1017.5
251185,0.76,100,341,209.903,1.6
974746,9.42,391,402,210.0,811.4
312459,7.28,548,369,198.943,1503.3
323914,15.13,545,391,200.082,389.7
765186,17.75,459,345,199.515,1321.0
327737,14.77,197,377,209.939,134.1
602681,7.0,89,245,209.681,90.6
784382,1.58,89,245,210.0,439.5
16080,13.04,342,270,209.642,71.3
730353,1.66,333,270,209.421,40.4
949854,3.41,223,274,208.977,142.0
73225,19.55,472,359,200.495,1417.6
244781,5.78,384,354,208.784,1228.2
945333,5.05,163,281,210.0,132.0
833379,19.62,322,412,209.357,180.3
920540,11.9,610,434,198.943,1402.7
227344,3.72,610,401,198.96,1033.1
732666,7.15,560,411,198.943,586.8
101954,15.53,348,321,209.609,14.6
