,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
841962,8.2,279,349,204.795,637.3
488708,14.13,482,416,201.169,1121.6
360635,0.76,217,359,204.878,1.6
384368,1.61,148,277,210.0,1.6
194702,8.32,428,351,202.535,736.0
186262,20.54,610,434,198.943,1769.8
743971,6.7,191,402,208.313,450.7
768294,14.52,585,369,198.943,1053.3
394960,11.99,414,348,202.757,1083.9
573357,5.3,150,283,210.0,1.6
928829,17.08,538,417,198.943,1596.7
852651,3.14,429,306,206.05,143.0
736362,12.92,471,327,201.652,1119.0
723092,6.49,275,372,205.376,223.2
496375,3.97,291,245,208.362,1.6
189080,3.89,557,339,205.898,399.7
829338,0.76,92,351,210.0,1.6
414038,10.4,231,423,204.508,426.3
773849,7.88,366,392,206.531,585.7
199527,3.79,89,366,209.251,21.8
532186,6.0,488,383,204.742,453.2
920813,9.88,449,344,198.943,782.5
935025,0.76,172,309,209.396,1.6
514449,6.29,247,309,210.0,21.8
941565,17.89,610,427,198.943,1383.8
158992,9.94,394,393,206.477,890.0
995278,3.29,287,294,210.0,1.6
607356,4.47,321,331,204.933,577.7
567223,20.18,422,304,203.73,1196.7
924644,3.54,377,434,207.394,274.0
120646,10.34,339,251,203.676,479.1
98150,5.94,210,336,208.908,421.0
740315,10.53,270,260,209.308,560.8
795486,0.76,433,312,204.338,1.6
638308,6.51,114,329,210.0,208.9
859618,2.76,141,329,210.0,1.6
30320,6.61,327,303,207.937,292.6
622549,7.73,230,344,210.0,263.8
27963,0.76,89,351,210.0,1.6
896187,8.36,229,337,207.607,462.1
528532,9.29,423,319,205.494,782.6
91197,10.44,316,392,202.369,573.0
644427,12.81,157,269,206.939,512.7
361512,10.73,567,323,205.72,771.3
705985,0.76,175,310,210.0,1.6
735052,13.78,453,374,205.017,1096.5
15920,1.39,139,332,210.0,1.6
871823,10.08,402,334,204.277,938.0
346148,9.11,325,295,207.166,245.5
597098,3.99,338,387,203.253,514.2
306873,10.84,588,434,204.117,1139.9
909952,12.69,557,414,200.498,1254.4
950086,5.64,258,334,206.928,392.1
759040,13.28,507,388,205.691,1101.9
462525,7.32,315,312,204.452,504.8
662244,11.29,89,351,210.0,213.7
696212,4.12,121,340,210.0,148.1
141887,3.39,187,278,207.808,147.4
604824,4.37,201,286,208.045,28.8
584242,0.76,131,352,210.0,1.6
143248,0.76,238,333,210.0,1.6
455701,15.98,530,337,199.787,1287.5
122338,0.76,89,330,210.0,1.6
716008,0.76,89,245,210.0,1.6
653636,2.3,449,380,205.692,215.4
358747,3.0,115,313,209.05,1.6
974038,4.25,113,383,210.0,86.4
321779,6.72,404,312,204.869,224.6
540478,12.21,373,329,199.646,440.1
751996,3.81,231,434,207.135,84.2
183568,7.16,403,307,205.941,392.3
749753,3.18,185,380,206.714,1.6
568228,17.26,610,423,201.945,1611.6
119619,21.28,610,401,198.943,1892.7
861634,0.76,89,255,210.0,1.6
780381,7.36,210,291,206.96,242.9
252026,2.61,265,261,204.714,1.6
394957,9.6,341,319,203.254,703.6
542972,13.89,553,434,203.687,1183.7
648861,10.81,164,314,207.947,609.4
298012,20.75,460,335,202.658,1614.8
285675,14.3,229,299,206.646,889.4
961338,0.76,350,282,209.351,1.6
432371,13.73,569,391,201.219,1368.8
307798,5.59,174,245,208.094,1.6
373280,11.09,610,318,201.482,1056.4
648368,25.1,466,258,198.943,1626.6
49623,3.75,278,343,207.835,1.6
330566,8.41,299,375,209.782,353.6
580403,12.89,446,270,198.943,1081.5
148484,2.29,492,415,206.787,164.6
696239,0.76,89,326,210.0,1.6
489113,6.86,257,272,207.639,321.8
964938,0.76,199,389,208.096,1.6
352951,19.81,565,395,198.943,1623.5
214217,7.59,450,388,200.487,957.0
43274,3.27,332,291,209.507,89.2
762639,9.98,250,274,207.002,653.6
480989,11.68,396,341,204.021,746.4
125145,10.96,480,374,204.253,556.9
655616,7.66,452,342,207.966,447.5
522840,0.76,102,308,209.135,1.6
696590,18.29,377,408,204.292,1230.6
113387,21.35,433,380,200.106,1674.3
590299,0.76,347,332,210.0,204.2
696607,17.98,459,302,201.598,1436.5
592287,12.23,176,404,204.722,998.2
340741,0.76,89,368,210.0,1.6
184780,10.77,219,347,208.156,227.6
723570,14.38,329,337,203.864,790.7
698252,4.82,337,363,205.468,368.3
948560,3.87,227,248,210.0,17.8
487424,12.47,602,364,198.943,1203.4
326075,18.4,610,405,201.221,1412.6
778659,11.13,276,339,207.266,287.8
661039,4.52,266,340,209.274,445.3
684660,10.45,502,434,198.943,1031.8
13373,3.46,223,326,210.0,1.6
995315,14.36,486,424,199.61,1400.4
259361,7.46,371,363,202.496,887.8
737970,9.13,344,340,204.723,606.2
708091,2.43,236,384,208.144,334.6
490877,8.02,348,335,209.506,663.7
466439,11.75,520,337,201.117,742.6
944951,4.69,176,275,208.482,316.7
719756,5.24,315,335,202.239,412.4
134216,6.73,453,360,201.887,651.8
145154,13.37,550,381,203.583,1116.1
527356,4.11,355,339,204.024,274.7
652555,4.49,286,330,210.0,307.8
792577,7.51,393,381,203.026,641.4
965854,24.15,610,356,198.943,1889.2
304682,10.97,540,358,201.948,1303.0
902072,13.25,533,348,202.887,972.0
602844,5.11,334,337,201.799,80.5
813896,7.46,219,292,210.0,275.5
728235,14.81,483,357,202.214,949.3
630161,15.8,610,393,199.178,1800.3
789555,13.72,465,380,200.544,1411.0
762141,18.86,439,412,202.111,1051.3
602327,0.76,338,323,208.56,1.6
858787,0.76,395,429,205.67,128.0
385483,19.72,387,307,200.787,1070.6
474811,3.64,307,327,206.721,189.7
550033,18.0,610,368,198.943,1892.7
573558,0.76,190,268,209.89,1.6
329038,17.37,440,374,202.9,1123.5
642788,0.76,372,434,207.646,186.9
576649,19.67,524,391,198.943,1646.4
578365,3.94,398,403,207.797,469.1
857348,4.72,151,352,206.547,195.2
284921,0.76,131,364,210.0,1.6
13996,9.61,364,382,200.69,1026.4
501169,4.74,429,413,204.188,450.5
18042,1.76,213,366,206.729,429.8
292258,1.83,230,300,210.0,1.6
3918,4.1,473,374,205.068,788.1
14062,0.76,190,363,208.751,1.6
817044,6.58,435,354,203.891,750.2
809181,16.15,409,335,204.01,965.7
403044,5.88,563,434,208.339,658.5
627980,11.26,377,378,207.709,659.6
384262,11.36,367,329,204.633,770.8
249054,7.65,202,333,206.553,390.4
67298,2.7,335,405,205.551,591.8
339778,5.01,384,276,207.288,319.5
853198,9.03,241,398,207.098,291.3
171973,7.87,427,347,201.167,879.9
330756,4.94,343,359,205.961,536.2
313679,8.26,173,312,210.0,607.1
81095,19.3,610,377,198.943,1636.3
82748,16.38,252,369,205.312,1066.1
139686,19.73,610,434,200.915,1641.2
489619,9.41,431,333,202.449,731.2
506531,4.89,370,295,209.535,156.0
358723,0.76,89,276,210.0,1.6
779454,9.14,335,393,204.41,624.7
633777,11.78,172,290,207.149,318.5
183513,12.3,610,419,199.301,1190.0
33224,4.1,312,342,208.27,313.8
567095,0.76,342,362,210.0,1.6
819653,5.91,331,262,206.632,111.4
653119,4.18,359,355,208.305,465.4
182395,0.76,258,268,210.0,1.6
52402,0.76,164,317,210.0,1.6
605877,14.79,405,379,200.217,1320.0
505602,2.19,89,326,210.0,1.6
127888,16.08,468,321,198.943,1156.7
84894,13.74,371,338,201.037,893.7
58835,3.84,191,329,205.849,332.5
510616,10.48,491,368,206.34,847.8
217160,3.17,267,247,209.972,100.0
751171,4.67,265,316,209.163,475.3
793421,5.23,90,310,209.159,220.9
742364,12.64,362,245,204.552,846.4
423383,16.02,610,376,198.943,1816.0
408080,8.28,557,352,200.501,1249.5
151111,5.77,452,322,203.702,579.4
337357,7.7,252,370,207.113,539.3
512476,10.78,418,245,203.433,582.0
273907,13.02,333,290,206.486,599.2
173546,18.19,610,353,198.943,1606.9
763198,9.31,477,331,204.833,408.0
474533,9.0,263,318,210.0,317.1
96436,2.42,277,283,210.0,131.6
456078,0.76,89,253,210.0,1.6
547703,16.91,403,358,199.802,1211.7
138801,9.06,389,405,209.169,435.7
198505,21.79,610,275,198.943,1605.1
387672,0.76,89,320,210.0,1.6
939605,7.71,387,429,200.978,534.9
234036,14.04,610,386,202.445,992.7
785555,25.66,434,318,198.943,1773.6
254292,12.2,388,394,207.411,932.5
780364,9.91,411,363,204.381,789.4
363263,7.25,180,285,208.056,378.5
136059,13.81,521,434,202.881,1405.5
51564,0.76,379,245,207.36,1.6
8717,18.21,569,333,202.683,1395.6
835419,14.45,610,340,199.629,1859.1
771749,7.4,368,314,205.043,394.6
778958,7.89,374,388,207.148,952.5
864372,14.28,431,331,203.343,1130.7
86459,14.07,129,311,207.739,587.8
257326,4.46,305,416,209.807,1.6
130277,15.57,390,335,200.178,1164.8
947556,6.62,515,320,202.22,559.6
182431,2.4,103,308,210.0,1.6
92376,10.3,416,309,198.943,1196.6
971065,11.25,154,324,202.278,914.9
393608,9.88,231,305,202.139,622.8
105758,0.76,239,348,210.0,1.6
494034,0.76,138,434,210.0,1.6
287574,15.76,455,353,198.943,1277.1
920623,0.76,89,314,210.0,1.6
116592,1.63,316,410,206.909,379.2
924238,4.38,255,322,210.0,25.1
305340,3.44,203,329,210.0,1.6
57393,8.51,349,397,208.712,133.5
467427,14.26,610,434,200.927,1238.1
752403,26.6,573,346,198.943,1754.6
999560,11.36,610,404,199.873,1327.8
340825,10.45,235,321,202.486,635.6
37915,2.5,389,352,204.114,689.7
681605,0.76,89,372,210.0,1.6
585984,21.71,434,398,199.794,1508.2
918230,7.71,462,380,203.624,676.9
806084,11.71,286,385,208.086,708.6
717036,15.11,417,371,202.975,987.5
649112,13.98,588,403,200.416,1250.2
455034,15.68,610,413,199.907,1411.3
166473,2.84,538,362,205.341,456.7
646512,6.76,351,297,209.507,359.9
337830,0.76,337,341,209.362,1.6
30375,5.5,417,338,205.934,559.7
64290,14.07,509,336,198.943,1364.7
405715,4.11,205,306,208.861,13.2
139427,15.81,336,405,205.068,1305.9
507442,13.0,610,345,201.487,1152.2
132693,12.08,429,396,204.532,585.7
936791,5.96,395,329,208.225,523.8
513268,8.97,326,323,204.849,612.3
742336,17.36,575,382,198.943,1755.0
721135,1.42,116,248,210.0,1.6
751313,10.58,256,356,202.235,912.4
166877,5.98,292,322,208.489,31.6
23285,3.57,120,278,208.52,172.6
510044,6.42,314,387,204.35,736.7
253943,5.46,179,273,210.0,1.6
903553,12.26,610,417,200.25,1210.0
166604,12.84,576,373,198.943,1521.9
158683,11.52,399,305,204.189,578.1
395978,17.63,387,365,206.255,1043.4
9954,0.76,89,267,210.0,1.6
855214,3.32,486,363,203.329,513.2
630091,6.04,209,262,203.01,178.5
761263,9.38,524,369,200.979,755.6
108149,15.97,486,397,203.117,1024.0
349138,11.08,290,285,207.841,412.0
987780,0.76,89,256,210.0,1.6
804754,9.98,156,324,203.031,796.0
332468,11.17,356,356,207.671,724.0
629264,12.21,340,245,203.695,728.7
566363,2.1,442,385,205.692,170.5
577929,11.56,463,366,200.252,1435.4
1710,9.9,213,298,206.652,424.1
499234,9.0,313,364,207.699,683.4
43754,10.05,487,412,199.731,841.5
738690,2.97,309,334,206.266,227.2
521180,11.57,154,335,207.688,525.6
906538,16.39,366,328,204.395,1101.3
988204,10.26,532,434,201.973,1017.9
671354,8.82,349,381,209.49,446.0
964597,1.47,357,349,206.083,1.6
917988,0.76,89,269,210.0,1.6
370958,12.72,473,411,203.528,1131.6
277800,5.43,289,245,202.286,463.2
775108,0.76,170,305,210.0,1.6
133717,2.56,266,319,206.279,307.0
3726,0.76,349,387,210.0,195.3
107756,13.97,318,368,208.948,468.0
804834,0.84,345,386,208.168,55.2
329181,3.07,533,348,205.779,529.5
934074,9.61,381,291,205.959,306.3
510676,13.94,252,398,203.475,956.2
949428,14.3,470,400,200.673,1005.9
204139,3.59,217,342,210.0,171.7
185913,0.76,240,412,207.654,153.6
942741,10.97,400,337,204.6,575.0
892518,7.01,319,356,205.515,462.1
324914,11.42,236,329,205.488,892.7
840745,10.69,283,336,210.0,383.0
583340,5.55,278,279,210.0,1.6
245761,8.91,338,369,206.398,783.7
863830,6.0,237,267,207.752,196.0
241721,15.63,432,271,202.126,1303.2
590347,6.51,236,245,210.0,1.6
542038,7.11,453,388,201.584,867.5
980219,10.38,348,427,202.857,1013.4
200078,6.72,388,422,203.584,762.4
67079,3.64,305,317,208.697,311.6
630214,2.28,229,382,210.0,1.6
651872,11.47,405,351,201.021,896.7
171562,5.22,531,319,203.616,588.6
606023,11.37,610,258,200.32,1004.6
446193,14.93,610,406,198.943,1274.6
31480,0.81,89,345,210.0,1.6
14930,1.43,223,422,206.084,1.6
913465,6.47,382,365,198.943,796.2
940968,9.42,516,381,201.991,998.3
337637,9.14,310,297,199.666,552.6
23673,20.21,610,371,198.943,1623.2
720397,15.12,89,245,208.996,428.6
60540,10.75,610,313,201.744,1020.8
422425,22.86,532,329,198.943,1636.6
178034,9.99,288,323,204.703,582.4
318064,2.0,253,338,206.667,195.0
960456,2.17,433,364,204.842,451.2
597279,7.65,160,350,207.614,245.6
240651,7.97,416,358,204.443,1135.2
860508,1.83,104,415,206.409,37.4
10464,10.7,217,400,207.875,721.8
880164,19.35,371,291,203.83,1067.5
250556,7.46,378,368,205.801,557.1
324043,17.67,451,329,201.134,1368.9
399196,0.76,481,289,205.779,282.4
196807,15.99,497,381,200.06,1273.8
221876,15.01,497,311,200.677,957.2
660823,2.18,89,245,210.0,1.6
452447,8.09,278,303,207.881,487.0
90151,0.76,181,344,210.0,1.6
144138,0.76,272,326,210.0,1.6
979592,5.62,205,406,209.922,460.9
870289,12.73,342,245,204.799,749.5
842882,6.59,428,363,207.141,437.7
114135,13.05,381,347,204.832,687.1
52413,0.76,193,391,210.0,162.6
904743,18.77,610,396,198.943,1635.1
407527,8.64,395,302,206.121,436.4
782231,5.27,271,308,209.339,27.6
622142,2.82,412,374,204.459,494.9
12973,11.79,232,358,207.954,628.3
877530,9.34,351,387,210.0,259.9
272355,7.57,389,421,208.687,506.5
113372,10.7,275,317,206.225,429.9
122581,8.78,350,301,205.879,611.9
812444,14.2,571,352,198.943,1462.8
860002,0.76,226,357,210.0,1.6
943202,13.12,277,330,209.311,285.8
167489,11.45,610,414,198.943,1338.9
961314,4.26,224,318,205.022,2.5
647359,0.76,137,421,210.0,1.6
931204,6.19,151,307,210.0,408.8
23682,12.43,385,311,205.121,821.9
848533,3.78,89,350,210.0,1.6
751501,0.76,89,280,210.0,1.6
481859,9.62,328,373,202.162,824.1
23951,13.08,610,403,201.841,1258.6
378208,16.43,228,363,200.161,1295.4
868697,15.51,465,265,205.653,547.1
546941,0.76,395,335,208.093,503.6
901728,21.69,428,395,204.429,1478.8
321778,11.83,297,346,201.363,554.0
971148,12.83,411,398,204.119,824.3
61676,22.33,533,394,199.96,1730.4
169482,17.5,503,364,201.744,1451.9
674942,10.96,429,314,207.263,883.4
416508,1.97,115,342,210.0,1.6
712238,4.26,168,275,210.0,1.6
92083,0.96,128,339,207.517,45.4
113067,6.13,320,372,208.486,454.8
960560,10.76,488,321,207.033,276.9
168063,0.76,183,296,210.0,1.6
18092,2.23,155,312,208.6,308.7
868205,2.02,381,348,206.295,346.3
980294,5.14,318,334,209.208,224.4
865260,3.72,319,354,205.288,599.8
396638,0.76,89,335,210.0,1.6
293540,2.17,89,245,210.0,1.6
96511,13.29,420,381,203.548,964.9
131552,2.05,356,334,205.251,226.6
678826,11.99,472,381,202.164,960.5
313599,18.05,506,279,199.076,1380.1
853784,9.89,332,323,206.88,542.8
155552,7.51,524,298,201.126,857.0
672358,2.88,89,245,210.0,1.6
661482,12.54,610,434,198.943,1308.0
173511,0.83,248,373,208.555,214.2
993152,5.71,427,356,202.389,602.9
817322,8.75,336,321,210.0,281.7
74396,1.46,299,291,210.0,1.6
33380,7.66,492,430,201.642,694.4
131914,10.65,369,311,205.397,673.4
921165,1.45,163,352,206.357,223.9
191115,2.82,89,245,210.0,1.6
169122,12.99,322,373,205.65,550.2
58470,2.85,404,394,207.404,150.1
164671,6.57,418,396,206.657,515.8
407891,0.76,312,434,204.031,53.8
224870,6.56,250,288,206.396,288.4
715676,0.76,89,357,210.0,1.6
179129,0.76,141,366,210.0,1.6
390433,0.76,273,284,210.0,1.6
4416,0.76,89,245,210.0,1.6
250209,16.59,453,349,203.597,951.2
332270,7.93,450,434,205.593,987.4
476290,8.31,310,396,209.005,583.6
863784,10.91,565,340,203.641,679.3
982815,7.24,272,342,204.057,256.6
590887,8.88,434,356,207.14,504.7
532310,9.43,344,309,206.558,344.2
160877,12.88,392,409,208.543,818.1
203286,1.23,165,332,210.0,1.6
489240,0.76,119,366,209.235,1.6
186089,26.6,610,434,198.943,1892.7
807088,7.71,219,310,205.321,624.4
977288,6.38,209,339,208.217,257.3
16247,13.1,595,392,204.556,1225.6
947797,3.83,195,354,210.0,1.6
799217,0.76,257,345,210.0,1.6
12284,12.77,212,245,206.915,320.9
148417,2.36,304,380,208.777,264.3
547779,9.95,486,434,204.117,816.8
740546,8.49,322,403,206.948,430.9
977552,11.17,506,365,198.943,1110.1
507950,2.88,334,344,208.405,678.3
689411,6.72,380,280,201.71,793.3
311167,1.98,433,279,202.574,137.7
615315,3.9,185,306,210.0,300.3
625492,3.11,133,347,210.0,1.6
913275,15.95,526,433,199.149,1197.4
575894,7.95,354,288,209.884,366.2
194276,4.95,296,380,209.172,206.6
173032,1.44,190,343,210.0,1.6
398057,0.76,89,333,210.0,1.6
804524,7.17,218,286,209.604,529.2
512405,15.06,571,366,198.943,1245.9
765524,22.66,610,424,198.943,1892.7
334865,6.99,557,358,203.24,471.7
381823,11.2,610,434,198.943,1459.5
311453,15.12,610,430,198.943,1091.8
340736,5.74,89,277,210.0,63.8
259312,0.76,248,300,210.0,1.6
386318,5.57,228,318,208.266,149.9
21425,4.82,344,321,205.585,690.1
328673,0.85,162,305,210.0,1.6
931747,17.15,610,415,199.136,1331.1
964906,5.12,95,407,210.0,243.5
631381,4.76,170,312,210.0,1.6
460437,0.87,183,380,210.0,105.1
181146,6.14,450,324,200.891,442.9
73340,0.76,267,295,208.859,1.6
379911,5.89,584,385,199.005,895.5
311892,12.08,298,377,208.567,652.2
300348,8.78,336,288,207.498,762.5
695224,19.34,610,434,198.943,1892.7
999029,3.32,267,370,210.0,1.6
202051,9.45,610,395,200.434,1272.6
686065,5.92,499,289,203.459,482.8
757598,5.71,337,353,204.994,674.7
802210,5.2,255,409,207.393,390.5
852974,13.75,560,433,200.673,1265.1
416777,0.76,140,340,210.0,1.6
821316,6.01,253,375,204.69,764.1
144345,0.76,452,356,209.296,1.6
875799,0.76,311,366,209.502,1.6
509245,12.21,504,396,204.952,820.4
602959,21.67,610,388,198.943,1676.9
125999,5.53,365,276,200.931,333.8
251185,12.24,610,359,198.943,1206.8
974746,8.88,330,375,201.112,652.8
312459,7.18,568,427,200.346,764.5
323914,15.76,610,434,198.943,1326.9
765186,15.3,526,315,199.758,810.6
327737,10.81,232,262,205.36,588.3
602681,9.99,351,302,204.553,520.9
784382,7.87,578,391,204.45,962.0
16080,3.64,449,310,200.488,320.7
730353,5.8,349,352,202.181,525.4
949854,3.16,304,320,209.976,283.9
73225,6.76,385,344,203.013,716.9
244781,18.12,484,395,198.943,1378.2
945333,9.16,382,315,203.964,536.0
833379,1.29,485,302,202.933,636.1
920540,17.25,361,338,205.428,941.3
227344,9.06,89,255,210.0,1.6
732666,8.57,455,414,206.169,765.9
101954,9.89,544,319,203.501,744.3
43141,6.27,178,434,210.0,307.1
201003,6.71,245,307,207.133,341.2
