,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
959375,0.76,119,387,210.0,1.6
55070,3.48,181,367,209.663,108.6
21219,0.76,130,376,209.492,158.7
430193,3.24,161,259,210.0,41.9
992619,0.76,221,379,210.0,1.6
123551,8.17,527,312,201.203,1273.8
432316,4.34,199,361,210.0,130.9
274636,0.76,123,352,209.372,47.7
115138,9.38,503,297,201.274,893.5
431446,3.17,255,352,210.0,1.6
92660,0.76,130,289,210.0,11.6
450102,0.76,121,340,210.0,1.6
348666,1.15,488,322,209.322,417.3
344474,7.24,143,396,210.0,1.6
483615,12.68,400,396,209.087,298.9
508945,7.22,512,321,199.749,1524.4
481188,11.16,604,434,199.712,863.9
441451,6.5,371,405,200.668,1182.5
531787,1.3,89,308,209.279,138.9
556418,20.43,120,277,209.745,307.5
973423,6.91,539,341,201.012,970.2
386542,0.76,185,396,210.0,8.7
25768,1.2,89,368,210.0,1.6
470128,10.89,441,319,199.469,450.5
931864,9.22,210,357,209.247,1.6
488469,1.98,108,375,210.0,1.6
200614,0.76,190,376,210.0,1.6
694206,10.06,438,322,200.686,1287.7
969439,10.16,551,424,200.453,974.8
802841,14.06,610,351,199.868,713.2
98605,24.79,540,341,200.819,1098.9
303097,6.31,461,388,210.0,1020.7
765403,3.7,171,382,210.0,85.6
727932,3.08,219,393,210.0,85.6
519048,9.46,570,331,201.422,924.8
538356,4.62,89,348,209.715,168.4
442079,6.71,217,381,210.0,138.7
421033,2.54,160,268,210.0,177.5
185498,1.97,162,355,210.0,1.6
62036,10.02,582,415,201.516,926.2
26706,8.63,216,357,209.437,39.7
178228,6.33,232,383,210.0,79.8
265704,0.76,164,374,210.0,1.6
198493,3.9,139,303,210.0,335.2
373298,2.71,119,362,209.67,61.0
836405,0.76,246,384,210.0,1.6
160613,6.38,145,289,201.198,208.4
71972,7.62,543,400,209.865,854.4
803048,6.32,518,403,200.723,1468.9
45678,19.04,454,412,199.7,1348.9
599914,14.61,610,391,200.603,752.4
352277,3.23,262,392,210.0,1.6
458903,12.07,610,378,200.837,1104.1
777379,4.11,155,291,209.786,81.8
841962,7.75,561,312,200.736,1201.4
488708,7.36,557,306,201.018,1135.9
360635,18.77,415,320,201.338,284.8
384368,1.14,166,361,210.0,1.6
194702,0.76,89,370,209.855,1.6
186262,5.64,105,294,210.0,198.1
743971,10.64,610,339,200.538,1028.6
768294,11.61,460,306,209.901,1012.0
394960,6.29,89,352,209.543,884.0
573357,10.32,240,370,210.0,1.6
928829,0.76,89,269,210.0,1.6
852651,4.54,114,375,209.848,177.8
736362,6.9,511,414,210.0,829.4
723092,0.76,245,374,210.0,1.6
496375,0.76,278,377,210.0,1.6
189080,4.36,98,280,209.594,210.8
829338,0.76,194,365,210.0,1.6
414038,6.91,469,311,209.973,61.1
773849,7.45,471,307,209.868,242.3
199527,13.67,404,287,209.672,949.8
532186,2.88,236,295,209.451,266.1
920813,7.1,213,389,209.564,189.2
935025,6.89,411,363,210.0,174.3
514449,4.22,384,349,209.289,187.4
941565,10.69,124,277,201.653,174.1
158992,11.11,610,376,200.139,1439.4
995278,18.18,451,317,199.353,649.6
607356,11.57,610,353,200.225,1202.5
567223,1.24,150,380,210.0,1.6
924644,6.52,188,281,209.881,308.3
120646,12.61,389,278,209.453,1.6
98150,13.69,402,322,200.148,538.6
740315,5.27,409,379,209.882,723.9
795486,26.6,548,350,199.72,1374.5
638308,13.78,458,315,199.823,1778.1
859618,9.75,595,413,200.09,951.6
30320,2.48,386,378,209.862,1.6
622549,9.16,89,283,209.847,250.9
27963,5.66,178,354,210.0,60.8
896187,13.61,128,382,210.0,214.9
528532,3.38,124,400,209.889,262.3
91197,0.76,117,378,209.942,51.2
644427,15.09,473,406,209.73,334.1
361512,3.34,89,340,209.146,389.9
705985,0.76,196,280,210.0,23.7
735052,6.16,539,274,200.644,1177.0
15920,8.17,525,343,199.939,1646.5
871823,4.32,296,336,210.0,34.3
346148,6.95,112,390,210.0,105.5
597098,8.49,539,319,200.065,1551.9
306873,9.27,610,364,200.284,1000.2
909952,7.41,484,348,200.197,1641.5
950086,5.09,169,384,209.635,1.6
759040,8.27,336,281,209.76,304.9
462525,12.19,610,356,200.461,1494.7
662244,0.98,273,292,208.632,125.2
696212,4.66,444,381,200.013,77.1
141887,6.8,494,388,208.757,1417.2
604824,20.96,483,309,200.125,666.9
584242,4.87,152,389,210.0,178.7
143248,0.88,89,366,210.0,156.5
455701,14.31,610,364,201.034,765.8
122338,14.94,337,288,208.517,1183.6
716008,5.07,224,304,210.0,104.5
653636,12.67,329,304,201.268,995.1
358747,7.01,555,434,201.375,976.0
974038,3.25,89,347,209.293,56.9
321779,11.26,610,368,200.079,998.1
540478,0.76,273,380,210.0,1.6
751996,0.76,149,260,210.0,156.2
183568,6.25,553,286,199.114,1608.0
749753,2.72,186,404,210.0,1.6
568228,9.47,595,333,200.153,1535.3
119619,5.81,440,293,209.502,274.9
861634,6.8,478,304,200.012,921.8
780381,5.82,548,385,210.0,1.6
252026,5.07,417,311,209.36,187.0
394957,15.58,89,271,201.155,278.3
542972,4.86,164,393,210.0,1.6
648861,2.48,169,263,209.565,102.1
298012,7.61,492,341,200.053,1568.2
285675,3.89,263,377,210.0,1.6
961338,10.73,597,369,200.753,1167.4
432371,0.88,195,278,209.921,1.6
307798,8.92,440,293,198.943,1241.9
373280,23.64,563,330,198.943,1119.2
648368,7.33,517,419,199.977,918.6
49623,13.98,610,390,200.748,1003.7
330566,6.94,92,345,209.802,34.0
580403,14.87,610,395,200.561,654.7
148484,10.53,556,434,200.774,1146.7
696239,11.94,551,324,201.234,1564.2
489113,6.3,399,323,210.0,84.4
964938,10.26,554,431,201.124,1167.7
352951,3.76,89,362,210.0,1.6
214217,6.97,523,382,201.191,1024.5
43274,3.58,164,375,210.0,158.1
762639,15.1,610,373,200.782,1224.2
480989,0.76,153,364,210.0,27.7
125145,8.66,383,303,210.0,217.6
655616,2.23,193,329,210.0,1.6
522840,0.76,226,394,210.0,1.6
696590,1.44,96,385,209.461,1.6
113387,7.24,157,362,209.417,1.6
590299,8.94,527,325,200.035,441.7
696607,2.05,338,351,210.0,1.6
592287,10.48,610,413,199.6,1216.7
340741,0.76,184,360,210.0,1.6
184780,0.76,238,418,210.0,1.6
723570,0.76,91,367,210.0,32.2
698252,6.75,145,374,209.81,165.7
948560,6.66,477,372,200.356,1312.9
487424,0.76,220,408,210.0,1.6
326075,12.46,89,303,210.0,223.4
778659,0.76,246,380,210.0,1.6
661039,4.76,194,361,210.0,127.8
684660,10.11,585,414,201.414,1047.6
13373,6.06,446,398,209.747,1221.5
995315,1.55,269,348,209.569,154.6
259361,20.05,495,353,200.735,1260.8
737970,0.76,257,362,209.644,174.1
708091,11.78,601,430,200.917,869.9
490877,2.67,183,355,209.898,121.8
466439,2.18,114,297,209.795,78.5
944951,6.4,144,374,210.0,420.1
719756,10.55,505,381,199.364,966.6
134216,18.98,481,324,200.855,1107.8
145154,13.23,610,352,200.388,1195.8
527356,9.28,498,336,201.236,1557.1
652555,0.76,89,257,209.323,119.7
792577,7.58,189,287,210.0,179.1
965854,1.6,196,288,207.873,50.8
304682,5.5,113,385,209.347,183.0
902072,4.65,94,305,210.0,205.0
602844,11.05,574,319,199.663,808.1
813896,8.14,482,321,200.847,873.9
728235,9.02,461,321,204.933,1706.9
630161,2.42,185,363,209.586,305.2
789555,6.49,170,378,210.0,1.6
762141,8.91,488,310,201.562,1035.9
602327,16.71,331,285,209.251,366.9
858787,2.31,145,365,209.762,1.6
385483,15.13,383,305,209.425,1318.7
474811,3.54,216,385,209.968,51.5
550033,4.27,189,259,210.0,101.9
573558,8.49,154,396,209.526,161.4
329038,1.06,181,376,210.0,1.6
642788,10.23,469,351,200.27,915.6
576649,8.73,490,342,200.787,1308.3
578365,0.76,135,343,209.349,264.3
857348,3.15,218,302,209.544,179.9
284921,5.62,373,306,200.385,219.8
13996,0.76,174,331,209.922,169.2
501169,0.76,109,364,210.0,1.6
18042,12.63,423,284,199.736,1707.0
292258,11.82,610,337,200.419,1552.3
3918,20.55,405,329,201.129,1032.9
14062,10.66,610,415,201.684,1345.3
817044,15.91,103,373,210.0,1.6
809181,10.49,358,289,198.943,457.2
403044,11.55,100,342,209.888,14.9
627980,6.38,480,349,205.261,1497.5
384262,8.16,228,361,209.469,302.3
249054,10.0,600,294,200.744,1245.6
67298,11.4,565,330,199.98,1051.3
339778,12.73,610,385,202.269,1089.7
853198,12.87,110,286,209.822,69.7
171973,1.78,103,303,210.0,130.8
330756,7.82,610,431,201.24,1214.5
313679,4.45,166,267,209.176,85.2
81095,9.81,502,392,205.483,175.1
82748,6.24,206,374,210.0,1.6
139686,8.45,382,301,210.0,277.1
489619,1.37,89,310,210.0,207.0
506531,1.31,160,372,210.0,75.3
358723,14.38,610,351,200.133,914.0
779454,5.4,452,309,210.0,159.3
633777,11.92,366,329,210.0,156.0
183513,14.33,610,375,200.279,985.3
33224,6.06,516,345,200.686,901.7
567095,10.4,149,304,209.623,51.5
819653,7.45,200,392,210.0,897.7
653119,7.36,516,381,210.0,1114.6
182395,4.74,108,278,209.512,303.0
52402,0.76,124,283,209.958,1.6
605877,0.76,152,379,210.0,1.6
505602,12.29,610,359,201.201,806.4
127888,6.85,523,355,199.866,1017.9
84894,9.28,531,337,199.446,1189.4
58835,1.23,213,377,210.0,1.6
510616,5.88,499,315,199.695,339.8
217160,7.16,441,313,210.0,640.9
751171,3.95,170,333,209.516,125.4
793421,11.59,610,362,200.402,1376.2
742364,1.07,108,380,210.0,282.4
423383,1.28,179,374,210.0,1.6
408080,8.75,455,299,200.234,751.9
151111,6.24,153,338,210.0,180.3
337357,6.77,530,322,200.055,1073.9
512476,10.53,610,329,201.347,1143.0
273907,11.93,595,338,199.837,1456.2
173546,2.69,103,286,210.0,55.4
763198,6.89,400,294,210.0,456.1
474533,1.91,133,416,210.0,1.6
96436,16.6,502,368,201.03,662.5
456078,12.89,610,369,202.076,737.7
547703,10.0,581,306,200.643,1328.4
138801,6.64,513,324,210.0,1121.5
198505,12.09,354,359,209.048,232.1
387672,0.76,185,276,210.0,89.9
939605,11.08,354,313,200.511,41.1
234036,2.15,129,370,210.0,90.1
785555,11.3,610,312,199.788,1187.6
254292,5.75,386,334,200.633,879.3
780364,4.36,415,300,209.564,1.6
363263,5.22,372,376,207.288,102.1
136059,4.41,89,386,209.879,1.6
51564,0.76,183,337,209.451,144.3
8717,2.5,126,391,210.0,132.7
835419,7.15,465,305,210.0,294.8
771749,7.67,167,375,209.861,67.9
778958,12.45,606,328,201.274,1182.5
864372,11.45,586,349,198.943,1530.1
86459,8.66,556,335,200.884,382.7
257326,8.76,521,395,200.325,1216.6
130277,8.36,426,320,200.649,184.8
947556,12.12,89,264,209.921,166.9
182431,3.74,228,404,210.0,1.6
92376,4.99,179,388,210.0,1.6
971065,9.89,610,354,201.427,1001.5
393608,6.24,142,371,210.0,113.8
105758,5.29,226,387,209.834,57.9
494034,0.76,245,386,210.0,121.6
287574,4.01,472,400,210.0,136.5
920623,6.22,89,382,210.0,938.2
116592,6.23,368,395,209.468,254.4
924238,1.68,112,286,210.0,134.7
305340,2.1,114,375,210.0,43.2
57393,6.78,162,385,209.966,6.8
467427,11.78,414,397,210.0,372.9
752403,1.0,167,265,210.0,1.6
999560,10.11,605,312,200.936,1121.7
340825,6.49,501,325,200.608,1263.8
37915,4.62,210,356,210.0,1.6
681605,12.24,452,306,199.388,1312.4
585984,2.63,133,300,200.145,177.2
918230,8.75,540,409,200.044,1667.3
806084,0.76,89,348,209.968,46.5
717036,17.63,123,298,209.819,321.9
649112,6.79,435,320,200.27,1288.4
455034,10.34,610,421,199.921,1171.5
166473,5.25,145,354,209.713,3.4
646512,7.62,536,335,199.964,1503.6
337830,2.98,207,334,209.49,272.7
30375,4.71,131,361,209.861,113.6
64290,0.76,224,362,209.66,1.6
405715,0.76,158,367,210.0,1.6
139427,6.56,501,344,200.651,894.1
507442,8.46,439,351,198.943,1452.7
132693,6.39,469,380,199.921,204.5
936791,13.72,610,349,200.045,1121.3
513268,8.7,506,337,210.0,801.7
742336,18.27,435,334,199.141,799.3
721135,11.64,94,286,209.545,212.8
751313,0.76,167,367,210.0,79.2
166877,8.64,157,378,210.0,35.4
23285,3.3,193,312,210.0,50.8
510044,1.68,255,358,210.0,1.6
253943,6.36,450,304,209.895,182.7
903553,18.98,420,295,200.581,1586.8
166604,0.76,101,376,210.0,1.6
158683,2.9,112,299,210.0,68.0
395978,9.07,477,309,199.915,1198.2
9954,0.76,246,370,210.0,1.6
855214,13.57,610,346,201.698,850.2
630091,8.65,89,255,209.786,33.3
761263,2.84,178,382,210.0,1.6
108149,0.76,160,300,209.9,1.6
349138,16.15,202,267,210.0,332.7
987780,8.68,536,324,200.648,1145.3
804754,2.36,184,302,209.555,219.0
332468,7.86,371,372,206.582,1.6
629264,0.76,241,405,210.0,1.6
566363,1.4,152,352,210.0,180.8
577929,1.42,178,299,210.0,50.3
1710,2.74,186,393,210.0,40.8
499234,13.26,589,340,200.699,1151.0
43754,4.49,455,388,200.968,282.3
738690,0.86,192,355,209.187,174.5
521180,5.02,219,397,210.0,129.7
906538,20.52,472,409,200.118,783.0
988204,6.98,478,386,209.89,1144.4
671354,8.9,536,425,200.233,1439.2
964597,3.68,89,267,209.289,363.4
917988,14.6,478,323,209.321,1308.1
370958,5.4,417,387,199.929,240.7
277800,9.37,475,335,200.762,1359.1
775108,5.15,304,361,210.0,1.6
133717,2.08,131,378,210.0,1.6
3726,4.7,171,375,210.0,1.6
107756,5.89,519,318,201.158,178.5
804834,6.31,110,363,209.516,1.6
329181,5.28,178,381,210.0,45.5
934074,0.76,120,317,210.0,145.5
510676,11.78,610,353,200.323,1351.8
949428,8.99,588,390,210.0,1120.6
204139,9.95,599,332,200.151,1802.3
185913,0.76,206,289,209.925,243.5
942741,1.51,232,351,210.0,1.6
892518,23.15,486,329,200.287,1091.4
324914,0.76,201,389,210.0,1.6
840745,3.07,173,380,209.759,71.3
583340,0.76,89,251,209.556,238.3
245761,7.57,553,354,201.289,602.3
863830,7.58,401,301,203.246,1099.2
241721,1.73,430,378,209.591,1319.5
590347,0.76,138,330,210.0,56.4
542038,11.78,447,296,210.0,42.8
980219,0.76,102,245,209.962,103.1
200078,10.9,605,332,200.238,830.0
67079,3.43,229,365,210.0,1.6
630214,14.14,486,283,199.45,1322.3
651872,13.52,610,377,201.349,1163.1
171562,5.32,118,330,200.551,293.0
606023,9.84,464,312,200.532,1134.3
446193,0.76,219,348,210.0,1.6
31480,1.78,191,291,210.0,220.2
14930,12.52,143,298,210.0,261.8
913465,8.82,410,401,200.328,965.5
940968,12.62,436,292,209.886,533.2
337637,2.43,92,294,206.446,47.4
23673,8.69,446,329,200.018,1031.6
720397,3.07,149,331,209.798,11.9
60540,15.41,531,307,209.315,306.6
422425,9.39,89,374,210.0,170.7
178034,5.23,394,372,209.383,297.9
318064,12.05,610,353,200.886,1285.8
960456,9.65,610,357,200.499,1341.3
597279,0.76,89,312,210.0,8.9
240651,18.67,442,314,199.885,556.3
860508,7.48,541,312,200.431,1094.9
10464,9.56,514,313,200.492,1750.1
880164,7.28,179,315,209.694,1.6
250556,2.99,183,385,210.0,86.5
324043,7.95,469,328,201.067,340.2
399196,8.74,100,281,209.697,76.3
196807,10.7,538,407,202.629,411.8
221876,6.38,489,400,209.787,1360.8
660823,0.76,144,349,210.0,82.8
452447,0.76,149,290,210.0,16.3
90151,1.05,176,396,209.957,1.6
144138,4.68,266,386,210.0,93.1
979592,3.15,236,281,210.0,110.8
870289,12.18,607,359,200.935,538.4
842882,0.76,249,417,210.0,34.4
114135,8.54,561,339,200.882,987.3
52413,10.74,565,416,200.505,1326.7
904743,4.26,146,363,209.506,161.7
407527,7.01,361,311,210.0,403.5
782231,10.75,365,367,209.049,295.8
622142,6.47,460,324,200.599,747.0
12973,9.9,588,302,199.877,1040.5
877530,8.24,536,410,200.045,1308.6
272355,11.08,610,423,201.191,889.5
113372,7.39,437,382,209.925,742.6
122581,0.76,190,360,209.652,1.6
812444,1.58,164,378,209.94,1.6
860002,6.35,472,338,200.337,1064.3
943202,2.86,221,338,210.0,1.6
167489,18.96,481,289,199.77,1377.8
961314,15.66,447,292,209.458,341.6
647359,0.76,212,245,209.319,20.6
931204,5.34,159,387,210.0,1.6
23682,11.61,610,418,200.893,777.9
848533,9.17,610,362,200.308,1098.4
751501,12.93,591,341,201.292,814.7
481859,13.26,610,362,201.537,855.8
23951,9.31,475,315,199.154,970.6
378208,5.51,202,317,200.361,1011.6
868697,9.18,570,416,199.284,1121.6
546941,4.54,89,301,207.076,289.6
901728,5.42,227,403,210.0,33.1
321778,6.55,248,394,210.0,1.6
971148,16.48,103,291,209.542,151.0
61676,11.66,547,330,199.866,1324.0
169482,3.65,220,304,209.5,59.0
674942,5.22,410,381,200.724,546.1
416508,2.24,122,370,210.0,1.6
712238,7.99,530,330,199.354,1050.8
92083,11.16,610,358,200.902,1010.3
113067,7.65,122,299,210.0,1.6
960560,13.41,567,338,200.807,480.8
168063,0.76,232,393,210.0,1.6
18092,4.24,89,255,209.61,1.6
868205,7.67,532,388,201.465,1016.6
980294,6.48,474,312,199.704,899.1
865260,11.66,538,348,201.627,741.6
396638,10.08,486,286,207.125,1051.6
293540,9.19,116,375,210.0,54.6
96511,5.18,467,295,210.0,1324.7
131552,19.63,455,307,199.574,1754.0
678826,0.76,203,368,209.918,1.6
313599,7.72,385,337,210.0,1233.8
853784,16.81,381,424,200.444,1031.4
155552,9.92,595,327,200.558,1402.8
672358,5.01,153,368,209.418,66.6
661482,9.38,489,377,200.53,1258.1
173511,17.25,258,299,200.7,329.3
993152,0.76,128,265,210.0,1.6
817322,7.58,141,305,209.781,231.8
74396,11.66,610,434,200.846,977.1
33380,13.38,257,345,210.0,94.4
131914,14.04,490,296,209.71,330.8
921165,7.25,137,419,210.0,1.6
191115,14.16,418,285,209.838,168.5
169122,11.2,603,341,200.874,1344.2
58470,16.25,133,270,209.2,122.4
164671,2.07,202,285,209.084,228.9
407891,10.2,581,434,201.227,1075.5
224870,11.3,410,306,210.0,289.8
715676,7.28,276,415,210.0,157.9
179129,0.76,119,382,209.993,149.9
390433,12.09,610,343,200.589,1371.1
4416,3.86,162,368,210.0,151.7
250209,4.41,129,276,210.0,1.6
332270,3.53,132,380,210.0,90.8
476290,7.78,458,399,201.007,874.4
863784,5.47,479,279,201.199,1045.8
982815,5.7,527,317,199.513,1310.3
590887,3.1,176,392,209.279,152.8
532310,8.42,443,379,200.822,1302.2
160877,10.72,573,418,201.132,1563.3
203286,8.4,521,325,199.972,1718.8
489240,9.06,468,406,200.674,1135.7
186089,6.13,478,316,207.326,276.4
807088,0.76,160,362,210.0,1.6
977288,0.76,227,386,210.0,1.6
16247,11.56,427,292,210.0,1453.4
947797,9.08,487,308,200.486,921.2
799217,10.82,610,342,200.068,1729.5
12284,1.63,134,403,210.0,1.6
148417,6.47,152,381,210.0,252.9
547779,5.28,457,347,200.905,1173.1
740546,5.19,126,267,210.0,1.6
977552,5.0,435,389,210.0,1.7
507950,2.35,128,292,210.0,14.1
689411,1.71,162,297,209.91,14.3
311167,11.53,89,260,209.154,78.9
615315,1.81,151,267,210.0,203.1
625492,0.76,204,369,209.824,1.6
913275,0.76,217,357,210.0,1.6
575894,14.61,428,293,200.031,1038.3
194276,12.94,458,298,200.53,575.4
173032,7.25,427,302,209.809,275.9
398057,7.56,244,276,210.0,1.6
804524,4.15,442,308,209.557,1199.0
512405,6.0,351,369,200.186,1111.3
765524,11.46,610,400,200.692,1046.1
334865,2.78,89,383,209.716,1.6
381823,4.37,451,319,209.885,173.1
311453,1.06,206,333,210.0,23.4
340736,5.28,89,386,209.819,29.2
259312,7.92,489,370,201.052,1572.3
386318,10.73,604,364,199.367,1280.4
21425,1.47,244,287,210.0,95.0
328673,0.76,207,407,210.0,1.6
931747,0.76,103,407,209.809,1.6
964906,4.54,477,315,201.137,1093.6
631381,14.04,366,332,200.522,1264.7
460437,1.49,160,342,210.0,112.9
181146,6.92,168,381,208.877,221.7
73340,2.71,89,262,209.226,486.9
379911,9.1,481,330,200.455,1068.8
311892,5.45,461,388,209.689,114.4
300348,5.57,223,375,210.0,1.6
695224,9.41,434,293,200.584,645.6
999029,7.65,140,335,210.0,52.8
202051,5.3,190,279,210.0,1.6
686065,9.88,409,278,208.989,271.7
757598,8.58,561,390,210.0,767.2
802210,6.67,141,361,209.397,39.4
852974,10.16,440,327,201.706,329.2
416777,0.76,285,384,209.974,82.9
821316,5.33,239,389,209.626,1.6
144345,2.23,151,308,209.655,87.1
875799,10.42,595,431,200.198,1005.2
509245,4.5,447,302,209.112,826.1
602959,5.11,262,357,209.793,55.4
125999,6.71,487,335,201.231,990.2
251185,3.47,470,344,210.0,13.0
974746,0.76,136,359,210.0,115.1
312459,3.43,218,357,210.0,1.6
323914,6.55,520,398,199.779,1034.3
765186,7.65,213,359,209.624,161.0
327737,3.96,267,367,210.0,30.3
602681,3.97,189,363,210.0,182.7
784382,3.69,121,321,210.0,1.6
16080,6.57,89,258,209.331,268.1
730353,15.67,532,330,199.925,566.5
949854,4.08,131,297,210.0,106.5
73225,3.07,97,398,210.0,46.5
244781,7.92,466,313,209.359,174.1
945333,9.93,570,335,200.228,1028.7
833379,21.12,547,356,200.915,1027.9
920540,3.79,136,337,209.793,112.1
227344,9.74,518,386,204.388,1868.9
732666,4.45,89,301,210.0,77.3
101954,4.57,209,302,210.0,45.3
