,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
489379,4.02,98,391,209.996,44.8
63224,1.67,121,357,209.981,5.4
965339,4.66,176,366,209.918,43.6
779635,17.75,464,425,200.002,1121.3
695825,16.5,568,288,200.024,1526.8
561880,19.89,482,387,199.731,1447.4
279994,2.92,129,274,209.995,15.9
876144,8.6,462,410,200.647,753.3
571749,8.31,506,406,200.275,1010.4
435458,5.14,89,379,210.0,155.2
256147,12.97,456,295,200.288,849.5
527943,2.68,111,358,209.972,20.0
330301,5.86,257,381,209.98,312.9
872559,13.35,594,381,199.943,1652.5
69254,15.98,460,411,199.974,1222.4
678875,12.3,598,314,200.205,1443.8
275405,12.63,596,309,200.508,1209.2
943251,13.6,194,371,209.882,110.1
587305,4.91,477,331,209.962,83.8
889145,2.33,127,279,209.941,1.9
379066,14.76,599,283,200.897,1323.6
115771,3.11,271,340,209.949,300.8
517431,6.36,243,312,209.994,86.4
265973,4.37,331,290,209.968,1.6
675594,2.74,126,357,209.977,43.0
400807,6.68,354,300,210.0,246.5
565510,4.96,423,414,209.507,29.1
100075,18.34,488,386,198.943,1526.2
701082,8.59,438,285,209.968,563.8
103660,15.31,485,298,200.334,901.3
172271,14.87,502,363,200.267,971.9
331227,4.6,164,367,209.938,38.3
259149,4.41,162,373,209.949,52.4
938626,4.73,407,370,209.828,125.1
606357,6.22,420,401,200.152,202.8
990306,20.7,473,397,200.321,1326.6
829829,25.22,463,285,199.843,1320.8
875277,2.1,96,354,209.946,1.6
256729,7.33,548,303,200.484,1103.1
246895,16.54,452,415,199.82,1314.6
40810,6.18,424,332,209.948,253.4
314674,17.86,457,373,199.499,1249.7
20473,7.86,453,306,201.099,392.9
525060,17.27,448,318,200.342,277.5
582946,12.43,309,288,209.959,118.2
881794,3.76,111,308,209.98,17.8
974158,3.44,143,286,209.941,20.5
422758,12.52,576,311,200.072,1329.1
673532,17.84,458,280,199.993,1159.8
826660,15.16,455,390,200.034,1036.3
733810,15.43,581,376,199.925,1802.0
837315,2.17,121,271,209.881,7.7
570266,5.71,438,322,200.196,760.8
6298,6.89,468,347,209.994,560.6
996135,24.59,454,376,200.069,1859.0
711524,7.91,522,392,200.461,1055.4
959375,2.85,130,357,210.0,1.6
55070,2.97,133,416,209.923,7.7
21219,13.79,398,392,200.071,913.7
430193,6.26,372,378,209.951,195.3
992619,11.57,249,396,209.839,216.1
123551,5.44,266,377,210.0,278.8
432316,6.26,610,413,200.397,1073.6
274636,5.44,125,362,209.962,125.5
115138,12.75,505,397,200.231,1011.1
431446,6.63,414,367,209.778,313.0
92660,12.64,458,383,200.424,770.0
450102,2.61,99,355,209.893,3.1
348666,0.76,101,260,210.0,10.4
344474,5.05,154,364,209.953,63.4
483615,12.07,549,378,200.322,1076.1
508945,6.16,378,293,210.0,279.7
481188,7.52,280,308,209.963,148.2
441451,3.73,171,334,209.965,1.6
531787,8.01,313,392,209.944,732.6
556418,16.11,498,405,199.992,1379.3
973423,20.01,443,382,199.935,1606.3
386542,7.17,465,433,199.39,503.1
25768,3.09,150,295,209.933,29.1
470128,15.29,556,312,200.172,1366.1
931864,6.25,504,363,209.964,498.9
488469,6.04,465,427,199.732,715.3
200614,6.62,388,354,209.829,288.0
694206,13.3,454,300,200.524,808.4
969439,14.95,495,377,199.804,1292.4
802841,13.81,457,412,200.101,1052.2
98605,25.42,439,275,199.942,1768.5
303097,6.89,422,407,200.276,1271.2
765403,6.39,364,298,210.0,228.2
727932,4.71,308,340,209.902,91.0
519048,6.52,310,309,209.988,163.2
538356,13.82,299,297,210.0,248.4
442079,22.48,455,379,200.121,1690.8
421033,10.78,465,400,200.303,907.5
185498,2.99,154,373,209.931,35.7
62036,3.54,274,324,209.947,97.7
26706,7.17,442,334,199.816,351.1
178228,6.44,610,412,200.316,1217.7
265704,2.87,95,389,210.0,16.4
198493,2.55,145,396,209.905,47.6
373298,8.73,167,285,200.554,573.4
836405,18.31,459,378,199.943,1312.6
160613,5.34,576,420,200.388,1169.9
71972,2.59,97,376,209.952,1.6
803048,6.92,279,298,210.0,177.2
45678,7.0,467,373,200.44,399.0
599914,2.77,217,369,210.0,33.5
352277,15.74,515,285,200.377,1106.1
458903,7.01,409,303,200.415,281.6
777379,14.84,515,377,199.362,1458.4
841962,2.96,282,407,209.935,148.1
488708,7.55,529,405,200.564,926.7
360635,5.66,258,410,209.957,216.8
384368,10.49,610,399,200.24,1312.6
194702,3.95,99,374,210.0,49.0
186262,1.8,113,275,210.0,1.6
743971,0.82,105,271,209.946,20.5
768294,15.49,606,298,200.551,1266.6
394960,3.56,206,375,209.976,43.1
573357,16.37,474,363,199.623,289.4
928829,20.37,573,402,200.045,1414.6
852651,6.24,425,328,200.463,270.3
736362,8.17,280,400,210.0,168.0
723092,13.14,562,382,200.288,1109.9
496375,5.84,444,303,200.636,313.8
189080,6.36,456,311,201.083,329.2
829338,2.07,101,351,209.957,7.9
414038,12.2,543,393,200.14,1194.2
773849,1.91,122,372,210.0,28.2
199527,6.12,318,319,210.0,193.9
532186,5.69,241,316,210.0,40.9
920813,6.31,338,376,209.941,266.4
935025,6.53,412,355,209.919,279.8
514449,16.3,467,276,200.279,1101.1
941565,6.85,610,374,201.039,898.1
158992,2.88,106,387,209.968,36.5
995278,19.59,461,301,199.84,1292.0
607356,16.32,519,382,199.646,1367.6
567223,11.45,606,316,200.267,1210.0
924644,5.13,266,305,210.0,142.3
120646,2.44,137,393,210.0,21.9
98150,15.41,511,395,200.227,823.2
740315,6.56,315,402,210.0,183.7
795486,4.26,268,291,210.0,101.1
638308,7.39,533,404,200.598,779.9
859618,9.65,598,398,200.353,1316.0
30320,22.5,479,384,199.771,1612.9
622549,6.81,451,329,199.592,388.9
27963,6.75,351,297,209.964,237.3
896187,14.43,430,293,209.857,810.4
528532,10.37,225,266,210.0,483.0
91197,13.33,610,313,199.785,1643.7
644427,6.95,518,405,200.367,816.4
361512,7.22,449,350,209.938,306.4
705985,1.77,108,271,209.946,3.4
735052,15.91,434,308,200.155,947.7
15920,12.61,486,295,200.394,753.0
871823,9.54,242,355,209.978,499.3
346148,3.27,114,364,209.995,9.5
597098,1.15,89,351,209.989,4.3
306873,5.16,198,370,210.0,213.6
909952,11.25,253,393,209.963,181.5
950086,6.34,516,374,210.0,462.0
759040,4.52,148,331,209.933,547.1
462525,21.93,460,362,199.171,1377.6
662244,2.82,129,277,209.978,25.2
696212,13.89,593,395,199.95,1522.3
141887,5.64,584,410,209.919,859.4
604824,17.7,453,390,199.912,1325.4
584242,17.7,503,385,199.971,1627.3
143248,2.62,148,263,210.0,7.0
455701,15.35,545,387,199.865,1485.4
122338,4.46,123,307,210.0,19.8
716008,2.48,120,275,209.967,11.6
653636,9.2,457,292,200.686,488.8
358747,12.3,484,405,200.433,725.5
974038,12.65,431,372,200.357,760.5
321779,13.48,610,306,200.133,1481.7
540478,5.33,429,334,210.0,135.8
751996,3.73,145,424,209.938,32.6
183568,4.39,168,369,209.939,46.5
749753,16.39,458,344,200.439,1186.5
568228,3.98,159,284,209.938,28.4
119619,13.3,575,295,200.246,1314.0
861634,14.65,586,291,200.69,1262.7
780381,13.56,610,385,199.129,1892.7
252026,7.06,609,373,201.052,819.5
394957,5.99,282,387,210.0,552.0
542972,7.59,553,399,200.589,912.7
648861,14.9,528,281,200.074,1243.6
298012,16.36,559,292,200.088,1454.0
285675,6.88,479,354,209.979,422.2
961338,10.96,464,297,200.567,643.1
432371,7.02,269,408,209.997,51.9
307798,15.41,461,347,200.268,1021.1
373280,8.22,246,403,209.955,76.1
648368,4.95,183,366,210.0,101.5
49623,10.32,545,383,200.41,1013.9
330566,9.95,140,386,209.925,63.9
580403,7.61,514,359,200.068,512.9
148484,15.56,477,369,199.999,1305.0
696239,20.75,475,301,199.793,1462.3
489113,11.8,467,402,200.225,1012.4
964938,8.77,593,402,200.394,1213.3
352951,14.13,302,288,209.918,358.6
214217,1.67,125,396,209.987,15.6
43274,15.9,462,423,200.008,1163.6
762639,2.69,150,358,209.972,1.6
480989,8.08,158,387,210.0,64.6
125145,0.85,104,268,209.993,15.1
655616,14.85,477,282,200.401,1047.1
522840,7.4,289,337,209.978,276.3
696590,6.8,593,396,200.737,1184.0
113387,6.33,506,364,210.0,469.5
590299,6.26,449,311,200.945,350.2
696607,6.7,459,332,199.556,331.7
592287,17.68,457,393,199.827,1319.2
340741,20.44,430,358,199.671,1562.5
184780,11.69,610,319,200.146,1278.1
723570,14.05,500,375,200.419,783.3
698252,8.37,461,364,200.193,460.2
948560,19.96,463,390,199.781,1460.7
487424,10.83,508,384,209.983,596.6
326075,2.77,116,359,209.982,3.1
778659,17.04,455,301,200.026,1070.3
661039,16.88,526,403,199.922,1231.3
684660,15.75,527,367,209.642,447.4
13373,3.37,135,299,209.93,23.5
995315,18.2,550,393,200.004,1501.5
259361,23.5,458,289,199.855,1450.4
737970,1.84,90,355,209.935,12.9
708091,7.46,416,385,200.125,1447.1
490877,1.29,137,303,209.921,14.2
466439,5.53,183,386,209.961,201.8
944951,3.74,233,283,209.977,40.8
719756,14.48,573,423,200.327,1169.8
134216,19.0,571,402,200.235,1293.1
145154,2.36,100,300,209.994,13.5
527356,3.23,150,294,209.965,29.4
652555,20.44,487,285,200.141,1366.2
792577,1.63,103,268,209.999,1.6
965854,3.99,210,363,209.97,582.5
304682,19.76,500,357,199.955,1509.3
902072,11.52,610,314,200.187,1429.3
602844,6.36,566,376,210.0,789.5
813896,6.02,434,316,209.953,674.9
728235,5.85,295,379,209.973,70.7
630161,9.53,609,397,200.216,1315.9
789555,2.72,284,281,210.0,32.8
762141,6.28,502,352,209.843,409.1
602327,6.36,421,336,210.0,411.9
858787,4.34,116,306,209.965,16.5
385483,22.4,485,383,199.96,1711.8
474811,6.59,449,323,209.998,342.3
550033,11.66,586,402,209.734,1443.5
573558,1.08,111,270,210.0,1.6
329038,18.89,500,416,200.149,1152.1
642788,2.46,132,276,210.0,8.8
576649,2.18,127,356,209.977,13.8
578365,3.45,122,381,209.969,3.5
857348,21.29,523,397,200.226,1322.5
284921,10.46,259,355,209.957,283.5
13996,4.99,264,289,209.971,110.3
501169,6.58,400,292,210.0,292.6
18042,8.43,275,402,210.0,176.3
292258,9.15,311,373,209.977,957.5
3918,2.73,135,279,209.942,15.8
14062,6.28,474,303,200.505,416.2
817044,7.67,470,346,199.747,429.6
809181,14.6,578,398,199.731,1598.5
403044,13.09,540,381,200.51,913.7
627980,15.2,490,420,200.115,956.3
384262,1.93,280,314,209.977,70.8
249054,6.26,342,296,209.903,234.6
67298,5.84,349,335,210.0,106.3
339778,6.87,426,378,200.242,344.8
853198,2.99,105,391,209.928,19.8
171973,4.23,167,303,209.985,29.5
330756,11.22,467,401,200.366,771.4
313679,2.39,275,309,210.0,47.1
81095,3.23,115,303,209.955,26.1
82748,13.59,601,393,199.952,1634.7
139686,4.94,320,332,210.0,92.6
489619,5.41,89,372,210.0,236.0
506531,5.19,287,420,209.984,152.4
358723,3.14,139,279,210.0,13.5
779454,6.07,394,328,209.705,289.9
633777,8.35,456,382,200.541,431.6
183513,4.58,291,375,209.985,642.0
33224,15.7,483,349,200.225,1224.1
567095,5.67,374,393,209.902,204.7
819653,19.89,452,387,199.992,1457.1
653119,17.98,539,299,200.102,1379.5
182395,4.08,276,314,209.994,88.0
52402,5.61,293,324,210.0,158.0
605877,8.83,183,264,209.964,1.6
505602,2.68,121,382,210.0,12.5
127888,1.5,105,267,209.983,9.8
84894,4.41,89,349,210.0,66.3
58835,13.35,513,353,200.494,755.2
510616,16.12,467,415,200.028,994.5
217160,5.13,274,306,209.988,219.4
751171,1.25,105,269,209.966,1.6
793421,6.23,412,310,209.972,198.5
742364,3.16,122,390,209.982,22.6
423383,2.3,136,396,209.993,17.0
408080,9.0,491,382,200.119,1355.9
151111,4.73,112,310,209.996,31.0
337357,5.76,421,352,210.0,493.8
512476,14.52,266,290,210.0,319.5
273907,12.39,536,385,200.204,1129.8
173546,5.15,126,291,209.947,97.0
763198,14.07,454,399,199.98,1138.8
474533,11.75,459,295,200.512,633.9
96436,6.45,471,303,200.433,786.9
456078,4.47,124,360,209.977,64.8
547703,3.59,131,362,209.932,26.2
138801,11.0,521,375,200.604,632.7
198505,6.57,191,299,210.0,129.6
387672,4.9,109,300,209.918,37.4
939605,7.06,597,411,200.567,958.1
234036,18.62,438,381,200.028,1489.2
785555,7.21,423,389,200.152,1609.1
254292,9.85,272,413,209.938,122.1
780364,2.12,163,399,209.996,14.7
363263,14.02,408,332,200.587,967.8
136059,6.05,411,299,210.0,197.0
51564,4.98,272,403,209.964,127.3
8717,10.58,265,358,209.949,541.6
835419,5.02,416,356,210.0,462.6
771749,14.4,407,354,200.281,1032.0
778958,11.78,518,400,209.926,152.6
864372,3.46,164,364,210.0,1.6
86459,23.08,495,367,200.038,1872.4
257326,2.69,129,357,209.908,11.6
130277,5.51,499,415,200.193,1063.9
947556,5.8,361,359,209.926,202.1
182431,9.11,456,404,210.0,58.6
92376,1.71,188,263,210.0,1.6
971065,10.05,462,390,200.456,702.1
393608,16.2,492,351,199.964,1299.2
105758,6.42,382,371,210.0,316.1
494034,6.89,477,384,209.854,788.2
287574,6.35,463,429,199.918,784.4
920623,2.67,267,409,210.0,83.0
116592,21.21,452,285,199.168,1461.3
924238,5.49,414,355,209.949,156.1
305340,6.23,432,318,210.0,80.2
57393,6.53,504,434,199.457,551.9
467427,17.39,520,406,199.656,1392.7
752403,1.55,125,394,210.0,16.4
999560,13.95,439,379,199.978,1042.9
340825,6.03,281,408,209.972,129.8
37915,20.14,467,385,199.54,1450.6
681605,9.33,190,402,209.984,82.6
585984,1.23,134,276,209.985,1.6
918230,6.31,350,297,209.801,165.7
806084,4.85,276,407,210.0,144.1
717036,6.33,441,398,200.109,265.6
649112,13.51,445,393,199.91,1018.1
455034,18.09,454,413,200.052,1402.8
166473,1.04,114,356,210.0,1.6
646512,22.81,444,287,200.284,1390.8
337830,4.09,99,307,210.0,61.7
30375,16.53,538,405,200.045,1265.3
64290,10.76,593,406,200.376,1190.5
405715,3.05,110,326,209.965,21.2
139427,4.62,173,366,210.0,21.5
507442,15.75,509,295,200.218,1097.9
132693,18.1,460,302,200.094,1067.7
936791,15.51,581,292,200.085,1558.1
513268,11.29,519,391,210.0,857.5
742336,2.34,134,277,209.978,4.5
721135,4.85,281,300,209.973,187.9
751313,17.54,447,364,199.449,1364.0
166877,6.92,604,426,200.469,901.5
23285,6.34,378,294,210.0,254.6
510044,17.4,459,375,200.047,1188.4
253943,4.18,110,367,210.0,11.6
903553,13.48,466,403,200.251,155.2
166604,15.73,510,359,209.751,283.5
158683,7.37,441,321,200.233,999.2
395978,2.85,138,365,210.0,6.5
9954,3.92,251,307,209.925,38.9
855214,4.82,434,411,209.974,743.1
630091,11.94,583,406,200.032,1313.4
761263,1.21,103,260,210.0,1.6
108149,5.57,392,397,209.829,108.5
349138,6.04,536,413,200.642,1039.4
987780,14.23,271,287,210.0,252.3
804754,17.1,519,390,199.186,1497.5
332468,6.29,532,393,209.989,516.4
629264,16.85,464,342,200.347,300.6
566363,6.33,401,322,210.0,310.7
577929,5.65,555,426,200.435,120.3
1710,3.35,163,363,210.0,32.4
499234,18.15,456,390,199.941,1277.8
43754,16.63,464,428,199.878,1002.4
738690,14.16,458,299,200.275,855.7
521180,18.33,451,378,200.059,1520.8
906538,6.21,395,372,210.0,276.2
988204,14.71,570,367,209.791,1561.1
671354,6.69,501,405,209.962,667.4
964597,3.17,108,324,209.913,1.6
917988,5.37,424,312,209.983,57.5
370958,3.28,135,360,210.0,17.3
277800,6.44,460,332,199.895,348.2
775108,6.58,604,374,201.082,813.7
133717,12.7,482,401,199.83,1171.6
3726,13.94,552,292,200.343,1384.2
107756,3.32,262,292,210.0,25.7
804834,5.12,600,417,200.53,1042.4
329181,17.19,557,368,199.899,1829.3
934074,6.5,453,312,201.098,358.8
510676,22.37,454,359,199.809,1749.7
949428,5.13,375,391,210.0,147.8
204139,6.41,481,353,199.184,398.2
185913,5.74,283,417,209.965,96.2
942741,6.06,353,384,209.971,273.1
892518,12.61,298,411,209.878,234.7
324914,7.35,456,407,200.645,682.2
840745,5.29,592,374,200.794,941.7
583340,6.41,470,314,200.985,391.9
245761,2.15,89,356,210.0,31.5
863830,2.54,123,365,209.975,28.6
241721,12.98,447,376,200.309,1003.9
590347,6.21,513,308,200.788,314.9
542038,10.25,610,399,200.232,1353.6
980219,6.32,462,313,200.587,370.5
200078,2.1,116,363,210.0,6.7
67079,5.34,432,345,209.95,124.0
630214,7.37,609,393,200.942,861.0
651872,12.96,554,297,200.361,1032.1
171562,6.85,458,434,199.339,544.8
606023,13.27,516,385,200.053,1351.1
446193,10.44,460,321,200.451,808.2
31480,6.78,589,423,200.473,1082.9
14930,5.15,342,381,209.981,197.9
913465,23.21,471,385,200.108,1758.3
940968,15.2,280,290,210.0,265.2
337637,6.1,373,393,209.825,216.4
23673,10.64,505,279,200.536,536.1
720397,18.84,438,364,199.86,1409.2
60540,4.21,135,307,209.971,24.0
422425,5.64,439,428,209.89,535.7
178034,13.68,552,364,209.934,910.1
318064,14.62,496,367,200.317,1063.1
960456,24.71,447,376,199.955,1814.1
597279,2.27,277,320,209.908,84.4
240651,12.6,541,409,200.352,1013.8
860508,7.06,143,397,210.0,37.0
10464,13.77,246,288,209.894,161.8
880164,3.19,114,359,210.0,18.8
250556,15.86,590,311,199.811,1585.9
324043,15.71,439,381,200.012,1108.6
399196,5.11,247,403,209.9,168.6
196807,5.39,202,373,210.0,37.3
221876,3.49,126,305,209.996,27.2
660823,11.66,450,379,200.331,838.7
452447,3.3,254,294,210.0,87.0
90151,2.08,143,402,210.0,1.6
144138,10.62,507,363,209.987,790.5
979592,4.94,406,409,209.78,156.5
870289,4.61,438,420,209.839,635.8
842882,20.47,474,391,200.039,1332.0
114135,2.88,327,322,209.916,151.9
52413,15.82,539,284,200.158,1340.7
904743,2.7,105,392,209.914,13.5
407527,11.12,506,402,200.373,1029.0
782231,6.19,312,360,209.986,219.9
622142,18.04,457,389,199.905,1344.9
12973,20.29,476,384,200.05,1607.9
877530,16.49,465,350,200.105,1126.6
272355,10.81,576,404,200.395,1104.3
113372,3.47,127,361,210.0,13.2
122581,13.71,563,288,200.299,1174.3
812444,13.23,488,382,210.0,429.5
860002,14.63,451,342,200.336,1028.3
943202,4.16,172,303,209.943,22.6
167489,6.55,459,428,209.918,508.3
961314,3.73,225,413,209.965,77.0
647359,0.95,105,263,209.922,1.6
931204,3.91,171,300,209.954,42.2
23682,18.48,465,396,199.906,1358.6
848533,6.92,521,380,200.579,816.0
751501,13.45,610,315,200.17,1423.5
481859,16.71,533,372,199.539,1514.4
23951,16.21,509,375,200.425,770.7
378208,5.8,249,413,210.0,615.6
868697,4.53,260,419,210.0,132.9
546941,2.75,129,357,210.0,16.5
901728,17.25,508,378,199.584,1429.2
321778,17.67,479,287,200.098,1150.0
971148,16.33,464,381,200.151,975.9
61676,6.08,432,315,200.244,693.4
169482,13.19,603,315,200.039,1435.5
674942,16.5,570,395,200.028,1430.9
416508,12.8,480,295,200.524,832.7
712238,14.26,464,410,200.067,1154.3
92083,1.85,175,302,209.945,30.9
113067,7.34,432,299,200.283,389.9
960560,5.22,124,383,209.986,102.5
168063,13.31,451,336,200.666,909.4
18092,7.86,188,315,210.0,592.9
868205,11.82,264,357,209.932,372.8
980294,21.88,477,382,199.77,1620.0
865260,2.49,142,349,209.99,37.0
396638,17.4,494,294,200.08,1254.8
293540,4.28,188,293,210.0,33.0
96511,15.71,463,414,200.111,1214.0
131552,0.76,109,248,209.993,1.6
678826,12.4,446,406,200.118,931.0
313599,16.15,457,340,200.299,1222.8
853784,9.09,268,351,210.0,439.3
155552,5.96,251,378,210.0,283.4
672358,12.43,604,316,200.109,1397.2
661482,7.35,170,401,209.958,24.7
173511,16.91,541,414,200.153,1056.8
993152,20.21,532,309,200.142,1369.7
817322,3.83,174,368,209.912,6.8
74396,16.06,491,298,200.452,830.4
33380,21.87,518,384,199.792,1892.7
131914,6.21,317,371,210.0,268.6
921165,23.14,465,344,199.395,1428.4
191115,6.6,247,313,209.936,97.8
169122,5.27,441,309,209.959,22.4
58470,14.72,596,371,199.697,1892.7
164671,11.88,570,390,200.267,1175.0
407891,2.57,140,271,209.961,16.2
224870,7.11,529,409,200.533,667.2
715676,17.3,564,313,200.097,1351.1
179129,12.28,455,410,200.076,1082.9
390433,6.34,382,387,209.89,218.0
4416,5.61,143,298,210.0,168.7
250209,22.34,478,383,200.094,1542.7
332270,10.76,162,397,209.927,59.2
476290,6.27,279,409,210.0,161.4
863784,16.82,460,298,200.354,960.6
982815,4.65,325,280,210.0,820.0
590887,16.55,538,368,200.08,1891.9
532310,4.38,499,373,210.0,464.3
160877,5.95,537,330,200.655,156.2
203286,9.32,330,406,209.898,207.3
489240,5.38,455,418,199.81,883.9
186089,5.61,318,325,210.0,128.9
807088,6.69,409,307,200.512,291.1
977288,14.22,610,318,200.317,1193.3
16247,7.66,240,405,209.969,124.8
947797,4.05,153,367,209.984,57.4
799217,15.39,573,395,199.748,1553.3
12284,15.8,466,408,200.053,1002.2
148417,10.89,274,301,209.968,186.8
547779,4.13,127,311,210.0,1.6
740546,4.82,257,404,209.986,133.6
977552,2.61,131,339,209.966,23.6
507950,15.59,560,367,209.772,454.2
689411,3.63,157,284,209.926,26.7
311167,2.38,107,363,210.0,3.6
615315,7.38,562,404,200.482,1082.7
625492,4.57,161,370,210.0,31.0
913275,6.55,376,299,210.0,253.4
575894,7.45,455,409,200.578,589.5
194276,11.19,239,386,210.0,293.9
173032,12.46,597,413,200.315,1328.2
398057,5.48,495,410,200.208,267.0
804524,11.18,195,294,210.0,335.1
512405,2.89,141,363,209.906,33.0
765524,7.99,461,415,200.687,632.4
334865,17.29,455,372,199.584,1237.7
381823,6.61,346,297,209.994,249.9
311453,13.1,463,299,200.333,817.3
340736,16.62,453,372,200.048,1158.7
259312,13.05,547,378,200.358,972.2
386318,0.76,93,282,210.0,1.6
21425,2.76,122,317,209.958,20.0
328673,10.63,604,402,200.333,1329.3
931747,15.74,455,353,200.03,1169.2
964906,3.24,120,291,209.929,13.1
631381,6.26,233,301,210.0,188.5
460437,19.9,537,386,199.697,1676.2
181146,19.78,448,333,199.946,412.6
73340,6.49,323,376,209.933,288.5
379911,4.73,203,282,209.998,31.5
311892,16.82,453,368,199.925,1157.3
300348,13.74,473,374,200.199,1010.3
695224,15.64,296,290,210.0,279.3
999029,16.19,490,389,199.857,1357.7
202051,3.88,122,383,209.999,2.8
686065,3.82,163,400,209.927,9.0
757598,2.31,119,276,209.959,1.6
802210,12.37,287,300,210.0,267.7
852974,14.66,448,348,200.404,1014.3
416777,3.21,100,394,209.954,108.2
821316,6.35,459,404,200.247,823.9
144345,11.96,456,299,200.433,682.0
875799,4.86,169,371,209.889,41.5
509245,6.85,340,293,209.99,237.0
602959,4.7,213,313,209.913,76.8
125999,14.97,235,359,210.0,303.6
251185,2.63,147,319,210.0,42.3
974746,7.34,251,311,210.0,212.6
312459,7.46,566,401,200.529,834.4
323914,7.6,550,408,200.434,1153.9
765186,4.93,215,308,209.94,84.9
327737,14.43,457,370,199.789,1179.2
602681,16.66,459,337,200.187,1182.5
784382,5.4,177,323,210.0,1.6
16080,3.65,280,403,210.0,203.0
730353,11.97,428,359,209.987,819.5
949854,13.49,275,290,209.956,207.5
73225,20.83,432,382,199.999,1625.5
244781,6.71,552,378,200.512,720.3
945333,4.46,407,399,209.674,173.6
833379,13.88,568,389,209.689,1551.7
920540,20.98,499,293,199.92,1299.3
227344,9.01,250,338,209.996,278.5
732666,6.2,509,375,209.988,507.3
