,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
75,11.16,607,399,200.205,1410.0
76,6.2,322,375,209.948,244.9
77,12.54,605,312,199.927,1518.7
78,7.18,231,401,209.993,105.7
79,9.99,196,293,200.62,494.4
80,7.05,461,315,200.943,322.3
81,4.03,268,284,210.0,778.3
82,24.6,463,378,199.959,1892.7
83,16.92,548,367,199.517,1577.3
84,19.05,461,367,199.087,1378.6
85,5.08,439,424,209.943,544.0
86,5.13,195,368,209.947,536.2
87,3.73,148,366,209.94,26.4
88,9.25,452,285,210.0,515.4
89,2.26,115,274,209.995,20.4
90,6.32,416,307,200.74,297.6
91,13.8,569,404,199.338,377.0
92,5.93,464,434,209.448,456.7
93,11.19,263,411,209.892,197.1
94,4.2,148,280,210.0,20.5
95,6.19,273,376,209.989,285.1
96,2.85,165,333,209.933,55.3
97,4.43,176,288,210.0,8.4
98,2.16,120,265,210.0,1.6
99,14.08,561,418,199.945,1485.4
100,7.8,441,359,200.123,405.7
101,2.86,145,359,209.982,23.5
102,5.2,252,403,209.858,75.6
103,19.96,535,284,199.841,1419.6
104,6.21,331,377,210.0,230.5
105,14.01,474,361,209.964,720.1
106,1.49,109,302,209.977,17.8
107,21.97,454,386,199.814,1617.3
108,6.26,372,393,209.927,198.6
109,7.44,558,406,200.546,783.8
110,5.14,448,317,209.964,5.0
111,1.11,106,254,209.957,13.9
112,15.8,454,341,209.899,195.2
113,5.97,370,343,200.192,237.4
114,6.6,276,404,209.942,180.8
115,7.03,427,382,200.206,1465.4
116,11.14,610,401,199.758,1445.4
117,6.57,340,375,209.99,229.6
118,20.03,552,391,200.21,1390.2
119,8.07,456,412,200.552,682.4
120,6.27,541,414,210.0,725.0
121,4.33,160,287,210.0,38.1
122,6.32,340,375,209.942,236.8
123,17.26,456,367,199.699,1222.8
124,6.16,526,372,209.941,64.9
125,10.71,596,401,200.305,1242.8
126,3.67,159,302,209.872,38.8
127,3.36,110,364,209.986,10.6
128,1.74,118,262,210.0,20.5
129,13.17,449,381,200.361,759.1
130,11.75,596,315,200.262,1419.5
131,19.11,451,303,200.03,1289.9
132,6.89,359,293,209.963,291.3
133,6.65,389,335,209.625,284.8
134,6.96,228,406,210.0,64.7
135,4.11,128,314,210.0,23.6
136,6.54,272,289,209.974,188.5
137,20.11,554,415,200.177,1278.7
138,11.56,455,411,200.126,959.4
139,6.02,312,400,209.883,92.4
140,9.68,273,349,210.0,165.5
141,3.7,277,415,209.936,187.6
142,16.75,542,289,199.927,1431.3
143,19.77,476,391,199.925,1432.9
144,5.42,309,399,209.942,881.6
145,12.74,429,362,200.335,701.7
146,16.26,572,298,200.437,1294.6
147,4.87,166,369,209.948,55.9
148,13.52,601,306,200.338,1448.7
149,6.21,513,374,209.927,547.5
150,15.2,448,402,200.023,1202.9
151,2.13,198,275,209.942,25.7
152,4.24,273,404,209.938,95.5
153,7.13,420,306,200.759,278.1
154,13.26,251,387,210.0,199.8
155,9.56,519,405,200.456,929.3
156,6.39,352,295,210.0,240.8
157,12.63,583,411,200.156,1443.0
158,6.02,184,363,209.957,204.2
159,9.84,448,384,200.416,561.9
160,5.61,200,399,209.996,7.2
161,4.06,134,304,209.991,27.3
162,16.82,451,282,200.106,1138.4
163,3.72,278,291,209.982,60.2
164,2.73,142,297,210.0,30.6
165,6.68,421,397,200.021,1325.0
166,3.4,139,301,209.92,33.1
167,6.56,345,294,209.969,236.3
168,1.81,109,390,209.962,9.5
169,0.76,101,267,209.981,2.8
170,7.18,432,386,200.094,1510.4
171,5.3,359,385,210.0,205.5
172,8.83,166,402,209.867,50.1
173,6.18,381,392,209.799,166.6
174,6.51,502,393,210.0,839.2
175,22.91,447,353,199.681,1631.7
176,6.35,269,400,209.986,149.6
177,4.01,138,282,209.865,14.4
178,6.54,417,304,200.7,269.1
179,14.77,515,360,200.353,937.1
180,5.83,460,321,200.066,158.8
181,2.26,101,365,210.0,1.6
182,6.36,410,294,210.0,306.7
183,5.94,246,295,210.0,82.1
184,6.52,374,364,209.965,285.8
185,6.26,308,381,209.948,786.6
186,3.55,150,284,209.941,16.2
187,6.24,426,307,200.641,304.0
188,4.13,274,419,209.935,124.7
189,6.22,369,356,210.0,180.1
190,3.08,172,295,210.0,1.6
191,5.96,585,412,200.663,793.9
192,5.53,542,425,200.312,944.9
193,4.91,223,307,209.99,83.3
194,3.61,276,282,210.0,63.4
195,4.77,153,324,210.0,387.3
196,5.99,464,326,200.105,796.3
197,14.57,537,281,209.94,1287.5
198,12.72,458,308,200.397,873.1
199,1.74,117,255,209.909,11.9
200,5.98,464,311,200.926,365.9
201,6.16,402,397,209.676,161.9
202,4.12,116,305,209.971,25.9
203,3.92,117,314,210.0,12.7
204,14.22,536,285,200.299,1163.7
205,5.15,272,323,209.959,136.2
206,11.21,289,362,209.899,885.7
207,4.12,89,342,210.0,62.2
208,3.0,89,390,209.967,34.3
209,11.02,463,299,200.507,667.4
210,4.16,179,316,210.0,30.8
211,16.46,475,345,200.254,1289.6
212,1.25,108,333,210.0,30.8
213,13.25,284,390,209.797,321.1
214,3.53,299,290,210.0,72.1
215,15.7,509,362,209.893,262.9
216,18.0,587,394,199.918,1604.0
217,25.41,454,351,199.772,1856.2
218,4.18,134,304,209.974,21.4
219,10.19,559,403,200.192,1191.1
220,9.41,446,366,200.676,659.2
221,4.71,270,423,209.95,138.1
222,8.86,447,288,200.622,515.9
223,11.81,460,410,200.319,972.6
224,4.59,450,434,209.429,547.7
225,10.77,469,357,200.683,639.7
226,7.19,454,307,200.884,298.5
227,15.88,449,291,200.003,1102.2
228,4.08,275,315,210.0,95.5
229,6.33,418,323,210.0,499.1
230,10.31,244,349,210.0,390.3
231,11.63,562,398,200.105,1180.0
232,17.99,550,421,200.004,1412.8
233,6.52,571,375,210.0,952.3
234,3.85,420,434,209.671,1.6
235,6.03,443,304,200.835,322.9
236,5.37,184,312,210.0,465.8
237,5.83,602,414,200.466,1140.3
238,2.51,92,307,210.0,1.6
239,2.67,100,334,209.967,4.1
240,20.83,461,293,199.899,1383.7
241,3.96,428,424,209.849,599.6
242,1.81,107,366,209.947,1.6
243,3.91,246,366,210.0,152.0
244,23.62,460,292,199.805,1559.6
245,7.39,455,353,199.991,404.9
246,2.23,129,358,209.989,6.8
247,5.88,396,328,210.0,242.7
248,15.25,540,397,199.162,1459.1
249,4.96,260,297,210.0,56.7
250,20.8,531,369,199.739,1892.7
251,20.75,461,272,199.914,1333.4
252,12.37,268,405,209.776,256.1
253,5.83,527,413,200.432,783.6
254,3.92,109,307,209.959,22.7
255,10.3,316,309,210.0,985.5
256,15.79,565,386,199.141,1554.9
257,4.84,167,382,210.0,67.1
258,18.25,463,305,199.904,1251.7
259,16.04,461,419,200.046,1113.1
260,6.79,468,423,200.101,987.0
261,5.88,460,312,200.857,351.0
262,5.98,411,315,209.871,125.0
263,16.81,455,373,199.662,1318.4
264,2.92,286,307,209.949,104.3
265,3.17,150,295,209.938,37.2
266,6.72,454,328,199.524,361.7
267,1.52,101,361,209.986,1.6
268,19.01,439,303,199.933,1424.9
269,5.54,426,348,209.695,434.3
270,2.06,129,279,209.985,4.4
271,5.54,519,388,209.816,412.1
272,3.5,184,411,209.838,85.8
273,7.05,455,326,199.299,391.2
274,4.16,455,415,200.082,785.5
275,9.75,501,406,200.449,861.6
276,6.84,474,388,200.531,384.2
277,2.81,269,310,210.0,51.8
278,12.71,607,402,199.502,1564.4
279,22.72,471,280,199.948,1457.9
280,6.34,394,333,209.974,226.9
281,12.97,501,406,199.922,1217.3
282,3.28,136,397,209.95,64.8
283,6.6,407,395,200.076,281.6
284,1.05,125,399,210.0,14.3
285,6.43,488,393,200.483,398.1
286,12.04,487,403,200.495,785.1
287,2.29,160,315,210.0,40.8
288,7.11,445,387,200.376,1273.7
289,5.33,350,341,209.974,91.9
290,14.23,596,375,199.175,1892.7
291,17.68,470,404,200.092,1045.0
292,12.19,468,292,200.533,607.2
293,13.4,575,378,200.1,1647.7
294,14.51,457,375,200.29,1099.3
295,4.87,226,407,209.784,168.2
296,1.79,111,358,209.972,12.5
297,9.8,603,402,200.256,1295.7
298,16.52,488,345,200.317,1293.0
299,7.54,552,405,200.392,957.5
300,3.5,125,309,210.0,11.1
301,6.98,462,299,200.655,443.5
302,11.02,610,400,200.212,1283.0
303,13.28,457,372,200.426,880.0
304,16.66,530,379,209.756,1593.8
305,23.84,465,384,199.834,1675.9
306,18.2,469,369,199.355,1363.3
307,11.66,277,412,209.968,203.0
308,1.93,119,276,210.0,1.6
309,12.14,500,394,200.281,1102.4
310,5.45,274,408,209.965,152.2
311,4.95,174,370,210.0,11.7
312,2.22,125,281,210.0,6.5
313,5.68,99,370,210.0,184.6
314,13.17,603,382,199.83,1732.4
315,3.39,480,278,210.0,488.8
316,6.9,437,367,199.674,1495.9
317,6.4,281,404,209.99,157.9
318,3.13,137,342,210.0,19.6
319,6.1,407,339,210.0,412.8
320,4.25,261,413,210.0,109.0
321,6.02,430,312,200.566,196.0
322,13.2,472,400,200.173,939.8
323,5.37,283,327,209.997,175.3
324,4.91,229,415,209.927,141.6
325,15.63,461,299,200.17,979.5
326,1.39,110,273,210.0,10.2
327,13.4,577,295,200.353,1391.0
328,17.35,491,389,200.343,363.6
329,5.88,290,412,209.979,145.2
330,5.9,584,412,200.634,1172.8
331,1.46,122,276,209.906,1.6
332,6.24,272,289,210.0,233.5
333,14.82,283,290,210.0,365.9
334,6.61,423,335,200.369,628.0
335,6.31,232,313,210.0,309.2
336,6.46,484,328,200.755,880.2
337,7.91,281,307,210.0,50.5
338,20.03,469,387,199.944,1208.7
339,5.48,102,302,209.9,116.8
340,2.83,132,362,210.0,27.8
341,13.99,270,293,209.999,276.9
342,16.37,483,303,199.796,1182.3
343,11.49,459,381,200.496,670.0
344,15.79,475,283,200.282,1042.4
345,14.61,273,284,210.0,266.7
346,14.78,470,351,209.926,120.1
347,2.87,145,275,210.0,8.5
348,13.6,606,305,200.277,1305.4
349,3.0,144,370,210.0,19.8
350,6.56,521,416,200.602,748.3
351,5.96,428,295,210.0,218.1
352,6.38,460,313,200.922,350.6
353,1.47,90,351,209.874,21.5
354,13.8,583,293,200.1,1458.8
355,6.55,405,352,200.099,249.4
356,6.42,391,304,200.574,282.2
357,0.91,90,345,210.0,1.6
358,6.44,440,319,210.0,438.2
359,6.43,494,392,200.628,349.5
360,1.09,107,303,210.0,23.7
361,12.74,564,296,200.414,1138.6
362,0.8,107,271,209.986,18.4
363,7.45,256,406,210.0,79.1
364,16.38,465,281,200.231,1127.4
365,12.19,255,291,210.0,145.6
366,5.83,480,333,210.0,525.7
367,6.73,444,303,200.777,394.2
368,13.19,476,391,200.253,1031.9
369,3.84,262,285,210.0,63.6
370,9.74,463,406,200.469,623.4
371,2.01,108,272,210.0,6.3
372,2.9,95,338,210.0,1.6
373,0.76,101,269,210.0,2.3
374,1.85,114,325,209.932,1.6
375,2.98,117,301,210.0,24.9
376,18.05,476,407,200.076,1363.1
377,20.09,471,390,199.936,1399.7
378,16.5,454,358,199.863,1299.1
379,6.06,443,334,209.843,228.1
380,4.16,163,291,210.0,31.1
381,17.34,558,307,200.083,1345.9
382,7.39,158,361,210.0,1.6
383,12.18,418,374,200.245,808.8
384,18.83,546,408,200.043,1328.3
385,20.68,473,378,199.512,1468.5
386,5.61,418,305,210.0,199.2
387,6.53,409,366,209.778,299.1
388,6.59,420,361,209.975,327.2
389,6.6,466,308,200.91,439.4
390,3.18,146,356,210.0,27.3
391,6.63,424,297,210.0,361.9
392,5.67,221,404,210.0,395.8
393,4.83,358,334,209.978,112.5
394,7.47,578,374,200.647,1122.0
395,6.53,408,382,200.145,1306.1
396,11.28,562,403,200.16,295.3
397,4.14,120,316,209.92,15.3
398,5.81,253,286,210.0,373.5
399,4.6,277,415,210.0,138.1
400,15.42,581,400,200.134,1427.0
401,3.13,103,358,209.95,1.6
402,11.38,478,288,200.669,554.4
403,9.36,295,406,209.808,252.7
404,2.74,198,289,209.941,39.4
405,5.05,178,312,210.0,4.6
406,12.85,408,354,200.438,782.5
407,14.28,592,295,200.327,1372.3
408,13.7,583,315,200.032,1462.1
409,5.2,425,317,210.0,642.8
410,5.6,195,393,209.99,198.2
411,2.67,89,356,210.0,22.5
412,12.59,490,369,209.973,513.3
413,6.96,581,386,200.79,831.4
414,0.76,99,390,209.951,10.1
415,16.9,496,360,199.916,1391.8
416,13.84,584,378,200.073,1621.8
417,5.96,262,312,209.985,783.0
418,14.69,599,375,199.836,1742.3
419,5.33,473,407,200.5,213.7
420,14.55,504,292,200.427,982.9
421,17.15,472,400,200.229,1136.5
422,21.57,513,303,200.059,1211.7
423,10.61,602,404,200.055,1360.0
424,5.83,437,425,200.023,631.7
425,6.41,373,292,210.0,235.0
426,5.85,481,306,210.0,411.0
427,5.36,508,380,209.995,389.1
428,2.95,91,357,210.0,4.8
429,19.28,528,393,200.067,1431.0
430,7.29,404,379,200.271,338.6
431,1.41,117,272,209.939,9.3
432,1.71,136,294,210.0,33.4
433,2.52,112,389,209.997,1.6
434,7.0,544,434,200.32,618.0
435,2.35,138,281,209.924,4.7
436,9.51,610,401,200.203,1335.3
437,15.96,581,288,210.0,1199.6
438,11.69,439,347,200.568,103.6
439,15.47,194,358,210.0,177.7
440,7.31,423,386,200.237,347.5
441,5.57,222,298,209.988,8.4
442,4.56,185,414,209.879,41.2
443,16.88,451,406,199.888,1244.3
444,14.96,582,415,200.06,1267.7
445,15.64,481,374,199.619,1326.4
446,5.96,126,390,209.963,24.0
447,5.04,175,400,209.759,116.4
448,2.61,129,359,209.946,23.3
449,2.68,128,357,209.99,26.3
450,2.48,101,362,209.955,7.9
451,17.96,467,347,199.508,1337.4
452,10.42,473,300,200.522,551.3
453,13.6,429,375,199.725,1006.2
454,20.46,466,392,200.006,1416.4
455,2.87,106,362,210.0,9.9
456,3.85,425,411,209.836,769.3
457,10.19,461,296,200.611,558.0
458,15.2,500,377,199.383,1404.2
459,23.1,452,269,199.686,1340.6
460,17.09,462,349,200.407,1105.3
461,6.97,519,299,210.0,291.5
462,4.97,89,346,209.966,98.4
463,6.59,419,317,209.975,299.2
464,15.83,475,350,199.611,338.9
465,13.45,473,296,200.42,834.6
466,2.82,141,363,210.0,25.7
467,10.38,456,409,200.48,782.8
468,3.11,125,361,209.966,27.2
469,6.26,478,305,200.88,429.1
470,3.4,124,362,210.0,40.6
471,2.63,116,380,209.97,17.0
472,6.01,328,358,210.0,196.9
473,1.98,191,277,210.0,1.6
474,15.86,436,405,199.872,1292.6
475,6.56,591,424,200.45,994.6
476,20.5,456,368,199.135,1425.6
477,19.4,534,368,199.908,1616.0
478,8.62,160,272,209.968,1.6
479,6.41,446,434,199.87,443.6
480,5.0,113,326,210.0,1.6
481,16.05,517,293,200.086,1196.6
482,7.11,575,431,200.451,899.4
483,13.65,605,378,199.567,1791.8
484,16.22,464,302,200.212,1034.0
485,1.51,102,265,209.861,1.6
486,4.91,89,367,210.0,237.7
487,14.47,596,413,200.466,1207.7
488,13.27,605,405,199.646,1545.6
489,3.63,131,364,209.995,8.3
490,13.25,595,389,199.617,1641.4
491,13.2,452,379,200.056,995.0
492,1.96,125,358,210.0,27.5
493,11.12,532,409,200.084,1183.0
494,6.95,596,382,200.98,826.4
495,9.99,610,399,200.146,1391.4
496,1.75,163,258,210.0,1.6
497,2.28,113,271,209.959,16.3
498,13.98,532,399,199.97,1420.1
499,3.86,147,283,209.934,32.8
500,5.32,546,375,209.962,648.2
501,5.56,218,366,209.972,197.3
502,6.93,502,412,200.303,965.1
503,3.79,244,297,209.962,66.7
504,17.44,460,284,200.297,1167.7
505,3.81,153,377,209.916,12.4
506,7.94,513,400,200.525,976.2
507,9.91,183,402,209.896,66.2
508,6.13,420,391,209.8,179.3
509,4.59,277,415,209.987,81.3
510,6.81,496,320,200.602,1041.7
511,10.01,252,343,210.0,470.1
512,6.15,384,387,209.95,240.9
513,2.31,120,277,209.928,11.6
514,8.99,579,400,200.302,1223.4
515,3.19,147,295,210.0,503.1
516,15.15,554,372,199.949,488.3
517,21.28,477,382,199.947,1531.9
518,1.39,103,291,209.999,20.4
519,5.02,279,415,209.867,184.3
520,6.48,320,316,209.97,196.6
521,6.12,211,311,210.0,64.0
522,9.11,163,364,209.994,46.3
523,3.24,134,362,209.93,35.6
524,5.11,370,326,209.79,155.3
525,5.82,449,318,200.322,875.4
526,2.83,157,368,210.0,20.0
527,6.89,476,314,201.009,1172.8
528,13.49,437,348,200.379,863.9
529,3.56,183,307,209.947,46.2
530,7.74,526,397,200.424,1394.1
531,1.43,111,273,209.953,7.4
532,9.66,592,402,200.257,1268.5
533,15.76,560,408,200.042,1480.8
534,6.75,479,298,210.0,345.7
535,14.67,597,401,199.717,1706.6
536,12.24,461,397,200.124,993.9
537,2.29,126,357,209.85,9.4
538,3.85,416,377,209.729,467.3
539,3.25,214,288,209.94,70.2
540,3.67,140,370,210.0,8.4
541,4.9,238,381,210.0,322.4
542,15.24,547,300,200.41,1032.5
543,6.37,351,295,209.961,250.4
544,6.65,219,301,210.0,147.2
545,5.99,353,301,210.0,188.3
546,15.48,471,320,200.274,904.8
547,6.27,485,353,210.0,416.4
548,13.97,585,373,209.671,1588.3
549,15.68,589,394,199.799,1586.8
550,4.89,183,398,210.0,118.9
551,22.08,488,379,199.686,1647.4
552,12.51,457,373,200.438,776.0
553,7.89,439,390,200.328,1471.7
554,3.29,109,360,210.0,36.1
555,4.15,162,304,210.0,44.7
556,15.5,469,350,200.286,1146.1
557,1.77,150,275,210.0,506.5
558,16.36,492,291,200.372,946.7
559,6.21,519,307,210.0,344.5
560,11.98,415,373,209.942,740.4
561,10.56,425,377,210.0,572.1
562,16.1,564,392,199.952,1588.2
563,17.78,547,384,199.62,1538.1
564,6.78,602,383,200.913,843.0
565,2.87,126,275,209.984,17.2
566,11.42,558,412,200.206,1156.7
567,4.45,411,391,209.925,160.5
568,18.59,462,396,199.836,1328.9
569,16.96,556,388,199.794,1685.2
570,19.38,543,389,199.897,1708.7
571,13.63,246,373,210.0,310.1
572,6.57,168,303,209.938,1.6
573,2.28,114,353,210.0,14.2
574,6.36,468,308,200.823,243.7
575,11.89,600,404,199.676,1498.5
576,3.28,158,300,209.947,15.6
577,3.25,440,294,210.0,488.9
578,25.73,469,280,199.699,1526.7
579,8.77,167,365,210.0,10.0
580,15.97,456,332,200.405,1113.0
581,6.55,389,366,209.873,308.6
582,18.4,496,386,199.98,1381.2
583,7.04,398,301,200.474,251.0
584,14.23,597,399,199.477,1725.3
585,4.61,280,417,209.974,125.8
586,13.48,570,307,200.07,1371.3
587,1.96,116,255,209.971,9.8
588,16.77,458,356,200.147,1213.3
589,6.41,456,306,201.183,385.3
590,6.1,370,362,209.72,277.2
591,0.76,110,398,210.0,2.7
592,13.2,279,287,209.904,211.6
593,3.6,464,403,209.994,662.8
594,2.2,131,295,209.945,31.7
595,13.66,552,377,200.203,375.5
596,10.63,456,405,200.456,829.8
597,5.57,366,388,209.939,169.9
598,3.52,302,282,209.933,57.5
599,3.11,92,384,209.966,42.0
600,4.83,278,302,210.0,88.2
601,22.37,462,292,199.955,1354.3
602,5.23,263,363,210.0,761.8
603,4.01,277,407,209.998,223.4
604,6.44,242,399,210.0,592.6
605,5.11,181,373,210.0,1.6
606,10.38,268,346,209.981,401.0
607,6.15,447,309,200.653,334.3
608,3.17,121,363,210.0,46.6
609,0.98,105,259,209.976,8.0
610,3.66,122,364,209.995,21.5
611,6.53,498,377,200.409,642.4
612,13.32,486,384,200.406,809.5
613,4.36,148,369,210.0,25.7
614,15.28,490,361,200.522,887.9
615,18.4,269,292,209.953,238.8
616,6.07,289,314,210.0,138.0
617,14.89,602,406,200.072,1533.6
618,2.82,179,291,210.0,1.6
619,12.91,605,314,200.21,1440.6
620,7.29,453,357,200.157,396.1
621,14.03,260,383,209.927,325.4
622,5.15,192,403,209.969,113.6
623,4.5,173,302,209.928,31.0
624,3.69,124,307,209.976,24.3
625,7.55,261,299,210.0,259.1
626,3.88,104,364,209.93,14.1
627,14.74,588,369,199.826,1713.7
628,4.75,279,407,210.0,218.2
629,13.5,455,404,200.086,1038.7
630,4.1,380,370,209.921,22.6
631,9.22,456,289,200.732,509.6
632,4.62,243,292,209.984,109.8
633,4.29,156,286,210.0,35.6
634,4.8,89,305,210.0,63.3
635,5.26,297,402,210.0,107.6
636,1.64,110,256,209.99,13.6
637,7.24,559,407,200.498,1190.1
638,7.04,549,373,200.83,726.0
639,15.95,461,352,200.322,1101.3
640,7.23,586,384,200.907,827.0
641,13.78,528,410,199.568,1265.0
642,10.81,555,401,200.326,1066.0
643,18.75,452,297,199.908,1279.6
644,5.49,229,398,209.998,258.3
645,6.97,500,378,209.88,828.3
646,4.21,177,391,209.943,34.5
647,14.52,426,351,200.177,181.1
648,3.02,113,357,209.95,10.2
649,2.76,136,287,210.0,40.7
650,11.16,513,356,209.923,543.6
651,6.04,427,318,200.559,223.6
652,6.99,274,320,210.0,150.5
653,3.29,115,396,210.0,20.4
654,12.67,558,388,200.281,1490.5
655,7.44,459,308,201.009,331.1
656,6.18,606,410,200.539,1171.8
657,7.63,281,404,209.9,1091.4
658,16.26,462,289,200.187,1084.3
659,11.29,473,361,210.0,569.9
660,6.64,457,308,201.14,379.2
661,6.72,429,377,209.88,332.8
662,19.73,504,381,199.952,1537.2
663,6.15,145,293,209.969,1.6
664,15.57,592,398,199.946,1605.6
665,17.7,444,392,199.92,1430.7
666,1.73,266,286,209.989,44.4
667,10.54,606,404,200.358,1224.1
668,2.46,126,275,209.95,1.6
669,2.8,125,356,209.924,12.5
670,4.69,107,308,209.988,57.8
671,18.16,568,301,199.968,1419.6
672,11.43,272,384,209.952,212.8
673,5.12,286,367,209.916,648.2
674,8.41,197,357,209.995,669.6
675,7.13,508,404,200.414,973.1
676,6.34,365,362,209.866,295.4
677,4.07,141,349,209.95,78.5
678,4.3,171,296,209.992,21.6
679,13.75,610,401,198.978,1883.5
680,1.59,125,391,209.998,17.0
681,15.8,248,350,209.927,320.9
682,7.08,510,419,200.185,1055.6
683,7.21,414,294,200.265,321.7
684,4.69,177,384,209.964,53.6
685,1.64,111,355,209.925,19.5
686,16.29,447,322,200.119,833.5
687,13.21,455,374,200.403,864.4
688,5.35,476,382,200.488,720.7
689,4.53,429,434,209.963,498.5
690,4.01,243,378,210.0,99.5
691,19.16,466,377,199.225,1419.4
692,3.01,144,364,209.959,16.3
693,13.88,439,412,200.211,929.4
694,17.3,571,395,199.429,1672.5
695,2.19,117,290,210.0,19.3
696,2.71,96,355,210.0,13.0
697,2.6,114,355,209.979,1.6
698,3.0,126,359,209.925,33.4
699,4.14,169,305,209.952,26.1
700,5.75,444,312,200.499,241.7
701,20.67,481,388,199.933,1593.8
702,8.29,569,406,200.384,1132.2
703,6.56,365,335,210.0,245.4
704,14.71,246,283,209.989,215.6
705,5.11,192,302,210.0,26.4
706,2.37,278,280,210.0,24.3
707,1.14,113,371,209.951,11.9
708,12.88,602,402,199.645,1566.0
709,20.06,434,299,200.212,1406.9
710,8.86,134,396,209.886,44.3
711,3.28,110,371,209.943,7.5
712,5.5,435,321,210.0,501.8
713,6.29,490,380,209.821,405.8
714,6.09,507,364,209.969,501.1
715,4.68,105,304,209.946,71.8
716,6.53,406,315,210.0,285.3
717,14.08,554,366,200.497,1017.8
718,6.25,465,309,200.872,366.9
719,7.46,436,383,200.2,371.4
720,7.13,607,396,200.845,820.6
721,4.02,89,346,210.0,73.5
722,4.13,170,364,209.979,51.6
723,6.37,456,320,200.787,161.7
724,15.64,277,289,209.859,300.0
725,1.35,105,269,209.936,11.6
726,5.13,179,364,209.958,69.2
727,10.08,265,345,209.963,280.7
728,7.76,274,303,209.971,165.2
729,19.71,468,389,199.973,1409.1
730,6.92,565,378,200.517,1170.4
731,3.73,166,303,209.912,24.8
732,2.83,136,398,209.938,41.0
733,6.62,466,392,200.303,893.1
734,25.94,464,281,199.761,1413.7
735,13.54,400,376,199.878,1016.6
736,2.04,114,361,209.916,1.6
737,14.47,464,411,199.987,1157.3
738,0.76,104,369,210.0,17.3
739,16.95,437,398,199.944,1141.6
740,4.08,141,311,210.0,25.3
741,17.84,456,425,199.784,1414.8
742,18.45,497,344,199.984,1509.8
743,24.24,476,353,199.875,1565.8
744,1.37,112,271,209.983,1.6
745,6.59,402,292,209.937,323.5
746,4.19,147,308,209.938,14.3
747,4.57,274,413,209.904,225.1
748,7.06,260,304,210.0,71.6
749,7.88,273,304,210.0,151.1
750,6.5,592,288,200.893,1112.3
751,10.87,259,342,209.962,356.9
752,3.07,119,356,210.0,7.4
753,4.86,275,402,209.976,140.9
754,3.82,113,392,210.0,12.3
755,13.27,593,367,210.0,982.9
756,14.39,441,378,200.024,1138.1
757,3.18,146,364,209.953,30.4
758,4.84,217,321,210.0,107.7
759,6.91,470,306,200.983,365.9
760,3.17,144,284,209.935,1.6
761,3.73,149,289,209.953,20.7
