,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
377309,6.96,406,367,200.74,1283.2
926389,20.01,406,345,210.0,1.6
814438,16.57,492,367,200.984,490.6
551631,9.8,610,317,198.943,815.5
362170,16.92,449,361,200.261,890.9
695867,11.07,468,351,199.462,1367.6
996597,0.76,215,321,209.228,63.5
237199,9.65,343,379,201.087,803.1
872944,14.39,425,372,199.162,1462.3
4450,12.18,150,284,208.826,233.5
346490,23.67,440,370,200.599,626.9
748206,16.28,393,332,200.427,1058.8
889394,20.56,593,405,199.603,1210.0
53366,15.99,544,396,199.608,1309.6
459116,7.48,142,245,210.0,153.7
171437,9.18,454,315,199.56,1189.5
743069,11.74,372,354,199.799,130.3
412663,14.17,555,385,199.473,830.3
82208,14.34,590,336,198.991,1477.3
935144,10.66,543,336,209.065,1461.1
763205,11.91,434,352,199.061,1287.3
667173,5.49,381,261,209.269,134.7
521070,4.13,89,337,209.539,272.1
622067,7.98,454,341,210.0,58.3
771357,6.04,481,386,200.191,1549.7
286035,8.08,435,336,208.585,300.1
865154,6.1,610,341,198.943,1411.1
702641,8.58,89,278,210.0,37.5
913721,12.22,375,336,199.001,1140.5
705109,5.69,407,257,200.286,1073.6
411905,8.41,580,307,199.856,381.9
32709,0.76,235,287,209.965,70.4
572201,14.18,604,374,198.962,920.7
436364,7.41,522,341,200.578,1206.5
982478,7.75,360,245,209.971,4.7
112076,10.02,568,364,200.409,471.8
192343,13.97,550,407,199.269,839.4
975071,10.62,445,328,201.156,656.2
848770,6.79,505,368,200.826,404.1
94312,15.42,540,336,200.159,849.2
441891,10.34,431,325,199.771,1183.5
806576,10.11,529,312,199.154,1760.6
785975,3.72,246,326,210.0,221.7
108347,10.14,433,321,209.541,359.8
523612,12.43,356,334,209.463,348.6
572153,0.84,89,245,209.284,352.8
288914,4.33,346,294,209.779,56.9
561208,19.4,493,373,199.338,676.0
511516,14.54,508,352,198.943,1078.4
262455,22.65,490,432,198.974,542.4
327272,10.84,92,248,209.917,424.2
696462,7.9,263,260,209.929,135.4
256424,18.24,512,301,210.0,317.4
759813,6.32,609,396,199.018,1123.3
705714,23.69,569,408,199.132,874.0
159202,19.51,605,351,198.943,890.2
261862,0.76,147,300,209.093,1.6
318015,6.79,363,345,200.239,321.6
487993,9.36,192,318,209.219,182.2
837218,3.41,290,332,209.157,1.6
465729,11.31,89,251,210.0,227.6
58250,14.84,328,403,199.84,936.5
281953,13.94,474,245,199.184,895.2
854143,6.92,350,392,210.0,248.6
121435,9.93,506,434,199.826,1286.5
969146,14.53,524,319,199.373,1153.2
238958,18.63,490,388,199.516,957.8
929735,18.04,386,324,199.319,469.8
880363,15.31,526,347,200.257,732.5
8425,10.65,406,290,199.264,145.9
154467,6.53,309,301,209.932,295.5
356063,8.96,487,387,210.0,232.0
490164,15.36,500,357,200.745,1123.7
371786,0.76,457,314,198.943,810.3
595853,20.14,535,417,200.268,288.2
616335,18.6,429,371,200.67,238.3
330875,11.07,531,381,200.286,785.2
223946,5.47,168,364,209.78,315.0
676431,14.61,610,381,198.943,801.0
807018,17.25,476,371,198.943,1049.6
57768,13.91,421,309,210.0,155.2
415791,9.51,507,354,200.409,920.3
559152,0.76,191,318,210.0,1.6
778437,7.67,134,276,210.0,369.7
826344,11.07,536,340,199.344,1046.8
984592,15.15,610,396,199.048,704.9
485398,10.95,463,348,199.949,334.8
588189,7.79,89,339,208.882,272.1
66442,17.8,482,386,198.943,719.6
108262,6.72,610,328,198.943,1271.0
342539,8.64,187,345,210.0,205.0
186991,7.37,489,336,200.547,881.8
279395,14.35,392,256,210.0,345.8
136522,4.51,365,328,200.479,1122.9
114234,4.66,473,365,200.273,1793.9
653125,19.19,518,320,210.0,1054.0
357624,2.76,610,379,199.684,1449.3
249735,5.47,469,397,200.315,1277.3
268919,12.13,411,372,201.885,997.1
456811,15.26,499,337,200.219,1633.3
596159,14.88,439,380,199.041,921.2
382955,13.5,89,282,210.0,69.9
242718,15.29,512,362,209.774,1224.5
99309,12.31,508,402,198.943,1299.3
634519,22.89,610,344,199.068,1304.5
181769,8.21,474,273,198.982,107.4
101424,6.62,102,247,209.968,26.0
52921,20.34,602,344,199.819,1291.4
484581,9.5,337,254,199.877,781.2
979174,5.67,500,297,199.017,1392.9
342596,7.49,364,248,209.632,248.2
260965,22.12,375,368,199.859,871.0
421615,1.45,174,313,209.496,96.0
75042,13.25,588,420,200.378,1177.1
300681,5.28,320,379,209.288,114.5
336422,8.73,610,325,199.984,1095.3
887854,10.15,610,366,199.003,1403.4
408241,0.76,245,268,207.968,223.5
462713,12.52,176,251,209.909,117.4
825867,2.95,89,291,208.945,241.7
334038,23.74,471,340,199.686,1033.6
212068,15.88,485,325,199.551,802.1
141019,2.57,89,298,209.279,231.6
498905,8.24,518,396,199.146,1261.0
660345,5.85,89,281,209.54,314.9
99574,2.34,210,297,209.95,340.6
316266,18.63,448,306,210.0,167.6
785506,10.35,555,306,199.057,1127.6
680007,21.84,487,346,199.654,410.3
619937,10.0,89,273,209.948,98.7
347608,11.88,89,329,209.65,81.5
686209,9.33,170,262,209.854,220.3
284976,13.26,577,401,198.943,1109.5
766427,18.72,460,388,199.763,995.1
677072,18.63,591,434,200.283,771.2
780412,13.8,453,285,209.774,238.9
523138,24.06,472,359,200.39,1034.8
635914,10.74,560,307,199.393,1217.4
999468,5.08,586,340,199.833,1508.7
156236,5.43,543,375,199.191,1484.2
153197,14.51,475,353,198.943,1188.8
23179,9.48,597,410,198.943,1000.2
3453,15.14,523,388,200.151,553.1
795350,19.93,520,352,199.564,456.2
744221,8.05,545,344,199.871,1558.5
282042,16.42,374,390,198.943,1063.0
507726,11.49,610,356,198.943,1604.4
370162,8.91,106,377,209.771,209.4
656618,4.79,444,246,209.805,225.6
168058,0.76,223,330,209.479,1.6
119488,26.6,516,374,198.943,1146.5
223084,6.28,497,366,209.273,59.4
500732,10.38,518,378,209.249,37.6
813576,4.43,448,315,209.483,241.4
824599,6.25,347,434,209.99,138.1
662586,4.21,221,308,209.761,267.5
448889,10.13,610,389,198.987,490.6
539970,23.17,586,346,200.21,1180.0
375373,3.91,389,245,208.691,469.7
985103,1.42,227,335,208.956,1.6
122863,20.52,503,397,200.805,787.5
348498,5.08,193,256,208.719,34.7
363044,10.68,460,313,209.056,392.5
235732,8.92,461,406,200.314,1312.3
137550,8.71,323,318,209.479,109.9
519603,6.18,113,288,208.98,125.3
181190,18.04,610,416,200.067,1614.1
925478,0.76,247,287,209.53,1.6
950885,14.81,493,352,200.039,1059.6
249050,8.67,169,353,210.0,133.3
12441,7.47,517,359,209.2,1310.0
986468,0.76,89,325,209.241,1.6
207418,5.71,103,298,209.234,140.2
918972,11.02,610,380,199.129,1434.4
24680,7.4,527,422,209.722,1483.6
187734,19.79,351,320,209.571,1063.2
847767,9.54,471,306,200.095,1100.1
267484,5.07,415,290,209.178,402.6
173863,0.76,203,290,209.771,1.6
299907,5.46,172,274,210.0,75.0
667466,3.81,191,248,210.0,248.0
294786,5.77,466,337,209.246,141.5
437017,0.76,351,311,209.451,205.8
476941,7.25,443,277,209.846,107.4
247509,14.82,416,367,209.151,209.7
603822,14.92,478,358,199.331,1192.1
727554,13.42,518,356,199.266,636.6
37641,18.09,369,333,200.227,299.0
744840,3.35,229,305,210.0,286.9
539476,9.12,195,260,208.635,33.5
833454,12.71,471,347,208.832,165.8
240162,5.57,463,429,199.993,1202.9
261677,7.68,464,328,199.825,1359.2
69385,6.25,100,245,209.84,1.6
341,4.41,306,313,210.0,532.3
512569,8.06,453,288,209.352,382.9
961715,2.95,610,337,199.156,646.0
669468,11.99,610,336,199.766,675.4
542295,9.32,410,332,209.594,155.2
669359,15.41,526,380,199.907,791.3
609921,12.53,557,327,200.178,866.5
151474,11.87,487,354,208.249,721.3
113760,10.14,414,320,209.1,1850.1
270965,16.91,537,359,200.19,784.5
75559,1.4,100,321,209.65,1.6
985608,11.99,386,245,198.943,104.0
74072,8.01,354,379,209.92,1.6
616178,1.59,278,259,209.93,300.6
867146,2.65,407,248,210.0,1.6
208908,5.83,388,346,209.734,276.0
617951,7.23,442,394,210.0,156.7
100278,7.64,263,426,210.0,226.4
441528,14.55,575,377,199.116,362.9
869135,15.88,483,385,209.704,1106.1
769600,16.73,545,406,200.003,1570.0
5887,7.4,572,293,209.291,286.7
721531,9.44,395,313,209.577,210.0
256284,7.26,216,263,209.861,135.4
574948,15.79,569,360,198.943,984.2
136949,16.02,610,414,199.645,1317.2
182018,15.69,479,341,210.0,354.4
71178,6.36,481,263,209.776,406.2
299904,6.08,401,322,199.374,36.6
131724,5.5,247,294,209.078,179.8
716001,7.82,352,260,209.723,351.9
700320,14.24,484,290,209.647,110.0
239670,16.31,608,343,199.218,1321.7
440576,10.9,483,410,209.661,1387.0
910457,3.04,89,335,210.0,39.1
66432,5.05,407,323,209.541,80.3
303009,0.76,223,246,210.0,162.9
103728,13.46,239,301,209.467,417.1
65614,23.93,596,367,199.273,1434.2
478620,8.13,588,341,199.08,870.6
312521,26.02,610,372,198.952,1714.5
956328,6.84,385,374,200.179,74.9
559590,2.75,89,327,208.925,184.2
424303,14.69,610,357,198.943,1551.1
480647,12.13,467,334,199.706,1165.1
41789,14.77,526,381,200.277,1008.5
383597,7.73,139,293,209.655,108.6
618342,5.38,250,257,209.686,67.0
414053,1.03,150,321,209.537,1.6
600593,17.14,367,346,209.882,1248.6
678421,9.07,440,324,199.497,938.6
742853,5.2,408,248,209.739,27.5
961698,5.44,439,284,209.676,187.6
481362,10.74,423,256,209.287,143.0
750705,7.47,560,393,199.361,478.6
305777,6.69,512,302,199.209,860.1
712241,22.08,509,410,209.911,92.0
719601,4.65,92,245,210.0,137.6
514470,5.95,385,356,198.943,737.7
641104,18.0,397,366,199.485,146.7
494808,11.64,540,400,209.737,1363.6
660404,4.95,205,268,209.145,361.7
486141,7.51,100,245,210.0,150.8
102448,22.79,410,426,201.029,216.4
688516,6.24,379,278,209.252,341.7
6574,26.6,467,425,209.658,1587.5
354867,10.82,89,245,209.439,310.9
856059,15.01,604,403,199.126,1097.5
634071,5.5,610,405,199.59,630.0
928279,15.58,395,399,209.92,1180.7
428841,5.21,526,300,198.943,874.4
196921,22.56,472,359,198.943,190.3
120990,19.49,576,321,199.605,1339.4
383580,2.32,266,364,209.845,1.6
739068,12.87,474,340,208.942,894.5
604443,20.82,576,279,200.217,1650.6
792603,20.48,523,385,199.818,914.6
994374,23.09,89,338,209.344,226.0
488185,12.07,484,346,200.08,1371.0
996783,18.57,378,383,199.284,633.3
738801,5.86,449,414,200.354,1266.4
559032,7.9,155,256,209.615,192.9
83864,15.29,485,331,209.193,171.6
898278,22.27,559,355,199.845,862.9
458677,22.79,610,392,200.258,1527.7
949990,7.86,502,341,199.778,1019.5
824748,7.93,115,310,209.488,167.3
266325,26.6,525,357,200.076,1218.3
348083,17.94,434,273,200.16,1610.3
383320,11.81,610,361,198.943,1218.2
299041,9.87,594,358,199.3,1145.9
982950,17.27,536,366,210.0,234.5
231140,4.14,454,337,209.76,117.1
226914,5.81,421,324,209.632,315.4
711999,3.56,89,264,210.0,257.8
605053,13.94,425,325,209.2,11.6
751435,10.73,407,377,199.347,1415.1
82528,6.55,516,317,209.668,423.7
652482,8.41,369,282,209.844,434.4
515860,4.01,201,291,210.0,305.0
775720,9.75,373,249,208.667,298.4
438994,10.05,559,329,198.943,1242.2
602094,10.34,526,371,199.461,909.5
719614,15.64,473,364,199.64,508.4
596642,15.31,359,364,199.136,971.5
205315,17.96,610,398,199.891,1107.4
554689,18.86,324,353,208.879,1185.9
60022,19.02,590,370,199.609,965.7
130334,7.84,89,257,209.098,70.1
346946,21.18,530,400,198.943,1002.8
849732,4.24,474,265,209.897,193.8
365916,8.68,387,250,200.8,1625.7
273642,15.62,394,281,199.725,921.7
390175,7.01,512,386,209.688,11.1
599128,13.03,589,326,198.943,1173.1
197298,23.09,451,291,209.924,348.8
825892,7.39,607,341,198.943,739.0
6778,5.69,602,359,199.442,795.0
981642,26.6,610,374,200.048,1632.3
399484,7.0,89,295,209.728,235.0
147795,7.0,305,264,209.073,195.8
604485,14.58,391,341,200.319,1073.0
964519,5.22,406,321,198.967,345.1
271943,5.65,211,324,209.947,149.8
79552,2.66,229,358,209.976,1.6
977140,14.26,446,304,201.058,1263.7
938943,12.92,412,265,209.437,181.6
679748,5.71,399,354,200.808,276.1
733016,11.8,610,370,198.943,1239.9
879123,21.31,554,376,199.886,1094.8
669819,10.79,452,289,198.943,1120.9
352088,10.92,527,341,199.464,1104.6
12483,13.75,506,338,200.537,515.3
720060,13.88,503,341,198.943,816.8
603707,18.23,610,434,199.066,1648.9
528423,6.8,217,266,209.94,81.9
649861,9.75,440,329,198.943,626.8
96617,22.81,610,434,198.943,885.1
741812,7.5,89,292,210.0,167.8
497571,4.42,102,277,209.873,245.6
916029,3.73,434,342,199.079,1277.3
736561,3.14,594,375,199.893,1116.5
474521,16.01,523,421,199.997,755.7
988876,15.71,487,387,199.3,1684.0
777900,14.73,411,311,200.249,163.5
628928,12.67,416,304,199.966,195.4
37254,14.98,410,321,199.887,1434.4
564245,12.0,163,252,209.612,351.3
571508,7.73,95,253,208.669,284.0
502028,20.49,571,434,199.761,890.9
95867,18.94,532,308,209.236,401.7
466770,23.44,515,414,198.943,1151.8
750956,6.56,413,307,199.37,972.4
447099,20.83,592,396,201.047,925.0
794814,8.76,444,328,198.943,1045.4
347913,21.32,496,337,209.75,348.6
444266,18.56,337,355,199.428,535.5
666546,2.58,358,299,209.753,131.3
626804,6.17,335,316,209.603,6.9
630385,4.91,471,331,210.0,86.0
888604,4.86,490,398,208.959,341.6
577495,10.01,242,308,209.737,133.4
604256,12.83,408,418,209.191,1481.1
803093,20.91,535,399,200.625,693.2
956835,0.76,89,307,209.14,217.5
14151,16.69,408,353,200.171,625.5
75993,3.08,328,253,208.853,49.2
148020,12.45,388,273,209.321,10.9
901113,8.17,396,271,198.943,367.3
961178,9.99,559,415,199.888,1041.3
163829,21.52,396,361,209.132,676.7
682961,14.58,401,341,208.571,321.8
460811,15.07,585,364,200.525,781.7
610982,13.22,610,307,200.42,1035.6
404796,0.76,255,324,209.434,37.7
731197,5.68,193,260,209.611,307.3
373406,8.59,560,342,198.943,997.4
35604,9.89,567,430,200.353,1266.7
546552,14.35,582,344,199.639,1495.2
951290,3.68,440,285,209.349,43.8
517851,15.12,610,434,198.943,1161.8
687662,3.99,349,278,210.0,32.6
190550,14.03,393,245,198.996,792.2
906701,6.15,420,364,199.927,127.7
840183,5.28,450,287,199.806,1240.5
443422,14.18,523,268,198.943,238.5
949635,12.97,395,268,209.452,827.8
348599,15.1,494,388,199.935,1228.2
95668,8.72,609,434,198.943,1304.3
951301,12.41,340,302,199.696,1167.6
203758,13.29,495,327,200.292,635.2
93304,0.76,277,350,209.708,1.6
584714,5.53,402,256,209.456,360.3
654831,9.11,236,372,210.0,245.4
789931,0.76,265,338,208.335,1.6
983429,8.49,448,409,200.431,1062.9
83317,18.4,481,300,209.061,222.0
565856,14.36,610,348,198.943,897.1
560406,18.65,554,335,199.229,1892.7
791530,6.55,416,258,209.685,290.5
543090,15.9,465,297,208.723,227.7
466875,14.27,605,374,198.943,1061.2
122161,20.88,610,399,199.056,1295.7
720444,9.35,537,345,209.86,370.9
386830,24.6,610,397,199.652,1148.5
428943,3.72,97,245,209.705,334.8
472365,17.24,610,392,200.067,1558.1
97733,18.87,213,434,209.71,366.6
741452,5.81,384,278,209.758,375.9
101105,9.23,446,288,210.0,299.5
215259,21.88,428,315,208.939,345.0
738385,14.15,517,364,198.943,620.9
747049,5.28,442,330,200.156,337.1
298242,21.76,480,334,209.145,417.7
289632,17.1,610,434,199.516,1443.3
202428,7.36,417,335,209.383,222.2
686726,7.74,526,323,198.943,976.7
17759,7.76,282,375,209.868,295.7
74234,0.76,288,255,209.547,1.6
586507,9.08,480,264,209.704,150.5
957400,12.56,610,368,199.771,852.9
707157,7.77,498,251,200.213,780.7
556646,19.19,435,322,199.006,1105.7
853271,17.59,476,368,199.292,387.1
296247,1.59,610,405,198.943,1004.2
811549,15.43,408,267,199.093,852.3
519677,11.84,497,387,200.033,1073.7
644145,4.93,166,345,210.0,301.7
641318,18.24,551,371,200.383,1446.2
591893,8.9,542,300,209.351,301.5
764443,0.76,244,245,209.641,50.1
711876,16.23,425,406,209.962,381.4
828718,15.3,452,309,200.238,1437.6
940544,10.78,557,408,198.943,958.2
571724,11.59,610,357,198.943,1036.0
415713,4.46,123,359,208.693,312.4
194319,9.74,463,345,209.188,1657.1
486272,13.31,89,250,209.304,290.9
314053,4.18,118,422,209.258,51.4
475927,17.43,502,363,210.0,294.0
128830,19.7,551,331,200.085,345.4
282538,8.44,506,384,200.714,973.5
887422,6.87,403,281,200.806,794.4
794152,15.54,610,410,200.05,1301.9
453500,4.32,610,358,200.035,789.6
15986,17.5,433,345,209.154,936.5
346827,7.42,433,309,199.777,649.5
944345,0.76,276,303,208.28,1.6
905679,8.56,475,405,210.0,15.3
251706,18.86,508,338,209.86,1478.6
964391,5.23,114,299,210.0,232.9
900214,11.95,178,275,210.0,299.9
836013,16.28,400,319,209.3,354.4
194001,7.55,174,333,209.709,40.0
48930,8.73,388,279,199.134,117.7
968825,9.46,557,315,199.523,1047.1
372282,17.12,220,334,209.319,1168.0
444420,8.84,610,351,198.978,1342.1
717093,21.53,375,361,199.553,982.6
943871,22.52,499,342,198.943,243.2
306919,5.12,393,245,198.943,1063.5
858538,6.75,498,366,209.89,212.0
384204,7.34,444,402,209.694,323.4
282494,16.62,484,371,199.826,270.4
604921,25.2,566,407,200.05,983.3
809224,6.64,89,245,209.718,1.6
610048,12.16,403,365,209.773,343.5
631028,14.72,456,417,200.794,828.5
500501,8.62,379,368,210.0,1.6
156920,5.03,356,270,209.204,213.0
684013,7.05,399,353,209.844,1.6
52015,8.4,518,314,198.943,1044.6
378596,9.47,483,380,209.314,122.7
387399,17.81,447,335,198.943,893.6
436125,6.33,221,302,209.068,346.3
516070,8.46,335,272,209.214,336.2
116367,4.1,329,253,209.676,1.6
252582,24.48,452,315,198.943,104.6
704285,15.91,610,360,198.943,898.5
836901,7.77,559,361,209.849,1350.4
743017,14.33,385,339,200.077,377.4
585985,15.57,89,250,209.331,122.8
866831,6.2,569,354,200.67,1232.5
983214,11.18,146,267,209.17,209.1
92104,9.95,89,245,209.533,1218.3
673014,21.69,574,434,200.619,1257.2
546979,10.12,89,245,210.0,360.4
576315,13.65,215,311,209.435,110.9
961877,12.89,111,261,209.462,210.5
408767,22.66,552,419,199.224,960.1
438690,19.75,512,434,199.896,588.5
218348,7.78,587,360,198.943,1238.7
219197,7.26,610,353,198.943,605.0
267153,20.46,518,357,200.548,1068.8
425885,20.03,552,419,199.106,1892.7
12723,5.96,114,285,209.717,85.9
943978,14.27,404,327,209.428,1.6
781407,19.42,610,385,198.943,1418.0
757910,19.87,136,390,209.708,147.4
667174,3.61,267,276,210.0,270.2
928315,15.84,477,385,199.274,1363.4
129913,12.5,425,245,209.467,171.8
437884,11.57,492,273,210.0,1.6
181077,12.22,610,355,199.616,1106.8
452553,11.23,494,429,200.107,1638.3
243219,10.57,450,428,200.185,1318.4
600977,18.88,375,330,208.544,172.0
755070,12.14,584,403,198.943,723.6
629010,8.2,456,348,199.368,1092.5
63979,7.73,178,299,210.0,204.5
952909,4.47,430,265,209.781,316.3
823736,10.26,427,294,209.761,203.0
6433,16.82,493,398,200.397,938.6
103242,7.46,566,351,199.31,1191.5
256246,11.17,486,343,199.319,865.3
897350,20.17,483,342,199.53,968.9
986644,11.92,517,278,198.943,1261.8
347000,9.22,392,358,209.963,252.4
30486,9.44,553,401,199.26,637.9
723896,11.69,610,434,199.111,503.9
960595,7.03,587,337,198.943,662.6
558836,7.81,497,331,209.521,453.6
100179,13.72,336,335,210.0,1.6
533963,5.02,376,251,210.0,77.4
200462,5.23,236,294,209.364,302.1
142722,10.66,482,423,208.758,1616.9
407967,9.19,236,257,209.86,169.3
253367,8.47,231,434,209.262,158.1
809231,19.15,460,269,209.468,1277.9
280854,7.3,488,365,199.732,840.1
752490,7.81,421,389,210.0,329.3
859252,19.51,537,337,199.666,338.0
97014,26.34,610,379,200.58,1892.7
916097,0.76,209,314,209.476,179.8
821303,13.16,127,324,209.725,1.6
955429,0.76,215,332,208.985,174.6
919285,3.29,448,357,209.766,96.7
342456,5.47,251,245,209.766,361.1
958275,14.73,548,366,200.009,1054.7
862858,3.52,262,333,209.769,271.6
446658,6.92,169,346,208.749,343.4
686659,10.5,304,275,210.0,200.9
52440,6.34,610,377,199.447,1173.3
599284,12.27,501,364,199.326,913.0
32083,1.89,261,260,208.807,10.9
5101,22.87,610,434,200.606,1799.6
425313,0.76,144,325,209.131,11.6
565727,17.82,368,313,208.513,1289.9
907172,16.07,542,434,198.943,623.4
765809,21.04,571,300,200.094,1892.7
527271,10.18,502,347,198.943,1349.2
647618,14.8,561,434,200.347,741.9
534536,0.76,133,336,209.145,55.3
763021,6.35,418,403,200.138,1046.4
864557,18.0,408,342,209.529,191.3
685362,13.57,383,285,209.792,321.4
894089,0.76,141,306,210.0,167.9
50473,9.53,439,320,200.348,897.3
5931,9.87,407,339,208.494,148.9
78486,5.32,610,358,198.943,1080.2
342204,3.91,255,271,209.168,339.4
789693,6.1,161,350,209.789,1.6
597505,9.93,608,358,200.459,538.8
682665,2.67,89,322,210.0,252.4
368572,8.99,445,393,198.943,214.3
120220,8.82,378,294,198.943,888.2
225336,14.36,553,336,200.233,1645.2
440628,11.86,406,307,199.666,1361.3
472369,6.5,344,318,209.244,23.6
202521,11.84,195,258,209.637,279.6
112964,21.35,610,430,199.472,1674.1
109492,19.6,607,379,198.943,1595.9
941525,11.92,610,322,199.828,1892.7
980799,11.21,505,327,199.549,1252.5
451102,20.29,427,268,199.66,350.1
889947,6.29,610,381,198.943,505.9
467272,12.19,587,308,198.943,834.5
958668,8.41,508,324,199.622,1332.4
355679,0.76,211,329,210.0,1.6
659111,6.06,561,347,199.767,1357.3
974688,23.36,441,384,201.202,932.1
643469,13.41,344,245,200.643,862.7
423438,16.57,580,405,198.943,1247.8
234470,0.76,318,336,209.315,71.0
81544,25.58,496,363,200.405,1357.0
884695,1.12,314,290,209.196,49.9
412864,7.29,443,383,209.263,344.3
694713,15.08,539,401,209.618,1340.9
307984,0.97,521,328,210.0,271.1
72605,0.76,132,312,210.0,1.6
409722,13.04,604,356,199.453,899.7
324416,8.9,131,269,210.0,154.0
79517,19.22,517,400,199.867,982.9
77795,7.59,408,310,209.663,1.6
118147,3.1,437,279,209.551,164.2
393885,7.99,419,387,199.44,1055.6
203217,7.5,173,376,209.923,358.3
503974,12.24,523,397,200.547,327.4
300515,1.54,230,305,209.199,210.2
899028,14.15,384,376,201.01,1174.1
122013,5.78,442,260,200.759,1647.1
178636,5.26,215,333,210.0,1.6
335673,9.13,456,245,210.0,1.6
336285,11.67,475,276,200.3,1364.0
130272,13.62,594,404,199.807,986.0
203228,16.0,546,370,199.384,1112.7
335170,6.68,178,306,210.0,171.5
121131,7.52,413,376,209.357,1.6
188789,13.86,420,372,199.629,761.0
24552,15.94,511,407,200.216,1519.4
586069,0.96,168,303,209.985,45.9
710400,14.05,514,329,200.408,760.9
714833,12.48,576,292,200.481,877.0
853508,2.59,148,328,208.904,241.6
921785,17.97,420,308,198.943,514.1
94880,6.38,487,281,209.001,281.6
455659,13.81,151,337,209.786,312.3
937694,17.95,479,367,200.181,942.1
66575,9.12,538,348,199.273,655.7
874839,17.65,504,421,199.517,739.7
795053,4.59,350,271,209.898,143.3
980696,0.76,169,316,209.699,79.8
403569,23.26,610,363,199.785,1346.1
241398,7.12,371,427,199.933,193.3
336416,13.51,432,296,209.982,343.9
557968,16.25,347,273,208.843,260.2
732459,14.11,488,343,199.787,1340.0
507102,13.61,452,367,199.889,1127.7
169647,14.87,610,374,199.399,1394.3
701104,8.86,502,353,200.154,341.6
559465,22.45,520,427,199.535,93.4
426690,2.83,210,333,210.0,1.6
593616,20.21,586,403,200.004,1216.6
463002,9.81,191,325,200.303,115.1
824175,13.17,419,283,209.952,166.7
44133,3.65,207,348,210.0,1.6
259352,9.33,293,302,209.992,365.1
675344,13.31,540,388,210.0,1320.9
436681,15.22,436,378,209.666,164.5
125574,13.45,583,328,200.174,1080.1
554076,14.51,415,366,209.573,216.1
224517,0.76,280,247,209.449,104.5
923634,1.83,206,326,209.543,1.6
203161,7.57,189,396,210.0,168.0
258076,15.83,455,388,200.246,966.9
662256,7.07,475,261,210.0,287.4
576159,7.01,526,322,209.714,293.3
366236,21.25,489,419,198.943,852.2
507434,18.92,560,399,200.542,687.4
275905,6.43,461,330,209.241,410.7
139280,12.6,517,308,210.0,1.6
376421,3.62,117,330,209.428,141.7
87746,17.45,223,340,209.833,215.4
283705,17.26,586,330,198.943,1448.2
212790,0.76,242,339,210.0,78.0
439710,9.52,502,361,198.943,1421.1
634743,8.21,89,260,209.777,1.6
104802,11.89,610,415,198.943,654.9
296453,21.46,610,434,198.97,956.6
