,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
168959,8.41,456,377,200.03,436.5
958470,5.92,473,434,209.718,661.6
421563,4.44,89,336,210.0,82.1
221291,4.31,395,351,210.0,72.5
89465,6.17,401,309,200.783,305.6
680647,15.94,582,290,200.669,1303.5
903804,13.92,577,378,209.555,459.8
722226,6.55,464,373,210.0,411.2
131276,5.5,118,356,209.983,182.9
411348,14.66,446,416,200.283,706.6
18051,10.44,503,388,200.341,955.9
881496,14.2,604,293,200.925,1196.4
235073,6.53,321,314,210.0,170.3
919748,5.85,187,346,209.977,170.2
70994,13.36,452,373,200.252,860.5
31798,5.52,89,372,210.0,114.0
674169,6.5,477,295,210.0,373.6
755747,3.84,155,302,210.0,509.8
864101,4.39,89,336,209.977,81.7
962327,3.69,130,430,209.854,600.1
893946,6.39,560,434,200.195,680.0
711712,6.02,260,285,210.0,337.0
847868,6.39,470,408,209.955,571.6
438856,6.68,595,383,200.691,1102.8
584633,10.68,114,373,209.957,31.2
895062,6.66,374,366,209.857,282.1
1912,13.65,447,370,200.33,872.8
280512,15.0,556,362,200.392,893.1
240894,5.96,497,359,199.736,412.0
590430,11.68,272,362,210.0,971.5
125765,15.54,492,364,209.868,940.5
475797,6.97,397,342,200.058,296.0
359767,8.55,320,406,209.907,997.3
623900,5.05,328,416,200.532,1122.8
697711,5.89,469,371,199.686,275.8
24279,7.24,459,342,209.552,486.7
218446,4.73,272,381,209.98,306.4
892697,6.71,435,396,200.144,1356.9
292109,6.2,559,425,200.276,1176.7
54290,4.01,89,386,209.97,80.9
287863,6.92,502,321,200.726,810.1
201521,17.39,527,381,199.074,1564.3
830825,5.22,456,333,209.737,11.2
786402,7.34,464,397,200.49,1307.8
596152,7.02,551,422,200.711,1147.2
180824,4.5,180,410,210.0,73.7
214180,4.55,398,372,209.962,12.8
902121,14.46,576,287,200.094,1481.3
992384,6.17,458,349,199.984,279.9
547061,13.13,277,380,209.862,346.5
200264,6.31,236,316,210.0,240.3
838547,4.54,131,332,209.986,1.6
786985,3.65,203,398,210.0,78.0
866532,10.83,239,393,209.985,467.7
500723,4.29,309,406,209.953,657.5
172400,6.99,381,374,209.867,328.9
653885,0.8,122,309,209.964,27.1
112879,14.45,399,338,200.432,826.1
353379,11.47,459,378,200.508,962.1
168098,16.07,484,279,200.287,1118.0
253905,2.58,263,410,209.998,78.5
452849,6.32,454,368,209.871,318.2
970589,3.92,424,434,209.423,515.2
900314,15.89,577,308,199.571,1812.2
715879,7.06,390,380,200.259,321.6
734815,11.89,502,363,209.921,608.7
726419,6.64,454,337,209.631,372.7
861465,11.54,506,364,210.0,586.7
300760,15.29,546,296,200.398,1067.5
496682,10.89,283,301,210.0,211.1
55980,17.32,469,372,209.869,1064.5
354280,6.85,402,304,200.468,296.7
606994,15.83,479,368,199.898,280.8
738516,10.05,198,284,200.566,516.6
495048,5.22,435,314,200.312,729.7
328423,0.76,125,311,209.959,55.8
177267,4.49,174,407,209.861,80.6
70885,6.46,436,339,200.137,290.8
939692,3.67,231,348,210.0,259.8
454308,7.26,488,404,200.999,1298.4
225005,14.42,510,364,200.273,881.2
228065,5.08,280,362,209.984,150.0
567375,5.96,460,422,210.0,273.2
20996,4.0,181,286,210.0,576.2
75179,6.31,256,284,210.0,364.0
596148,17.35,555,366,209.763,1805.9
565361,6.82,153,399,210.0,29.6
471239,3.55,449,290,209.993,638.2
971814,5.59,452,361,209.889,116.0
496610,13.6,491,363,209.923,797.9
41619,5.81,428,318,200.367,794.9
144910,11.1,456,382,200.484,750.6
568988,10.19,460,388,200.496,631.0
605674,6.71,415,318,200.351,98.0
173197,11.47,246,395,210.0,367.7
257668,12.69,529,370,200.264,1199.0
947171,5.63,463,347,209.919,669.2
727512,6.9,508,398,200.282,775.2
532391,10.37,421,393,200.591,588.5
495858,4.34,274,360,209.944,171.0
238375,3.98,205,360,210.0,617.4
602771,1.87,108,428,210.0,7.4
246152,5.79,292,428,200.414,135.7
397202,12.76,477,393,200.43,739.9
289901,6.71,492,343,200.389,702.4
281921,7.32,415,355,210.0,388.7
250499,6.47,204,398,210.0,13.3
664182,4.67,89,338,210.0,56.6
222085,7.55,231,277,210.0,1.6
80083,15.1,503,349,209.982,287.7
828070,14.24,492,372,200.133,279.3
748911,5.29,205,381,210.0,447.6
771496,4.91,187,401,209.827,124.6
202663,6.13,206,307,210.0,215.9
771119,6.7,482,414,200.052,952.9
800889,14.25,312,306,210.0,233.7
696600,13.76,282,376,209.912,368.3
624539,12.99,562,296,200.665,961.3
71684,14.76,243,363,209.972,249.8
734308,5.68,510,434,209.856,765.0
750345,12.88,449,365,200.428,964.4
286751,16.25,449,332,200.395,253.6
507881,7.98,455,347,199.938,410.8
732444,7.8,522,304,210.0,64.9
859293,9.91,531,383,200.443,818.5
187699,11.84,454,372,200.461,752.8
365817,3.89,459,294,210.0,431.9
907391,13.0,280,379,209.874,296.9
446887,4.23,420,315,210.0,563.6
927029,5.74,503,415,210.0,655.2
866956,18.61,536,384,200.139,1638.9
228975,7.57,217,304,210.0,168.9
347634,3.56,172,290,210.0,618.8
961022,3.98,227,365,210.0,72.9
708982,5.64,488,403,200.785,305.1
389736,6.48,349,317,209.982,231.1
978784,6.86,437,365,200.328,271.9
92629,10.65,465,371,200.51,658.3
753569,7.3,510,392,200.599,678.5
453593,5.48,430,309,209.883,735.7
196706,6.59,461,297,210.0,140.3
715645,6.13,384,349,209.99,259.7
147463,13.68,531,296,200.446,1046.9
154366,5.58,355,335,210.0,142.8
30067,5.68,514,413,209.914,687.7
530033,6.12,464,316,209.868,612.1
732112,2.82,186,259,209.935,568.6
731021,13.44,252,417,200.204,254.7
196505,4.07,89,393,210.0,118.0
836777,5.46,610,403,200.536,1033.4
242518,15.14,191,350,209.845,144.4
55010,6.31,257,320,210.0,192.6
876410,11.42,516,359,200.522,789.4
367878,6.61,438,315,200.164,959.4
743017,14.24,397,326,200.565,897.3
134110,6.12,430,307,200.365,954.2
644872,5.43,89,301,210.0,176.0
176132,6.38,521,396,209.919,775.5
834824,5.15,496,416,209.779,109.4
263287,6.73,328,318,210.0,217.8
56970,5.37,344,336,209.925,117.4
853918,11.79,441,366,200.436,106.8
149107,5.2,195,416,209.929,624.2
744980,7.59,577,403,200.401,1050.6
310829,11.94,452,390,200.429,628.5
670606,14.99,554,288,200.218,1352.3
762481,6.17,357,316,210.0,249.7
952418,1.71,94,334,210.0,18.8
687022,7.72,569,376,210.0,818.8
222858,7.34,431,351,200.222,342.6
743535,14.08,588,289,200.367,1175.4
864140,5.7,462,404,200.282,210.1
628144,4.82,447,425,209.921,532.3
660094,4.76,89,383,210.0,137.2
931734,6.46,406,366,209.947,344.7
771519,14.31,480,371,209.946,769.4
782842,12.09,426,391,200.462,782.5
631337,5.88,560,395,210.0,791.4
904243,5.04,452,418,209.762,757.2
221622,12.1,278,288,210.0,177.8
742712,12.04,504,358,200.533,591.2
994124,14.18,515,417,200.384,945.8
753127,8.37,434,404,210.0,700.1
577794,14.23,451,383,200.252,987.6
274468,5.47,449,434,209.653,414.0
461118,7.13,450,386,200.396,414.0
615172,5.77,479,414,200.097,108.6
425956,6.53,422,381,200.062,290.1
684231,5.43,261,378,209.995,346.4
479940,5.45,367,379,209.993,143.7
889312,6.78,398,377,200.207,334.7
29121,15.38,205,346,209.899,152.1
711137,7.75,564,316,200.801,964.3
496507,8.82,298,350,210.0,550.4
475138,7.49,311,341,210.0,386.2
439510,6.3,419,336,209.954,487.3
32920,14.46,496,379,209.936,518.4
4459,17.65,608,298,200.396,1214.0
372195,5.98,448,411,200.111,886.2
596285,6.37,383,363,210.0,211.0
296957,6.68,562,409,210.0,766.4
243286,10.02,179,288,200.593,644.9
523732,7.09,305,395,210.0,894.0
906235,14.67,221,358,209.935,196.1
530424,3.82,111,332,209.849,64.6
223791,4.01,560,359,209.943,803.5
479819,11.06,447,383,200.432,688.1
524940,18.26,567,375,199.869,1489.9
102112,11.51,278,412,209.832,196.0
121413,5.39,460,371,210.0,64.0
556035,8.87,195,396,209.889,1.6
795780,5.11,463,302,200.533,631.8
759886,18.41,553,292,209.8,300.3
104937,6.71,398,344,199.52,300.7
569341,5.41,199,291,210.0,1.6
657397,5.54,590,415,200.464,1142.4
155647,5.24,89,340,210.0,83.8
800644,7.24,416,380,200.269,1482.6
462319,6.43,198,379,210.0,35.6
117471,6.03,472,309,200.827,136.0
794525,16.49,482,346,200.084,281.6
976308,6.28,471,317,209.963,648.3
813855,5.26,446,308,210.0,368.5
655955,10.92,275,297,209.977,152.6
860250,10.07,431,370,210.0,727.8
715568,6.16,431,347,209.745,435.7
173771,6.12,493,300,210.0,342.0
706525,5.32,429,406,209.66,87.0
328226,16.08,607,376,200.828,1102.2
48091,15.06,504,391,209.869,321.3
259243,7.82,192,396,200.575,657.4
547830,16.87,580,311,200.302,1108.4
704789,13.3,544,285,209.975,1159.2
139970,16.78,540,390,199.542,1454.2
939815,16.44,560,318,200.237,1062.0
952140,10.77,520,405,200.277,1044.6
248473,14.7,399,329,200.539,177.5
69021,6.11,595,289,201.134,880.8
827822,2.96,275,407,209.954,95.1
163232,9.64,127,371,209.926,69.6
94294,17.9,537,412,200.165,1274.1
664482,3.19,136,419,209.896,1.6
937096,6.86,501,357,199.702,457.6
598917,5.55,229,379,209.954,444.0
336358,6.33,511,322,210.0,85.4
708642,6.29,399,305,200.552,277.8
962683,5.47,430,309,209.973,65.0
172015,6.74,580,417,200.41,1245.5
509021,14.08,538,295,200.183,1180.9
634531,5.7,451,355,200.032,225.8
661513,5.75,302,332,210.0,166.8
912240,4.79,239,318,210.0,72.6
277318,4.26,465,298,210.0,492.1
587842,14.43,592,291,200.752,1363.7
136911,5.64,483,370,209.933,813.8
142269,15.94,484,362,209.809,1033.9
220673,8.47,139,360,210.0,20.9
982990,11.64,534,410,210.0,784.8
425222,7.22,433,389,200.14,338.1
707261,6.6,406,371,209.836,306.2
916831,14.44,487,404,200.297,198.3
143210,12.78,458,375,200.434,797.2
39352,9.56,143,402,209.911,68.4
712965,11.4,526,410,200.192,1300.6
394957,5.99,282,387,210.0,552.0
252117,6.6,544,324,200.572,879.6
530926,15.1,548,368,209.882,430.7
773514,11.32,265,365,209.992,211.6
813741,6.09,432,335,209.966,218.8
52079,5.87,372,380,209.958,169.6
372760,5.78,258,287,210.0,358.9
577249,14.06,392,345,209.914,914.0
356,6.42,388,301,200.488,251.9
703734,4.65,188,418,209.912,1.6
314156,8.52,256,376,200.592,555.6
435964,16.18,534,406,199.88,1511.1
583305,6.71,585,308,200.74,1129.9
249125,10.51,263,365,209.953,316.9
65233,5.14,275,374,210.0,385.8
169431,5.59,405,332,210.0,194.1
263094,13.64,551,368,200.338,1029.1
976075,9.3,268,350,209.945,188.8
605431,14.38,466,423,200.488,708.5
520656,5.88,454,314,209.916,633.7
607419,7.27,415,300,200.433,1273.5
931253,6.8,237,305,210.0,613.6
55269,7.17,443,381,200.103,387.0
189600,8.6,504,398,200.424,784.6
229919,5.38,318,315,210.0,143.8
128983,4.18,262,372,209.91,69.1
647379,5.23,478,368,209.978,59.6
364517,5.82,544,422,210.0,833.1
584080,6.39,475,389,210.0,514.9
579051,9.32,164,376,200.501,667.0
552554,2.96,174,421,210.0,20.6
73973,3.77,443,408,200.18,868.4
86107,6.43,526,407,210.0,641.1
907542,5.64,185,346,209.943,150.5
422845,8.23,215,405,210.0,86.1
285962,2.62,208,348,210.0,55.4
838061,4.95,89,339,209.977,98.5
671070,11.66,224,363,210.0,383.3
301768,15.29,514,400,199.911,1207.6
882572,6.15,590,373,210.0,751.1
38946,7.04,479,389,200.496,419.1
750304,5.89,482,403,200.608,307.8
362910,5.3,505,406,200.529,241.3
299398,9.83,160,368,210.0,1.6
606569,6.3,173,395,210.0,1.6
42100,8.9,493,351,199.848,1892.7
81018,10.88,281,403,209.921,243.5
226089,15.09,528,372,200.425,729.2
149227,10.98,383,350,209.943,81.1
508989,12.02,281,399,209.735,287.8
491855,16.68,493,390,200.064,347.9
560813,5.37,610,411,200.244,1215.6
376487,11.92,284,405,209.814,293.1
163943,17.85,509,300,209.996,382.9
774730,6.35,543,421,200.177,1125.0
594855,5.0,264,324,209.949,119.9
815676,6.08,526,371,199.82,453.8
329921,15.55,536,369,209.778,471.5
879946,9.79,477,406,209.811,128.3
604138,6.21,166,394,200.612,1.6
433241,11.82,452,384,200.4,830.2
813009,6.13,286,343,209.969,172.0
13841,5.28,525,399,209.953,319.1
223857,4.01,164,288,209.966,596.2
175965,12.36,248,296,209.904,185.5
996519,6.42,403,304,209.948,1052.8
316497,6.48,224,397,210.0,69.4
739345,8.67,231,264,210.0,395.7
561042,6.41,570,298,200.654,184.6
627695,6.44,481,341,209.822,376.5
228799,7.76,161,389,200.599,1.6
297671,4.8,314,421,209.927,1099.4
783632,15.34,218,350,210.0,226.5
409563,5.38,313,315,210.0,90.9
594408,6.01,553,368,199.305,518.2
356025,18.36,514,366,200.152,511.3
135771,7.9,305,386,210.0,547.8
803757,6.35,376,389,209.774,236.5
157653,11.64,497,375,210.0,639.3
668271,14.98,558,289,200.065,1431.5
829595,8.73,180,282,200.696,518.8
608132,11.37,291,288,209.963,914.6
228421,4.51,445,381,209.936,604.1
830629,12.4,502,360,200.642,757.8
100481,13.63,490,408,200.469,578.5
75862,9.39,452,287,209.976,625.8
641039,6.18,426,308,209.932,125.0
531748,8.21,288,408,209.944,188.7
653918,12.95,487,403,209.821,187.8
298332,14.24,545,385,199.423,359.0
191639,6.14,408,325,209.911,287.6
79611,7.1,465,385,200.393,435.8
632362,4.38,186,297,210.0,381.6
562437,6.24,406,356,209.959,276.7
452605,4.43,580,397,209.915,881.4
837712,5.98,328,350,210.0,194.4
451215,13.35,382,371,200.128,109.2
78684,15.63,609,299,200.448,1194.6
903854,6.33,492,383,200.503,441.0
225947,11.47,208,403,210.0,393.0
196432,5.53,444,428,209.946,515.8
514032,17.03,486,401,200.144,993.7
862256,11.51,239,368,210.0,82.1
82378,8.21,470,392,200.753,1466.1
89113,6.31,412,353,209.987,416.4
919400,13.64,429,377,199.857,1057.0
936853,4.42,483,378,209.935,720.5
500617,7.06,454,325,200.212,988.6
170304,7.48,441,381,200.334,382.3
341396,5.46,89,367,210.0,224.7
966050,6.54,510,388,200.538,417.9
526035,4.81,210,387,210.0,1.6
70096,7.5,472,395,200.488,380.5
451814,7.63,471,318,200.536,629.1
622428,13.11,298,407,209.698,282.3
963845,8.1,549,404,200.436,1042.8
474744,15.53,505,392,209.79,356.7
285193,9.41,584,401,209.806,1257.1
849127,6.4,378,357,209.895,285.0
581300,6.11,406,311,209.926,850.9
756277,15.27,560,299,200.16,1265.2
460918,6.05,506,356,209.957,700.8
196791,4.96,208,404,209.785,159.3
272577,7.43,232,307,210.0,267.8
203373,6.17,376,346,209.954,271.4
397179,11.14,461,384,209.939,89.9
565296,17.02,534,391,200.028,1734.4
193380,9.62,309,316,209.854,240.8
342174,13.05,597,413,200.241,1214.9
386290,20.42,549,381,200.004,1803.4
337533,5.67,259,375,210.0,397.7
115451,6.35,399,391,209.823,257.5
612247,5.98,563,421,200.626,187.1
700995,5.51,235,328,200.776,235.9
95800,5.95,257,413,209.984,602.1
81144,6.99,468,354,209.976,414.9
11482,16.36,498,380,199.292,1484.2
98983,6.12,555,414,200.688,117.9
873955,22.22,443,351,200.239,403.2
547398,11.12,463,387,200.433,812.4
930032,8.03,470,302,200.744,293.6
198697,11.69,505,371,210.0,433.7
796220,10.98,275,413,209.758,268.3
943596,10.51,279,289,210.0,127.2
582448,6.83,490,376,200.535,486.1
632763,6.72,567,390,200.848,697.9
28442,5.51,364,363,209.921,180.0
168965,10.73,464,315,200.374,825.6
621758,12.29,464,371,200.525,856.1
379641,14.98,525,354,200.192,1462.5
954093,7.8,256,316,209.869,30.5
560607,7.89,205,407,209.936,37.3
434531,10.45,225,353,210.0,499.8
649308,6.86,412,359,210.0,315.7
698288,9.92,279,350,210.0,292.3
927059,6.67,431,357,199.802,313.0
540557,12.28,551,378,200.47,893.7
105642,6.36,533,408,209.982,618.6
153228,4.41,304,414,210.0,858.7
216007,6.73,377,390,209.756,300.7
513445,8.02,528,308,210.0,282.2
482551,6.69,451,334,199.997,810.1
859,4.89,247,336,209.86,106.9
891652,10.06,286,363,209.935,90.8
640574,8.28,202,342,209.924,1.6
163358,5.98,477,373,209.891,898.2
555690,9.38,225,352,209.942,392.8
633676,7.11,497,380,200.404,467.4
853373,6.25,485,311,210.0,654.4
97887,6.64,385,375,209.882,325.3
361807,10.42,486,400,200.47,962.7
418451,6.74,473,301,210.0,364.9
992491,5.53,325,317,210.0,172.3
384923,10.08,465,312,200.604,656.0
145667,7.93,205,271,209.955,276.5
736908,4.98,444,388,200.554,693.5
888455,6.35,381,328,209.845,258.0
578558,6.68,381,354,200.149,295.8
177747,3.98,89,337,210.0,24.9
387328,6.63,467,330,200.145,800.6
695346,16.96,489,392,199.903,350.7
631973,6.28,382,363,209.992,248.9
478135,10.01,300,377,209.956,666.3
372501,4.52,304,326,209.956,56.8
828496,12.6,449,382,200.331,794.2
400892,7.72,522,389,200.415,1008.3
984054,6.7,477,419,200.111,872.4
826226,14.84,493,376,200.232,1100.0
179259,13.97,574,378,209.708,396.3
606664,15.28,525,289,200.161,1303.2
863125,8.46,279,372,209.966,548.6
339971,5.62,205,389,210.0,234.2
566777,15.74,533,292,200.089,1330.7
54812,4.25,208,406,210.0,114.8
150020,6.45,423,334,209.997,453.1
948215,9.03,399,392,209.924,9.0
561891,12.71,498,368,200.359,1026.9
589234,6.39,310,296,210.0,105.1
181086,6.59,406,303,200.591,201.4
549968,7.07,348,337,200.306,232.8
86301,5.74,448,419,199.87,795.3
966032,11.21,504,350,200.547,573.3
793674,10.98,480,380,200.498,846.4
92585,5.92,546,415,200.192,1076.7
216183,6.21,399,305,200.621,290.0
326809,14.16,514,377,210.0,572.8
12014,7.63,468,354,199.918,400.7
739603,4.94,523,352,209.913,611.6
441536,16.36,589,290,199.86,1684.6
101479,10.53,286,307,210.0,235.4
871469,17.75,570,416,200.164,1377.6
556641,5.89,322,321,209.878,197.5
746103,13.92,510,360,200.281,1099.2
596988,0.8,144,332,209.972,64.5
682828,6.51,482,349,209.843,344.6
340697,8.43,485,386,199.944,1800.4
993716,4.7,310,326,210.0,84.8
819093,6.02,264,379,210.0,334.1
318924,6.55,241,321,210.0,205.5
74878,4.95,182,367,210.0,577.6
157065,6.49,448,317,209.983,565.7
650817,14.68,493,310,199.954,1144.5
780100,7.21,459,285,210.0,412.6
30113,10.65,467,305,200.476,779.0
765865,6.01,587,416,200.673,175.2
870379,6.12,440,328,209.884,707.7
507838,4.07,90,396,210.0,67.1
783552,14.94,610,408,200.106,1336.6
781759,14.26,442,327,200.308,700.3
897505,7.95,251,394,200.571,741.0
605023,6.12,445,332,209.962,437.6
311846,4.02,346,352,209.878,52.1
489745,13.87,453,381,200.024,1144.4
742630,6.02,447,317,200.36,905.3
215518,14.94,519,363,200.445,771.2
751595,6.31,567,434,200.059,653.6
451412,6.94,482,423,200.011,1132.4
234529,8.08,187,403,209.994,16.5
420657,14.72,261,386,209.881,363.4
3029,4.18,453,416,200.602,571.5
226402,2.9,125,426,209.928,2.3
