,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
298690,5.05,497,303,210.0,77.5
990115,19.38,552,354,200.271,620.1
800394,10.98,610,341,200.588,1307.6
534950,6.0,408,380,199.461,1109.2
186584,7.15,423,381,210.0,40.1
99085,9.82,600,349,200.215,920.8
613916,12.49,463,372,200.694,256.7
308801,9.85,472,341,201.138,1413.0
583810,8.93,539,325,200.862,930.0
592882,7.64,379,434,200.129,865.1
62558,9.75,598,323,199.968,1166.3
570825,3.65,106,348,209.489,253.0
39625,16.13,144,300,209.536,383.3
459217,7.34,505,400,199.748,1154.9
601252,25.76,593,338,199.422,1561.9
874414,21.68,532,316,200.42,1139.1
87838,7.91,388,364,200.204,546.9
773423,4.19,340,289,210.0,189.0
421445,11.27,100,361,210.0,138.7
47649,5.26,353,272,209.871,102.7
954848,11.36,610,372,201.264,857.6
105280,9.09,496,331,200.897,1104.3
45819,7.67,159,285,209.189,27.5
512443,6.1,453,402,200.733,285.0
811593,8.44,160,373,210.0,186.0
818646,8.04,443,316,201.209,156.9
219359,11.9,93,345,209.535,169.0
706515,8.58,518,304,209.266,1191.4
215562,6.53,475,372,209.749,238.6
227090,8.07,599,373,200.514,1400.4
104181,7.09,485,327,200.119,1367.6
481030,7.3,509,412,201.237,1291.2
688534,7.85,89,263,208.677,197.2
342798,8.12,560,326,201.408,1282.2
642289,0.76,130,316,210.0,1.6
992191,12.96,594,409,200.587,712.7
187709,7.66,437,346,200.434,273.0
474150,10.76,391,367,199.171,1208.5
678653,17.41,173,368,209.607,62.6
485000,10.43,502,289,200.997,961.3
124590,9.06,145,285,209.853,1.6
932479,4.88,429,414,199.451,1160.9
327718,6.91,437,399,209.823,799.2
575290,8.43,382,368,210.0,114.1
85784,11.8,610,352,198.943,1657.8
704716,15.09,89,278,210.0,158.0
112758,10.46,551,348,201.231,1474.3
798132,4.12,485,417,199.863,451.5
912402,15.22,89,273,210.0,1.6
190902,5.91,129,355,209.907,38.0
606256,0.76,120,323,210.0,334.4
118699,1.86,221,348,209.999,6.9
326850,7.19,435,293,210.0,132.5
367207,9.54,500,306,201.499,1005.0
365273,10.61,475,297,210.0,77.5
86396,6.59,105,266,209.402,174.6
825678,2.92,392,386,209.072,1.6
258945,11.98,405,297,200.06,807.5
928752,16.62,344,258,208.361,297.7
191866,5.43,101,384,208.819,69.5
981763,6.4,492,327,200.135,257.6
881585,6.5,447,371,210.0,314.6
213800,12.33,610,351,200.577,1345.8
971590,7.63,452,406,201.805,1003.6
941873,6.17,483,405,200.223,909.1
385017,8.27,559,307,201.069,1120.8
358296,7.78,104,357,210.0,137.8
910927,19.58,461,400,210.0,126.5
940146,11.2,158,277,209.949,131.9
345625,7.38,448,361,200.112,231.2
700185,4.68,164,275,209.687,319.6
702821,13.13,610,434,201.785,628.7
67618,10.36,610,346,199.937,1499.5
18116,9.46,560,360,199.291,997.7
847144,13.72,355,321,199.55,732.0
521327,12.99,610,365,200.354,1230.8
845421,11.37,553,308,207.829,960.5
624276,6.05,444,362,210.0,75.1
291436,12.27,590,398,199.745,1104.9
651822,8.53,413,333,200.449,780.9
605061,5.66,470,382,210.0,120.4
902981,1.77,285,388,210.0,1.6
922562,8.62,543,330,200.918,1560.5
308228,9.47,598,341,200.829,1500.8
560642,0.76,149,302,209.635,108.0
651379,5.76,409,399,210.0,146.1
160634,6.58,409,377,210.0,23.5
323972,19.21,454,322,199.948,810.0
795537,11.13,610,395,199.63,713.8
480529,5.05,461,292,210.0,293.2
224657,10.43,610,408,200.193,886.0
432717,6.59,436,296,209.857,988.6
250254,6.16,484,331,201.081,39.9
132035,3.52,345,347,205.939,295.0
506506,9.76,509,337,199.397,1165.1
324165,0.76,287,415,210.0,1.6
683975,6.08,471,388,200.442,1286.8
856644,7.45,237,368,210.0,170.2
407568,10.58,144,330,209.629,98.1
750741,0.76,233,342,210.0,7.6
323929,12.35,581,433,200.045,1081.1
941864,0.76,262,364,210.0,1.6
103558,7.44,510,401,200.771,679.2
573381,11.01,493,299,201.24,774.7
278729,26.6,551,325,199.434,1550.8
420395,6.22,453,311,200.966,558.0
878279,7.23,425,325,200.617,926.2
706977,18.35,441,325,201.248,167.2
965410,8.38,115,297,210.0,123.0
496688,6.23,269,299,200.867,260.4
519677,11.92,610,382,201.599,793.3
706747,9.55,559,344,199.789,1175.6
313322,10.62,610,367,199.975,1234.6
525901,6.46,521,329,201.007,952.6
853639,25.01,512,372,199.327,288.6
105735,14.04,448,298,210.0,150.7
888029,6.67,153,357,210.0,44.8
228527,11.66,580,411,200.741,1003.8
343594,6.37,252,298,209.411,209.6
604837,4.82,314,386,210.0,14.1
525266,6.34,450,409,200.125,1388.7
382578,11.46,563,423,199.873,1062.6
871823,4.32,296,336,210.0,34.3
100486,10.75,524,329,200.506,574.9
706948,12.28,213,271,210.0,277.5
953669,10.99,580,343,200.265,1198.4
850276,7.39,462,334,200.271,1158.9
364268,7.3,529,349,200.376,1293.9
245572,10.63,525,333,200.561,936.1
356082,11.63,595,335,200.742,992.8
866380,1.47,99,334,209.688,15.5
620637,11.19,595,359,199.992,788.4
963497,11.58,610,351,199.92,884.9
13421,11.03,596,330,200.696,921.3
455219,13.24,457,400,209.827,99.5
637696,4.88,384,412,204.811,861.8
644490,9.82,610,364,200.136,1042.2
119242,18.91,504,322,199.772,1047.3
162511,10.45,587,411,200.818,951.9
480210,8.61,498,326,200.941,1396.8
206728,7.12,174,360,209.134,225.0
197541,15.81,358,299,204.272,335.3
318690,19.93,389,400,200.678,1198.4
584539,11.5,444,300,200.55,1731.4
248207,5.62,448,379,210.0,48.7
951268,11.67,176,393,210.0,66.2
51945,8.72,408,397,209.998,561.0
771874,22.57,588,306,200.911,994.3
727163,7.95,119,381,210.0,84.7
215259,6.31,158,295,210.0,297.6
491793,2.82,222,350,210.0,30.6
168966,8.56,489,333,199.568,1483.0
171794,6.61,89,390,209.878,1.6
62289,6.75,165,350,210.0,352.3
766779,9.55,512,345,200.981,813.1
703275,5.8,410,417,201.15,46.4
229761,9.17,535,304,200.401,225.3
660251,0.76,309,403,210.0,1.6
925948,6.6,412,308,201.131,526.2
481465,9.21,520,299,201.478,739.1
834701,4.48,239,305,209.713,692.1
196235,5.08,92,271,210.0,139.5
880021,6.55,443,395,200.681,1120.6
294089,9.16,534,410,210.0,706.0
649213,6.55,409,292,200.269,164.1
393995,15.29,457,299,199.47,1396.8
646982,5.25,89,283,209.988,167.8
575669,5.92,89,396,209.758,1.6
968948,5.45,133,398,210.0,37.9
100270,6.73,89,291,210.0,212.2
217368,12.27,217,307,209.809,316.7
952979,7.71,444,315,200.802,1379.0
201636,9.51,522,386,199.858,1579.4
786536,8.34,416,333,200.568,827.2
665304,6.99,527,329,200.477,788.7
261465,12.27,599,335,200.338,965.8
447230,7.12,475,321,207.24,147.0
128202,2.85,180,362,209.957,303.8
506265,7.42,104,276,210.0,386.4
335392,6.29,462,310,199.892,1282.7
198294,11.21,591,348,200.121,1526.9
500523,11.68,434,333,200.576,1773.6
916495,11.04,558,370,199.628,901.4
931583,14.72,176,377,210.0,272.4
904301,4.9,375,273,209.779,192.1
898672,1.39,208,335,210.0,369.5
261659,4.89,105,351,210.0,238.3
558598,7.05,576,399,200.465,1109.7
407421,9.41,110,360,208.994,229.4
605001,7.35,204,347,210.0,1.6
359005,10.34,483,338,200.178,1282.4
596152,10.52,610,345,200.785,1290.5
654080,11.95,89,350,209.08,81.6
892167,7.64,558,364,209.973,1253.9
342673,6.64,153,290,210.0,203.9
628540,3.27,453,382,210.0,291.4
800983,8.09,575,327,201.144,1301.8
87476,7.57,207,403,201.186,1073.5
653389,9.43,466,375,210.0,63.3
105094,15.87,512,320,199.752,1360.1
142714,7.51,221,263,209.463,40.5
804455,12.18,585,434,201.245,894.7
962902,9.0,562,370,200.035,1072.5
846524,3.96,149,394,209.925,808.0
277001,15.58,354,280,210.0,291.6
356035,11.96,197,369,209.842,212.0
425786,0.76,208,381,210.0,1.6
393935,13.53,610,434,201.333,988.7
405262,4.31,261,383,209.586,25.0
949739,10.25,523,293,210.0,1012.4
656105,10.93,610,361,201.707,1047.7
909881,9.13,185,271,210.0,177.8
802365,12.68,610,411,201.636,746.7
275677,7.71,532,365,210.0,1.6
853845,6.31,414,373,210.0,328.5
29376,6.35,491,295,200.267,1393.8
846382,4.58,89,396,209.974,55.5
820654,11.87,610,359,201.53,1187.5
334220,0.76,261,431,210.0,1.6
162,0.76,244,371,210.0,9.7
454567,9.37,477,350,200.595,1237.4
992081,0.76,237,365,209.633,1.6
550694,7.09,159,290,209.878,293.0
30766,8.02,467,310,200.544,838.1
641618,6.24,146,290,209.542,309.9
104694,4.95,514,396,200.646,662.4
292593,8.93,141,313,210.0,141.7
601407,11.94,576,338,200.142,1009.7
932763,4.54,201,279,209.694,1.6
957410,8.69,565,337,200.215,1448.0
370920,3.75,89,273,209.941,367.0
888764,10.59,570,400,200.133,901.0
846057,5.06,383,318,199.247,1380.7
816878,7.26,512,390,200.58,206.4
151182,8.14,502,400,210.0,1216.0
690320,6.0,123,330,209.355,1.6
667626,22.22,541,325,200.566,1405.0
745697,14.11,408,305,199.113,1029.6
353825,0.76,195,376,210.0,1.6
218518,6.03,410,304,199.928,1398.1
196623,6.73,489,309,200.663,985.0
441945,6.94,483,399,201.91,156.3
181900,4.03,466,297,209.732,246.4
385497,13.71,145,294,210.0,54.6
744580,9.81,569,338,200.814,1276.7
528459,4.26,405,371,210.0,290.7
833273,14.31,163,256,209.842,63.3
800564,6.06,515,377,209.567,210.0
142684,14.42,610,434,202.507,1250.1
642927,0.76,303,355,210.0,110.1
745025,9.02,517,425,200.198,1031.0
980831,4.6,451,275,209.871,357.7
971419,7.97,139,391,209.687,145.8
696364,5.42,447,319,209.939,384.1
671776,10.78,593,344,201.316,1078.3
440154,9.32,118,264,209.163,252.1
901923,3.74,131,259,209.9,431.9
824778,8.55,439,308,209.621,183.6
284912,11.37,589,328,202.276,525.3
438712,10.69,610,434,200.814,1152.6
736063,7.91,478,349,199.566,901.2
636153,10.1,108,309,209.326,50.9
73712,0.76,239,407,209.557,1.6
375275,24.27,488,344,199.331,1476.9
722448,7.68,116,370,210.0,1.6
455895,10.23,610,344,200.609,1227.4
581376,5.83,473,329,199.829,1113.1
985332,4.53,406,395,210.0,113.5
911451,9.99,610,345,200.705,631.0
222265,10.34,610,340,200.698,1043.3
437548,7.53,224,388,209.828,1290.1
980327,9.46,513,335,200.628,937.2
469445,6.09,118,388,209.972,1.6
19603,11.75,558,339,200.807,1041.8
810916,12.0,610,345,199.895,1165.7
688449,9.82,459,290,209.777,206.7
709786,16.97,411,296,200.576,414.2
479884,21.36,501,278,198.943,977.7
482139,1.16,262,370,210.0,29.3
719082,9.58,537,390,206.614,739.0
375830,13.8,610,379,200.397,677.8
728875,6.4,200,284,209.929,232.0
412448,8.13,123,393,209.268,1.6
531644,15.68,427,316,200.392,867.7
113266,5.69,433,369,200.048,1495.1
518324,0.76,165,297,210.0,1.6
129913,6.9,460,407,200.344,814.0
784371,7.35,386,297,200.205,1468.1
498600,4.9,111,371,210.0,278.9
944859,21.49,432,325,201.24,869.9
838318,6.04,464,319,201.178,684.4
62394,13.85,610,358,201.577,1038.0
307481,11.26,610,362,199.175,1132.9
58676,4.3,463,406,204.175,44.7
662863,7.31,384,389,199.852,1209.5
287829,13.82,610,332,201.57,970.4
612088,9.59,506,330,198.943,1136.1
957216,9.54,537,344,201.575,1206.8
237149,8.42,510,310,200.204,966.5
577942,11.86,610,361,200.085,1406.2
186276,5.77,480,278,209.534,157.0
854030,11.36,377,402,200.205,921.1
934257,11.42,593,355,201.229,580.4
513984,14.25,610,379,201.127,828.3
727552,5.03,238,360,210.0,28.1
726672,9.62,491,323,201.105,578.4
170570,9.89,585,342,200.361,1279.6
915202,1.62,89,326,209.337,280.1
716757,12.24,610,434,200.347,889.7
236236,9.8,524,315,199.866,818.6
87720,10.96,544,403,200.642,969.0
183797,0.76,313,343,210.0,157.4
704518,13.49,610,380,201.552,604.0
825650,3.52,213,331,210.0,1.6
40159,8.72,546,422,200.38,1134.3
110721,8.02,89,368,210.0,248.0
730357,5.94,482,349,200.794,950.7
862349,8.57,447,381,201.383,1054.4
803405,6.68,555,419,199.636,1369.1
996468,7.81,417,401,210.0,1041.9
503032,5.25,89,397,210.0,143.3
418270,12.51,576,428,200.538,1260.9
201983,7.39,423,363,210.0,116.7
93298,15.18,511,394,199.862,891.2
889799,6.97,452,293,210.0,466.1
607297,7.87,114,290,210.0,88.7
634153,11.14,610,432,200.758,777.7
909020,9.46,610,388,200.133,922.2
87,13.23,610,365,200.534,1331.7
760414,14.22,501,300,198.943,1191.3
655814,9.78,598,406,202.225,753.9
813650,13.31,197,296,210.0,255.5
937089,7.4,410,299,199.724,1118.1
869556,11.99,369,277,209.145,267.6
51369,5.21,430,333,200.393,107.5
289936,5.16,386,318,200.942,1139.0
408014,0.76,211,401,209.852,1.6
985032,5.78,421,281,210.0,331.0
626163,9.89,387,368,210.0,255.8
815206,5.05,260,364,209.913,1.6
255932,8.87,526,415,200.7,729.2
944596,9.29,462,379,198.943,1359.4
620683,4.95,468,368,209.846,1032.3
455426,0.76,197,367,210.0,1.6
318756,11.72,610,424,200.241,912.5
340015,9.91,420,316,210.0,376.2
969620,7.5,453,302,199.787,1188.8
160838,11.94,610,362,200.255,984.9
701787,16.35,369,304,201.637,1416.9
777900,12.79,610,414,201.219,862.6
97956,1.25,182,411,210.0,1.6
359552,6.92,524,336,201.708,208.6
452993,9.57,484,404,210.0,156.5
64536,3.95,123,399,210.0,512.8
440035,10.75,574,350,201.419,882.9
29326,4.91,440,321,201.648,404.9
985405,11.05,490,353,199.725,1013.6
576981,6.34,205,293,208.411,207.9
269399,5.32,429,385,204.676,27.4
949663,8.87,460,426,201.369,1206.9
840511,8.73,108,371,210.0,312.9
702420,7.7,183,285,210.0,365.4
201199,9.83,551,434,201.489,862.9
209862,7.13,422,329,210.0,146.7
190179,5.56,374,364,200.614,843.4
436312,6.27,492,350,201.446,1187.0
990472,9.85,147,262,209.242,86.8
85645,7.81,553,394,200.556,981.0
260355,6.36,527,326,199.619,1032.5
336203,12.27,610,434,200.607,1116.5
306567,7.64,444,292,210.0,626.2
965507,7.16,469,288,210.0,1209.6
568665,24.25,586,300,200.615,1032.6
665476,5.4,344,374,209.335,189.3
593747,6.57,522,402,200.175,1304.6
260817,1.67,210,425,210.0,1.6
989258,5.71,465,354,199.633,784.3
521784,0.76,277,385,210.0,1.6
268779,11.72,610,348,200.118,1486.7
615024,10.55,599,329,200.221,1807.8
762239,7.31,544,415,210.0,85.6
67869,9.35,572,334,201.644,855.3
712221,5.5,89,327,209.947,1.6
250768,6.71,137,289,210.0,108.0
930914,8.63,221,370,210.0,100.2
536139,8.19,118,301,210.0,148.8
73410,13.3,610,373,200.505,894.8
943983,7.78,521,376,201.364,128.7
248827,8.17,89,364,210.0,169.4
924088,11.95,414,396,209.702,153.9
218358,11.29,608,357,199.964,763.2
875741,5.82,378,266,199.216,1293.4
736299,6.43,426,361,209.808,646.2
672065,7.01,164,358,210.0,89.9
881417,7.38,474,290,199.229,512.9
404295,5.99,539,417,210.0,130.3
472308,5.9,452,317,199.535,1203.5
664275,8.16,488,406,209.715,295.9
596904,6.39,528,369,199.331,355.7
294562,11.08,610,353,200.678,1206.5
608283,5.37,466,382,205.342,236.0
103716,11.8,610,338,201.679,831.5
302825,10.84,147,267,210.0,212.0
700267,10.93,513,332,199.944,1096.7
566592,1.59,196,351,210.0,225.0
479798,0.76,209,329,210.0,1.6
381982,9.37,610,351,200.349,898.9
604775,10.69,593,405,200.993,1014.1
882638,4.69,520,373,201.641,1.6
340795,6.08,195,287,210.0,26.5
66668,7.74,471,300,200.233,755.5
504850,3.21,409,299,210.0,146.2
598123,8.02,505,347,205.905,217.0
443438,2.21,388,315,200.844,134.0
967232,13.49,244,368,210.0,224.9
518522,2.41,231,372,210.0,1.6
600690,10.46,529,328,200.714,1053.1
397353,10.67,563,325,200.989,684.6
300489,1.37,230,354,210.0,270.8
764486,10.94,482,326,200.411,1282.4
841942,10.24,512,309,201.158,1494.8
373316,12.93,587,358,201.728,473.1
990901,9.1,549,355,200.756,1296.8
576790,20.15,428,275,210.0,171.4
855884,6.08,498,306,200.134,1049.2
602722,0.76,215,373,209.749,80.7
60950,16.73,438,409,209.835,1016.2
325127,7.72,499,344,210.0,226.6
38441,8.49,258,317,209.979,170.7
696161,11.77,610,368,200.974,727.7
736326,0.76,213,269,209.91,193.4
83247,9.82,490,323,200.604,847.1
756375,16.23,355,285,210.0,158.2
636368,7.5,169,382,210.0,148.0
767585,8.76,459,353,199.855,1245.1
990890,7.67,172,369,201.601,405.6
541690,2.77,529,409,210.0,84.2
926876,5.49,424,319,200.264,1419.5
455602,18.82,418,304,209.584,139.7
528078,10.3,524,332,199.977,1164.4
18050,15.82,165,372,210.0,24.3
68130,6.36,501,358,209.649,1406.9
681211,7.47,457,326,201.575,117.5
90479,13.58,610,434,201.909,509.0
341903,6.34,440,370,209.323,216.4
467294,5.8,209,387,209.803,224.0
718138,10.45,610,369,200.254,1289.3
447376,10.15,610,360,201.031,1090.6
807725,8.12,212,369,210.0,93.4
421668,3.32,378,284,207.09,219.5
129027,7.72,491,313,200.286,1049.4
558505,12.01,610,347,200.647,733.8
249418,14.05,319,291,209.377,694.2
18438,16.78,386,290,209.835,872.9
414379,12.95,408,326,199.126,1019.7
556751,10.15,99,291,208.889,19.5
869986,10.74,89,359,210.0,143.9
771108,2.18,96,423,209.762,1.6
475530,7.73,486,372,210.0,205.3
411859,11.92,89,375,207.123,106.1
825147,11.13,604,339,200.415,1000.5
352314,9.44,610,320,199.388,1200.6
384255,7.19,191,355,210.0,18.2
530621,5.66,130,356,210.0,216.2
946859,11.47,216,367,210.0,159.1
353182,19.18,443,314,200.696,664.6
458801,8.13,421,323,210.0,201.0
216736,5.76,280,363,210.0,167.1
531650,4.53,193,390,200.163,262.2
842051,5.99,102,394,209.975,66.4
311948,8.1,527,284,199.576,1462.2
275759,6.28,299,315,200.161,182.4
625535,4.2,173,341,210.0,129.2
913534,8.41,118,285,209.276,96.8
563090,6.22,498,305,208.526,1087.9
832956,7.2,536,337,200.931,1415.4
137450,11.79,586,342,200.038,1315.3
711617,4.28,226,397,209.716,37.5
703725,8.02,562,430,201.101,1173.5
444114,6.46,455,311,209.076,219.0
501614,8.5,468,321,200.944,958.3
358581,7.17,559,349,199.938,1672.8
438297,8.43,159,273,210.0,211.6
620325,4.44,434,379,210.0,96.6
655864,4.3,89,276,209.482,340.5
766919,4.79,89,290,209.508,103.8
274269,7.14,500,387,210.0,333.9
737224,10.93,281,269,209.939,256.7
561175,2.07,210,347,209.889,44.8
826816,6.74,542,385,200.763,33.3
835037,9.16,399,291,209.535,232.4
150645,7.8,542,367,199.379,1192.2
751231,4.48,198,384,210.0,11.8
441,12.48,174,376,210.0,114.4
223950,7.73,452,418,201.044,111.5
121711,9.03,498,393,201.111,836.5
9675,7.21,489,336,199.959,1379.6
692981,5.15,516,384,209.48,242.7
795833,9.76,561,344,199.965,1576.6
28544,1.1,203,309,209.359,142.2
390431,5.28,460,385,209.907,823.3
654160,13.09,610,434,201.894,604.6
47709,9.53,528,307,201.413,1230.0
521263,8.08,554,354,200.402,716.4
187344,6.58,594,369,201.161,414.2
442971,11.28,610,338,199.673,918.9
751913,13.51,139,378,210.0,5.1
341453,9.54,151,360,209.597,73.3
710729,8.05,488,312,200.02,1445.7
885940,2.36,89,329,209.362,194.4
407615,7.06,520,358,210.0,80.8
224350,6.03,186,374,210.0,300.9
276053,15.39,108,276,210.0,99.6
651995,8.51,462,317,200.692,180.2
528960,13.29,99,344,210.0,313.4
26525,0.76,137,313,210.0,90.6
478278,5.97,168,389,209.838,73.3
642192,9.01,610,337,200.768,1009.8
97023,10.2,200,351,209.743,134.4
725248,6.59,445,338,201.898,1381.5
562315,9.24,373,320,200.078,617.5
983714,17.15,426,303,200.815,748.2
618522,11.1,610,331,200.978,1094.5
788012,8.29,477,284,209.8,435.0
548643,7.64,221,366,210.0,173.0
460531,7.48,410,294,200.063,1396.3
642015,10.38,105,408,209.647,94.3
407536,3.08,237,386,210.0,988.1
332956,0.76,252,298,209.33,341.7
477391,6.9,203,425,209.699,137.0
296357,11.58,472,320,200.705,1428.1
924870,8.0,550,335,207.221,42.0
448576,11.0,594,409,201.266,760.6
623210,8.78,457,360,199.65,1387.2
803633,8.15,463,376,201.507,1.6
180061,8.64,126,279,209.07,358.4
475865,8.37,483,389,200.421,208.5
692181,12.49,610,434,200.237,793.1
812543,9.83,132,270,210.0,100.9
630663,11.6,364,393,209.927,169.0
697697,5.2,137,364,206.201,177.8
736567,6.56,461,386,204.381,1029.0
600270,0.76,188,343,209.739,1.6
454885,8.86,228,361,210.0,20.1
82869,8.41,473,313,199.81,1482.3
461054,22.8,561,321,201.146,1118.4
536378,9.11,489,434,202.331,950.7
164680,6.82,476,375,209.996,47.3
374212,9.69,610,335,200.99,1363.5
418084,12.09,437,394,210.0,181.9
284326,9.41,475,304,200.115,1477.8
899978,8.28,490,407,199.846,1382.9
34277,5.36,336,360,210.0,128.1
969974,10.35,493,387,206.85,1.6
316872,3.28,115,357,209.226,287.3
301834,9.34,581,301,200.114,1222.4
332240,8.16,437,289,200.692,1077.9
846132,4.93,512,352,210.0,1202.1
559045,6.16,485,339,200.99,1125.2
900050,7.35,89,361,210.0,230.1
932707,7.89,532,318,201.678,1263.7
566865,7.74,149,287,210.0,185.0
756786,6.45,504,358,199.155,1213.2
158249,0.76,107,297,209.691,255.2
305480,3.77,250,371,209.405,1.6
263438,0.76,149,421,209.494,1.6
297530,8.95,436,317,210.0,485.4
632409,11.1,600,434,200.244,1295.1
398165,2.72,202,411,210.0,27.0
255431,5.34,215,340,210.0,185.0
626057,7.59,406,305,210.0,1386.4
832674,12.12,589,433,200.446,681.3
829309,5.87,136,353,209.037,263.4
844380,14.49,480,338,198.943,1892.7
931838,11.72,610,348,199.614,1476.5
715229,0.76,246,383,210.0,138.9
577296,7.77,166,349,210.0,2.3
830759,7.94,481,332,200.683,998.5
117731,12.91,610,333,200.253,882.1
964242,8.4,185,306,210.0,51.8
265842,11.41,610,329,200.789,1116.3
497307,9.39,515,329,199.329,1203.7
575618,9.07,210,383,210.0,100.6
824384,7.43,507,328,210.0,169.7
702081,5.65,100,284,209.45,348.3
756361,1.03,248,377,209.529,1.6
671274,5.24,132,283,209.719,351.2
731251,20.15,330,344,200.919,20.5
743740,6.46,89,294,209.076,157.8
132642,9.36,89,288,210.0,127.6
495782,2.65,385,290,209.773,202.8
757108,10.96,503,293,199.534,1563.3
306050,9.12,518,321,200.214,1030.3
336491,12.58,174,339,209.849,160.3
676618,8.65,544,338,200.697,1032.8
188159,10.09,536,333,200.849,1584.7
547826,13.37,610,422,200.649,604.5
860945,9.55,606,352,200.811,1029.7
612746,9.93,610,352,200.751,1297.0
431465,5.63,497,292,199.687,1013.4
964643,14.74,195,305,200.317,354.3
361701,16.64,424,275,199.808,395.2
88885,6.61,171,398,210.0,67.4
298261,12.44,610,348,200.617,654.5
98732,4.06,195,386,210.0,311.2
386436,8.12,138,279,209.777,184.8
448597,12.84,610,353,200.765,1104.1
334063,12.59,598,325,200.463,835.0
822489,5.2,408,411,200.285,1065.3
712898,4.88,213,384,209.957,210.6
709010,10.33,610,327,199.515,967.6
499855,9.45,501,318,209.936,318.0
273689,7.02,471,363,209.591,219.8
467815,11.19,464,324,200.73,292.1
58840,6.1,120,388,210.0,5.2
250578,8.18,496,413,200.593,935.2
847556,5.67,397,310,200.413,1683.0
123781,7.17,368,279,209.535,410.8
281362,8.42,505,365,201.272,301.9
188389,2.6,230,387,210.0,116.4
